player_name,hit_direction,bb_type,bips,total_level,share,below_floor,n_la,min_la,max_la,mu_la,std_la,p5_la,p95_la,n_ev,min_ev,max_ev,mu_ev,std_ev,p5_ev,p95_ev,n_dist,min_dist,max_dist,mu_dist,std_dist,p5_dist,p95_dist
"Crawford, Justin",Straightaway,fly_ball,18,79,0.228,False,18,19.0,56.0,33.833,9.269,24.1,53.45,18,67.8,104.5,88.0,10.873,68.395,103.565,18,207.0,403.0,310.111,61.91,224.85,400.45
"Crawford, Justin",Straightaway,ground_ball,37,79,0.468,False,37,-72.0,9.0,-21.351,22.888,-62.2,5.4,37,39.1,105.1,85.584,17.815,48.82,104.8,37,1.0,131.0,21.757,33.146,1.0,101.0
"Crawford, Justin",Straightaway,line_drive,24,79,0.304,False,24,8.0,27.0,16.167,6.246,8.15,24.85,24,56.3,108.5,90.65,12.114,73.715,106.04,24,112.0,368.0,249.042,73.023,145.3,356.55
"De La Cruz, Bryan",Oppo,fly_ball,4,17,0.235,True,4,31.0,57.0,43.75,12.685,31.6,56.25,4,74.7,97.4,87.975,9.572,76.815,96.44,4,247.0,302.0,262.0,26.696,247.3,294.2
"De La Cruz, Bryan",Oppo,ground_ball,7,17,0.412,True,7,-70.0,4.0,-21.429,29.217,-65.5,2.8,7,42.8,102.0,79.743,19.213,52.1,100.41,7,1.0,124.0,31.143,43.914,1.0,99.1
"De La Cruz, Bryan",Oppo,line_drive,4,17,0.235,True,4,9.0,23.0,14.75,6.946,9.0,22.25,4,96.5,109.2,101.325,5.536,96.845,107.94,4,176.0,346.0,257.75,80.814,180.2,339.85
"De La Cruz, Bryan",Oppo,popup,2,17,0.118,True,2,62.0,75.0,68.5,9.192,62.65,74.35,2,80.7,85.6,83.15,3.465,80.945,85.355,2,78.0,157.0,117.5,55.861,81.95,153.05
"De La Cruz, Bryan",Pull,ground_ball,17,23,0.739,True,17,-71.0,9.0,-14.941,19.914,-42.2,8.2,17,56.7,103.2,85.529,12.358,66.94,103.12,17,1.0,133.0,34.824,46.378,1.8,119.4
"De La Cruz, Bryan",Pull,line_drive,6,23,0.261,True,6,6.0,25.0,12.5,6.834,6.25,22.25,6,76.7,96.4,89.217,7.705,78.425,95.975,6,101.0,289.0,176.667,64.997,113.25,269.25
"De La Cruz, Bryan",Straightaway,fly_ball,3,12,0.25,True,3,30.0,44.0,36.667,7.024,30.6,43.2,3,99.6,105.8,102.5,3.119,99.85,105.43,3,309.0,404.0,371.0,53.731,318.1,403.6
"De La Cruz, Bryan",Straightaway,ground_ball,6,12,0.5,True,6,-34.0,-3.0,-13.0,10.826,-28.75,-4.25,6,53.1,105.0,92.7,20.138,62.425,104.825,6,2.0,28.0,12.833,8.931,3.25,24.75
"De La Cruz, Bryan",Straightaway,line_drive,3,12,0.25,True,3,18.0,23.0,21.0,2.646,18.4,22.9,3,81.2,97.9,89.733,8.356,82.09,97.12,3,250.0,313.0,276.667,32.593,251.7,308.4
"García, Adolis",Oppo,fly_ball,15,43,0.349,False,15,25.0,56.0,39.533,10.494,27.1,56.0,15,75.3,103.5,92.22,8.515,79.92,103.43,15,217.0,407.0,303.2,62.328,225.4,405.6
"García, Adolis",Oppo,ground_ball,6,43,0.14,False,6,-38.0,6.0,-10.0,17.877,-35.0,5.5,6,29.9,106.5,79.317,27.562,39.0,103.75,6,2.0,103.0,42.167,41.94,2.5,97.0
"García, Adolis",Oppo,line_drive,11,43,0.256,False,11,3.0,27.0,18.636,6.47,8.0,25.0,11,55.4,109.5,92.736,14.679,67.65,105.45,11,78.0,353.0,266.273,86.092,113.5,348.0
"García, Adolis",Oppo,popup,11,43,0.256,False,11,56.0,80.0,69.182,7.291,59.5,79.5,11,68.6,91.9,81.545,8.435,69.3,91.9,11,30.0,192.0,114.909,55.41,32.5,186.5
"García, Adolis",Pull,fly_ball,9,67,0.134,False,9,23.0,57.0,34.889,11.688,23.4,54.2,9,72.3,109.0,92.567,12.299,73.54,107.32,9,208.0,429.0,329.667,79.365,215.6,419.8
"García, Adolis",Pull,ground_ball,43,67,0.642,False,43,-51.0,8.0,-13.256,14.885,-42.5,4.9,43,64.1,108.4,91.637,11.682,67.75,107.39,43,1.0,130.0,26.721,32.233,3.0,101.5
"García, Adolis",Pull,line_drive,13,67,0.194,False,13,10.0,27.0,17.385,5.14,10.0,25.8,13,76.0,107.2,94.415,10.466,77.98,106.48,13,153.0,364.0,255.692,51.708,190.8,326.8
"García, Adolis",Pull,popup,2,67,0.03,False,2,62.0,71.0,66.5,6.364,62.45,70.55,2,68.4,93.8,81.1,17.961,69.67,92.53,2,87.0,171.0,129.0,59.397,91.2,166.8
"García, Adolis",Straightaway,fly_ball,11,40,0.275,False,11,24.0,55.0,34.091,8.86,24.0,49.5,11,69.9,106.0,92.345,10.163,76.75,104.3,11,213.0,421.0,331.727,58.602,240.0,402.0
"García, Adolis",Straightaway,ground_ball,10,40,0.25,False,10,-24.0,11.0,-6.8,10.737,-21.3,7.4,10,74.8,104.1,94.77,9.064,79.57,103.74,10,4.0,134.0,38.1,41.643,4.9,108.8
"García, Adolis",Straightaway,line_drive,19,40,0.475,False,19,5.0,21.0,14.368,3.989,9.5,20.1,19,76.8,112.1,101.0,9.471,85.8,109.22,19,162.0,400.0,280.737,76.998,169.2,397.3
"Harper, Bryce",Oppo,fly_ball,36,104,0.346,False,36,24.0,61.0,36.806,10.601,25.0,60.0,36,64.6,107.8,92.181,10.722,74.75,105.05,36,187.0,407.0,305.611,63.609,193.5,394.0
"Harper, Bryce",Oppo,ground_ball,25,104,0.24,False,25,-62.0,18.0,-8.96,19.957,-40.2,17.4,25,36.4,109.3,75.376,17.757,49.62,104.78,25,2.0,139.0,39.96,41.506,2.2,110.6
"Harper, Bryce",Oppo,line_drive,31,104,0.298,False,31,7.0,29.0,16.129,5.626,8.0,23.5,31,65.4,107.4,90.781,11.09,71.8,106.55,31,124.0,354.0,236.548,62.157,149.5,330.0
"Harper, Bryce",Oppo,popup,12,104,0.115,False,12,46.0,86.0,66.667,13.131,46.0,83.8,12,59.9,89.2,74.883,10.997,60.285,87.88,12,24.0,174.0,119.417,60.438,25.1,172.35
"Harper, Bryce",Pull,fly_ball,27,201,0.134,False,27,21.0,57.0,35.111,10.405,23.0,53.5,27,66.3,112.5,96.989,11.66,77.18,110.72,26,211.0,425.0,346.192,62.334,244.0,420.5
"Harper, Bryce",Pull,ground_ball,126,201,0.627,False,126,-72.0,9.0,-8.619,13.109,-29.75,7.0,126,43.8,110.3,88.139,13.354,67.35,106.325,126,1.0,138.0,33.992,37.68,3.0,116.75
"Harper, Bryce",Pull,line_drive,46,201,0.229,False,46,7.0,29.0,16.283,5.612,8.25,24.0,46,64.4,113.5,96.989,10.363,80.425,110.2,46,122.0,380.0,246.391,75.493,146.75,358.25
"Harper, Bryce",Pull,popup,2,201,0.01,False,2,67.0,68.0,67.5,0.707,67.05,67.95,2,93.5,102.7,98.1,6.505,93.96,102.24,2,120.0,175.0,147.5,38.891,122.75,172.25
"Harper, Bryce",Straightaway,fly_ball,44,100,0.44,False,44,22.0,54.0,35.295,8.329,25.15,50.7,44,60.4,112.6,94.095,11.394,74.76,108.54,44,190.0,457.0,340.591,67.463,220.45,424.95
"Harper, Bryce",Straightaway,ground_ball,24,100,0.24,False,24,-69.0,9.0,-7.125,19.988,-45.5,9.0,24,47.6,107.6,86.413,17.475,55.175,105.225,24,1.0,148.0,62.292,55.893,2.15,140.7
"Harper, Bryce",Straightaway,line_drive,31,100,0.31,False,31,3.0,30.0,15.935,7.122,4.5,25.5,31,43.5,110.4,93.806,14.785,75.8,109.2,31,65.0,419.0,240.258,99.978,86.5,386.0
"Harper, Bryce",Straightaway,popup,1,100,0.01,False,1,50.0,50.0,50.0,,50.0,50.0,1,70.4,70.4,70.4,,70.4,70.4,1,204.0,204.0,204.0,,204.0,204.0
"Hill, Derek",Oppo,fly_ball,11,30,0.367,False,11,30.0,56.0,40.909,8.666,30.5,54.5,11,78.9,99.5,90.7,7.044,80.7,98.95,11,231.0,384.0,305.727,50.104,231.5,383.0
"Hill, Derek",Oppo,ground_ball,11,30,0.367,False,11,-56.0,12.0,-12.727,24.483,-54.0,11.5,11,31.6,92.5,69.855,23.399,33.7,92.0,11,2.0,145.0,33.182,40.676,2.5,97.5
"Hill, Derek",Oppo,line_drive,6,30,0.2,False,6,6.0,26.0,17.0,7.642,7.5,25.75,6,75.3,101.1,91.667,8.84,79.25,100.15,6,129.0,323.0,233.333,66.214,145.75,310.25
"Hill, Derek",Oppo,popup,2,30,0.067,False,2,75.0,80.0,77.5,3.536,75.25,79.75,2,69.9,90.8,80.35,14.779,70.945,89.755,2,26.0,96.0,61.0,49.497,29.5,92.5
"Hill, Derek",Pull,fly_ball,9,30,0.3,False,9,24.0,49.0,31.667,8.485,24.8,46.6,9,69.4,109.8,94.944,14.201,73.28,108.8,9,229.0,441.0,351.556,79.561,243.8,435.4
"Hill, Derek",Pull,ground_ball,15,30,0.5,False,15,-27.0,8.0,-9.667,11.487,-25.6,5.9,15,58.2,101.3,80.593,15.23,61.42,99.9,15,4.0,80.0,25.933,25.817,4.0,74.4
"Hill, Derek",Pull,line_drive,6,30,0.2,False,6,9.0,30.0,18.0,7.043,10.5,27.75,6,76.6,108.2,94.683,13.019,77.525,106.95,6,151.0,343.0,242.667,70.78,157.25,329.25
"Hill, Derek",Straightaway,fly_ball,3,14,0.214,True,3,31.0,39.0,34.333,4.163,31.2,38.4,3,76.6,90.7,84.1,7.093,77.44,90.13,3,265.0,346.0,307.0,40.583,269.5,342.4
"Hill, Derek",Straightaway,ground_ball,6,14,0.429,True,6,-60.0,1.0,-13.667,23.114,-47.5,0.5,6,55.4,108.5,88.933,20.452,60.325,107.5,6,1.0,54.0,22.667,19.816,3.25,50.0
"Hill, Derek",Straightaway,line_drive,5,14,0.357,True,5,9.0,21.0,17.2,4.817,10.6,20.8,5,77.4,104.3,92.76,10.424,79.84,103.48,5,146.0,382.0,255.6,87.916,161.4,364.2
"Marchán, Rafael",Oppo,fly_ball,1,17,0.059,True,1,46.0,46.0,46.0,,46.0,46.0,1,92.4,92.4,92.4,,92.4,92.4,1,301.0,301.0,301.0,,301.0,301.0
"Marchán, Rafael",Oppo,ground_ball,3,17,0.176,True,3,-24.0,9.0,-3.333,18.009,-21.1,8.6,3,55.1,79.9,67.0,12.43,56.19,78.51,3,4.0,95.0,60.0,49.0,11.7,93.6
"Marchán, Rafael",Oppo,line_drive,5,17,0.294,True,5,17.0,29.0,22.0,5.196,17.4,28.4,5,79.5,93.0,86.52,6.196,80.08,93.0,5,247.0,292.0,267.6,16.273,250.2,287.8
"Marchán, Rafael",Oppo,popup,8,17,0.471,True,8,52.0,81.0,68.5,10.744,54.8,80.65,8,33.6,88.3,74.838,20.131,40.565,88.125,8,34.0,204.0,109.0,59.524,40.65,191.05
"Marchán, Rafael",Pull,fly_ball,9,40,0.225,False,9,24.0,50.0,33.778,8.758,24.8,47.6,9,76.6,100.5,90.689,8.296,78.12,99.42,9,260.0,397.0,331.778,51.217,264.4,389.4
"Marchán, Rafael",Pull,ground_ball,19,40,0.475,False,19,-59.0,12.0,-6.053,15.97,-27.5,7.5,19,57.3,103.7,81.621,15.812,60.54,100.82,19,1.0,146.0,44.947,44.316,3.7,121.7
"Marchán, Rafael",Pull,line_drive,7,40,0.175,False,7,11.0,29.0,19.714,7.477,11.3,28.1,7,76.1,95.7,86.314,7.563,77.51,95.34,7,150.0,346.0,246.286,85.623,153.3,340.9
"Marchán, Rafael",Pull,popup,5,40,0.125,False,5,56.0,77.0,65.6,8.933,57.0,76.2,5,34.7,89.1,71.98,22.319,41.84,89.04,5,38.0,187.0,120.6,74.336,38.8,185.2
"Marchán, Rafael",Straightaway,fly_ball,10,19,0.526,True,10,26.0,58.0,42.5,8.33,30.95,53.95,10,78.0,99.2,89.25,6.49,80.79,98.255,10,216.0,348.0,288.0,41.931,230.85,346.2
"Marchán, Rafael",Straightaway,ground_ball,3,19,0.158,True,3,-46.0,10.0,-20.0,28.213,-43.8,6.6,3,67.8,92.1,81.567,12.468,69.5,91.37,3,2.0,148.0,51.667,83.441,2.3,133.7
"Marchán, Rafael",Straightaway,line_drive,3,19,0.158,True,3,15.0,22.0,19.0,3.606,15.5,21.8,3,82.8,89.6,86.533,3.449,83.24,89.36,3,247.0,296.0,267.0,25.71,248.1,292.2
"Marchán, Rafael",Straightaway,popup,3,19,0.158,True,3,55.0,62.0,57.333,4.041,55.0,61.3,3,42.1,90.5,66.9,24.222,44.7,88.26,3,85.0,180.0,144.0,51.507,93.2,178.7
"Marsh, Brandon",Oppo,fly_ball,41,111,0.369,False,41,24.0,65.0,40.024,11.282,25.0,62.0,41,66.8,104.4,88.785,8.727,69.6,102.2,41,177.0,402.0,289.098,58.429,197.0,389.0
"Marsh, Brandon",Oppo,ground_ball,20,111,0.18,False,20,-30.0,18.0,-8.3,11.824,-29.05,5.65,20,38.1,108.6,84.745,21.264,43.705,102.425,20,4.0,98.0,28.2,29.772,4.0,79.0
"Marsh, Brandon",Oppo,line_drive,35,111,0.315,False,35,8.0,26.0,17.457,4.461,10.7,24.3,35,56.0,104.7,91.186,12.104,66.17,102.27,35,105.0,378.0,262.286,73.357,114.8,342.5
"Marsh, Brandon",Oppo,popup,15,111,0.135,False,15,38.0,86.0,67.0,12.282,47.1,81.1,15,53.8,92.4,73.793,12.786,54.71,91.35,15,30.0,202.0,118.467,42.893,53.1,167.7
"Marsh, Brandon",Pull,fly_ball,33,184,0.179,False,33,23.0,56.0,33.909,8.549,24.6,49.4,33,70.6,107.0,94.118,9.854,77.42,105.14,33,204.0,454.0,341.455,59.185,248.0,422.0
"Marsh, Brandon",Pull,ground_ball,108,184,0.587,False,107,-70.0,12.0,-12.121,18.114,-47.7,9.0,107,38.1,106.4,83.432,15.454,56.48,104.31,107,1.0,142.0,34.953,41.042,2.0,126.0
"Marsh, Brandon",Pull,line_drive,43,184,0.234,False,43,8.0,30.0,16.628,4.87,9.1,22.9,43,75.5,110.1,95.993,9.38,77.76,106.56,43,138.0,364.0,243.279,63.451,145.2,344.9
"Marsh, Brandon",Straightaway,fly_ball,24,78,0.308,False,24,22.0,51.0,33.708,7.805,24.0,44.7,24,67.6,101.3,93.888,8.487,76.61,101.11,24,228.0,409.0,337.958,45.374,253.8,393.5
"Marsh, Brandon",Straightaway,ground_ball,29,78,0.372,False,29,-64.0,9.0,-9.69,19.361,-54.4,9.0,29,48.8,105.5,90.486,16.22,59.3,104.88,29,2.0,141.0,41.552,40.333,2.0,126.8
"Marsh, Brandon",Straightaway,line_drive,24,78,0.308,False,24,5.0,28.0,16.333,4.975,8.3,22.0,24,77.0,106.6,95.15,9.21,77.875,105.69,24,123.0,402.0,273.042,79.413,160.25,393.2
"Marsh, Brandon",Straightaway,popup,1,78,0.013,False,1,78.0,78.0,78.0,,78.0,78.0,1,67.9,67.9,67.9,,67.9,67.9,1,58.0,58.0,58.0,,58.0,58.0
"Realmuto, J.T.",Oppo,fly_ball,33,81,0.407,False,33,22.0,60.0,39.152,9.341,26.4,53.8,33,68.1,100.3,88.367,9.206,70.1,98.5,33,189.0,396.0,294.03,55.626,209.0,368.4
"Realmuto, J.T.",Oppo,ground_ball,16,81,0.198,False,15,-76.0,11.0,-15.933,26.695,-71.1,9.6,15,48.1,103.0,77.147,17.982,54.96,102.93,15,1.0,141.0,35.133,44.31,1.0,116.5
"Realmuto, J.T.",Oppo,line_drive,23,81,0.284,False,23,6.0,25.0,15.0,5.309,8.0,23.8,23,66.5,107.1,91.587,10.087,72.1,103.35,23,121.0,330.0,234.13,58.649,140.1,308.4
"Realmuto, J.T.",Oppo,popup,9,81,0.111,False,9,51.0,84.0,72.222,11.322,53.8,84.0,9,60.7,90.6,76.733,11.068,62.26,89.72,9,37.0,177.0,90.556,52.06,39.8,168.6
"Realmuto, J.T.",Pull,fly_ball,20,150,0.133,False,20,23.0,58.0,37.35,9.783,23.95,55.15,20,70.5,109.3,95.52,9.11,83.135,105.405,20,209.0,422.0,333.8,64.776,214.7,416.3
"Realmuto, J.T.",Pull,ground_ball,92,150,0.613,False,91,-61.0,10.0,-12.846,16.232,-48.5,4.5,91,28.7,109.4,86.842,15.178,58.4,103.3,91,1.0,142.0,26.264,29.537,2.0,86.5
"Realmuto, J.T.",Pull,line_drive,34,150,0.227,False,34,7.0,27.0,14.794,5.415,7.65,24.35,34,82.0,111.2,99.318,7.76,85.335,109.22,34,121.0,412.0,244.706,79.269,147.8,384.7
"Realmuto, J.T.",Pull,popup,4,150,0.027,False,4,60.0,84.0,68.0,11.106,60.15,81.45,4,76.0,91.0,83.075,7.222,76.3,90.445,4,43.0,193.0,135.25,67.193,55.9,190.45
