pitch_uid,game_year,game_date,plate_x,plate_z,zone,pitch_type,p_throws,type,is_bip,events,description
746238-58-3,2024,2024-05-01,-0.24,2.37,5.0,SL,R,S,False,strikeout,swinging_strike
746238-58-2,2024,2024-05-01,-0.54,2.54,4.0,SI,R,S,False,,foul
746238-58-1,2024,2024-05-01,-1.16,1.87,13.0,SI,R,S,False,,swinging_strike
746239-35-5,2024,2024-04-30,0.26,1.51,14.0,CH,L,S,False,strikeout,swinging_strike
746239-35-4,2024,2024-04-30,0.19,1.88,8.0,CH,L,S,False,,swinging_strike
746239-35-3,2024,2024-04-30,0.03,1.17,14.0,CH,L,B,False,,ball
746239-35-2,2024,2024-04-30,-0.31,3.92,11.0,FF,L,B,False,,ball
746239-35-1,2024,2024-04-30,-0.17,2.86,5.0,FC,L,S,False,,foul
746239-14-2,2024,2024-04-30,0.33,2.93,6.0,FF,L,X,True,field_out,hit_into_play
746239-14-1,2024,2024-04-30,0.2,0.7,14.0,CH,L,S,False,,swinging_strike
746239-2-4,2024,2024-04-30,-0.34,1.97,7.0,CH,L,S,False,strikeout,swinging_strike
746239-2-3,2024,2024-04-30,-1.16,2.75,11.0,FC,L,B,False,,ball
746239-2-2,2024,2024-04-30,0.48,3.28,3.0,CH,L,S,False,,foul
746239-72-3,2024,2024-04-30,-0.21,1.93,8.0,FF,L,X,True,single,hit_into_play
746239-59-4,2024,2024-04-30,0.48,2.18,9.0,CH,L,X,True,single,hit_into_play
746239-2-1,2024,2024-04-30,0.79,3.5,3.0,FF,L,S,False,,called_strike
746239-72-2,2024,2024-04-30,-0.74,1.22,13.0,SL,L,B,False,,ball
746239-59-3,2024,2024-04-30,-0.69,2.62,4.0,FF,L,S,False,,foul
746239-72-1,2024,2024-04-30,-0.94,1.28,13.0,SL,L,B,False,,ball
746239-59-2,2024,2024-04-30,0.88,4.22,12.0,FF,L,B,False,,ball
746239-59-1,2024,2024-04-30,0.86,2.01,14.0,CH,L,S,False,,called_strike
746236-37-1,2024,2024-04-29,0.45,2.86,6.0,SL,R,X,True,single,hit_into_play
746236-20-3,2024,2024-04-29,0.34,1.49,14.0,SL,R,X,True,field_out,hit_into_play
746236-20-2,2024,2024-04-29,1.12,3.46,12.0,FF,R,B,False,,ball
746236-20-1,2024,2024-04-29,0.73,1.7,9.0,SL,R,S,False,,called_strike
746236-55-7,2024,2024-04-29,-0.03,1.56,13.0,SI,R,X,True,field_out,hit_into_play
746236-55-6,2024,2024-04-29,-0.49,3.06,1.0,SI,R,S,False,,foul
746236-55-5,2024,2024-04-29,-0.11,1.77,8.0,SI,R,S,False,,called_strike
746236-55-4,2024,2024-04-29,-1.78,1.17,13.0,SL,R,B,False,,ball
746236-55-3,2024,2024-04-29,-1.61,2.29,13.0,SI,R,B,False,,ball
746236-55-2,2024,2024-04-29,0.32,2.05,9.0,SI,R,S,False,,foul
746236-55-1,2024,2024-04-29,1.14,1.33,14.0,SL,R,B,False,,ball
746236-74-4,2024,2024-04-29,-0.24,2.34,5.0,FF,R,X,True,single,hit_into_play
746236-74-3,2024,2024-04-29,-0.02,2.15,8.0,FF,R,S,False,,foul_tip
746236-74-2,2024,2024-04-29,1.4,2.35,14.0,FF,R,B,False,,ball
746236-74-1,2024,2024-04-29,0.24,2.73,5.0,FF,R,S,False,,foul
746236-2-1,2024,2024-04-29,-1.97,3.96,11.0,SI,R,B,False,hit_by_pitch,hit_by_pitch
745428-36-5,2024,2024-04-28,0.96,2.04,14.0,ST,R,S,False,strikeout,swinging_strike
745428-36-4,2024,2024-04-28,1.11,3.35,12.0,FF,R,S,False,,foul
745428-36-3,2024,2024-04-28,0.93,1.91,14.0,SL,R,S,False,,called_strike
745428-36-2,2024,2024-04-28,-0.66,2.67,4.0,CH,R,S,False,,called_strike
745428-36-1,2024,2024-04-28,1.89,1.73,14.0,FF,R,B,False,,ball
745428-18-8,2024,2024-04-28,0.2,3.22,2.0,FF,R,X,True,field_out,hit_into_play
745428-18-7,2024,2024-04-28,0.46,2.22,9.0,CH,R,S,False,,foul
745428-18-6,2024,2024-04-28,1.2,2.0,14.0,FF,R,B,False,,ball
745428-18-5,2024,2024-04-28,-0.02,2.47,5.0,SI,R,S,False,,foul
745428-18-4,2024,2024-04-28,1.7,0.93,14.0,ST,R,B,False,,ball
745428-18-3,2024,2024-04-28,1.44,0.86,14.0,ST,R,B,False,,ball
745428-18-2,2024,2024-04-28,0.82,1.48,14.0,SL,R,S,False,,called_strike
745428-18-1,2024,2024-04-28,0.73,1.95,9.0,SI,R,S,False,,called_strike
745428-2-6,2024,2024-04-28,0.92,2.01,14.0,ST,R,X,True,force_out,hit_into_play
745428-52-6,2024,2024-04-28,-0.67,2.89,4.0,SL,R,X,True,field_out,hit_into_play
745428-2-5,2024,2024-04-28,-0.27,3.88,11.0,FF,R,B,False,,ball
745428-52-5,2024,2024-04-28,2.37,0.48,14.0,SL,R,B,False,,ball
745428-2-4,2024,2024-04-28,1.03,1.06,14.0,ST,R,S,False,,swinging_strike
745428-52-4,2024,2024-04-28,0.69,2.57,6.0,FF,R,S,False,,foul
745428-2-3,2024,2024-04-28,1.04,2.25,14.0,SI,R,B,False,,ball
745428-52-3,2024,2024-04-28,-0.08,1.73,8.0,SL,R,S,False,,foul
745428-2-2,2024,2024-04-28,0.62,1.49,14.0,ST,R,S,False,,swinging_strike
745428-72-2,2024,2024-04-28,1.02,3.55,12.0,FC,R,X,True,single,hit_into_play
745428-2-1,2024,2024-04-28,0.46,1.5,14.0,FF,R,B,False,,ball
745428-52-2,2024,2024-04-28,0.43,2.32,6.0,SL,R,S,False,,foul
745428-72-1,2024,2024-04-28,0.07,3.18,2.0,SI,R,S,False,,called_strike
745428-52-1,2024,2024-04-28,0.26,1.81,8.0,SL,R,S,False,,foul
745425-33-1,2024,2024-04-27,0.78,2.39,6.0,SL,R,X,True,single,hit_into_play
745425-64-3,2024,2024-04-27,0.18,2.82,5.0,SL,L,X,True,field_out,hit_into_play
745425-64-2,2024,2024-04-27,-0.06,1.9,8.0,SI,L,S,False,,foul
745425-64-1,2024,2024-04-27,-0.96,1.78,13.0,SI,L,B,False,,ball
745425-18-3,2024,2024-04-27,-0.33,1.95,7.0,FF,R,X,True,field_out,hit_into_play
745425-18-2,2024,2024-04-27,1.14,1.58,14.0,SL,R,B,False,,ball
745425-18-1,2024,2024-04-27,0.23,1.2,14.0,FF,R,S,False,,foul
745425-48-3,2024,2024-04-27,-0.41,2.6,4.0,ST,L,X,True,double,hit_into_play
745425-48-2,2024,2024-04-27,0.94,2.33,14.0,SI,L,S,False,,foul
745425-2-3,2024,2024-04-27,1.06,2.56,14.0,FF,R,X,True,single,hit_into_play
745425-2-2,2024,2024-04-27,1.3,2.08,14.0,ST,R,B,False,,ball
745425-48-1,2024,2024-04-27,1.22,2.9,12.0,SL,L,B,False,,ball
745425-2-1,2024,2024-04-27,0.46,2.55,6.0,SL,R,S,False,,called_strike
745424-33-5,2024,2024-04-26,0.24,3.57,2.0,FC,R,X,True,single,hit_into_play
745424-33-4,2024,2024-04-26,-1.19,3.44,11.0,FF,R,B,False,,ball
745424-33-3,2024,2024-04-26,0.56,2.54,6.0,ST,R,S,False,,foul
745424-33-2,2024,2024-04-26,-0.43,2.68,4.0,ST,R,S,False,,called_strike
745424-33-1,2024,2024-04-26,-0.74,2.96,4.0,CU,R,S,False,,called_strike
745424-14-6,2024,2024-04-26,0.45,1.12,14.0,ST,R,S,False,strikeout,swinging_strike
745424-14-5,2024,2024-04-26,0.72,3.53,3.0,FF,R,B,False,,ball
745424-14-4,2024,2024-04-26,1.06,1.5,14.0,ST,R,S,False,,swinging_strike
745424-14-3,2024,2024-04-26,1.06,1.03,14.0,ST,R,S,False,,swinging_strike
745424-14-2,2024,2024-04-26,-0.09,1.26,13.0,SI,R,B,False,,ball
745424-14-1,2024,2024-04-26,-0.91,2.27,13.0,SI,R,B,False,,ball
745424-48-7,2024,2024-04-26,0.35,4.59,12.0,FF,R,B,False,walk,ball
745424-48-6,2024,2024-04-26,0.16,1.83,8.0,SL,R,S,False,,foul
745424-48-5,2024,2024-04-26,0.92,3.59,12.0,FS,R,B,False,,ball
745424-48-4,2024,2024-04-26,-0.65,3.02,1.0,FF,R,S,False,,foul
745424-48-3,2024,2024-04-26,1.52,1.32,14.0,SL,R,B,False,,ball
745424-48-2,2024,2024-04-26,-0.16,1.93,8.0,FF,R,S,False,,called_strike
745424-48-1,2024,2024-04-26,2.06,2.0,14.0,SL,R,B,False,,ball
745424-2-2,2024,2024-04-26,-0.57,2.95,1.0,SI,R,X,True,field_out,hit_into_play
745424-67-5,2024,2024-04-26,0.51,2.15,9.0,SI,R,X,True,double_play,hit_into_play
745424-2-1,2024,2024-04-26,0.96,2.86,12.0,FC,R,S,False,,called_strike
745424-67-4,2024,2024-04-26,1.78,0.6,14.0,ST,R,B,False,,blocked_ball
745424-67-3,2024,2024-04-26,-0.34,3.22,1.0,SI,R,S,False,,foul
745424-67-2,2024,2024-04-26,-0.14,3.62,2.0,ST,R,B,False,,ball
745424-67-1,2024,2024-04-26,1.73,2.22,14.0,FC,R,B,False,,ball
746724-35-1,2024,2024-04-25,-0.13,2.85,5.0,CH,R,X,True,single,hit_into_play
746724-17-1,2024,2024-04-25,-0.01,2.71,5.0,FC,R,X,True,double,hit_into_play
746724-68-1,2024,2024-04-25,-0.49,2.12,7.0,SI,R,X,True,field_out,hit_into_play
746724-51-6,2024,2024-04-25,0.33,1.65,9.0,ST,L,X,True,field_out,hit_into_play
746724-2-4,2024,2024-04-25,0.77,2.0,9.0,SL,R,X,True,single,hit_into_play
746724-51-5,2024,2024-04-25,0.61,3.77,12.0,FF,L,B,False,,ball
746724-2-3,2024,2024-04-25,-0.16,0.57,13.0,CH,R,B,False,,ball
746724-51-4,2024,2024-04-25,-0.27,3.44,2.0,FF,L,S,False,,foul
746724-51-3,2024,2024-04-25,-0.01,2.23,5.0,FF,L,S,False,,called_strike
746724-2-2,2024,2024-04-25,0.4,1.92,9.0,FC,R,S,False,,swinging_strike
746724-2-1,2024,2024-04-25,-0.65,1.69,7.0,SI,R,S,False,,called_strike
746724-51-2,2024,2024-04-25,-0.5,1.46,13.0,ST,L,S,False,,swinging_strike
746724-51-1,2024,2024-04-25,1.68,1.94,14.0,SI,L,B,False,,ball
746725-38-3,2024,2024-04-24,-0.29,2.4,4.0,FF,L,X,True,force_out,hit_into_play
746725-38-2,2024,2024-04-24,-0.62,0.52,13.0,CH,L,B,False,,blocked_ball
746725-38-1,2024,2024-04-24,1.15,3.39,12.0,FF,L,B,False,,ball
746725-19-4,2024,2024-04-24,-0.16,2.02,8.0,FF,L,X,True,field_out,hit_into_play
746725-19-3,2024,2024-04-24,0.85,0.76,14.0,CH,L,B,False,,ball
746725-19-2,2024,2024-04-24,0.18,1.59,14.0,CH,L,S,False,,swinging_strike
746725-19-1,2024,2024-04-24,0.44,2.81,6.0,FF,L,S,False,,foul
746725-2-3,2024,2024-04-24,-2.19,0.84,13.0,CU,L,B,False,hit_by_pitch,hit_by_pitch
746725-2-2,2024,2024-04-24,-0.47,3.19,1.0,FF,L,S,False,,called_strike
746725-60-2,2024,2024-04-24,0.26,2.13,8.0,FF,R,X,True,single,hit_into_play
746725-80-2,2024,2024-04-24,0.21,3.19,2.0,SL,R,X,True,field_out,hit_into_play
746725-2-1,2024,2024-04-24,-0.45,2.19,7.0,FF,L,S,False,,called_strike
746725-80-1,2024,2024-04-24,1.01,2.87,12.0,FF,R,B,False,,ball
746725-60-1,2024,2024-04-24,-0.58,3.87,11.0,FF,R,S,False,,swinging_strike
746722-21-5,2024,2024-04-23,0.9,3.73,12.0,FF,L,X,True,field_out,hit_into_play
746722-21-4,2024,2024-04-23,0.68,1.6,9.0,CH,L,S,False,,swinging_strike
746722-21-3,2024,2024-04-23,0.56,1.39,14.0,FF,L,B,False,,ball
746722-21-2,2024,2024-04-23,1.84,3.42,12.0,CH,L,B,False,,ball
746722-21-1,2024,2024-04-23,-0.59,1.98,7.0,CU,L,S,False,,foul
746722-60-6,2024,2024-04-23,-0.92,1.75,13.0,CH,R,S,False,strikeout,swinging_strike
746722-60-5,2024,2024-04-23,0.82,1.94,9.0,SL,R,S,False,,foul
746722-60-4,2024,2024-04-23,0.19,4.58,12.0,SI,R,B,False,,ball
746722-60-3,2024,2024-04-23,1.39,0.52,14.0,SL,R,B,False,,blocked_ball
746722-60-2,2024,2024-04-23,0.74,1.52,9.0,SI,R,S,False,,called_strike
746722-60-1,2024,2024-04-23,0.58,2.44,6.0,SL,R,S,False,,called_strike
746722-2-4,2024,2024-04-23,-0.21,3.19,2.0,ST,L,X,True,field_out,hit_into_play
746722-2-3,2024,2024-04-23,-0.49,3.24,1.0,FF,L,S,False,,foul
746722-2-2,2024,2024-04-23,-0.33,0.23,13.0,CH,L,B,False,,ball
746722-2-1,2024,2024-04-23,0.04,3.02,2.0,FF,L,S,False,,foul
746722-42-4,2024,2024-04-23,0.11,1.3,14.0,FS,R,S,False,strikeout,swinging_strike_blocked
746722-42-3,2024,2024-04-23,0.05,2.03,8.0,FC,R,S,False,,swinging_strike
746722-42-2,2024,2024-04-23,0.41,1.4,14.0,FC,R,S,False,,swinging_strike
746722-42-1,2024,2024-04-23,1.76,1.93,14.0,FC,R,B,False,,ball
746723-49-5,2024,2024-04-22,0.41,2.79,6.0,FF,R,X,True,field_out,hit_into_play
746723-49-4,2024,2024-04-22,-0.14,2.54,5.0,FF,R,S,False,,foul
746723-49-3,2024,2024-04-22,-0.01,2.1,8.0,SL,R,S,False,,foul
746723-49-2,2024,2024-04-22,0.4,1.12,14.0,SL,R,B,False,,ball
746723-49-1,2024,2024-04-22,1.4,1.63,14.0,FF,R,B,False,,ball
746723-33-3,2024,2024-04-22,0.99,2.71,12.0,FF,R,X,True,field_out,hit_into_play
746723-33-2,2024,2024-04-22,-0.24,1.53,8.0,SL,R,S,False,,called_strike
746723-33-1,2024,2024-04-22,1.06,1.75,14.0,FF,R,B,False,,ball
746723-17-1,2024,2024-04-22,0.42,2.88,6.0,SL,R,X,True,field_out,hit_into_play
746723-64-2,2024,2024-04-22,-0.15,2.71,5.0,FF,R,X,True,single,hit_into_play
746723-64-1,2024,2024-04-22,1.21,1.56,14.0,SL,R,B,False,,ball
746723-2-4,2024,2024-04-22,-0.37,1.98,7.0,FF,R,X,True,field_out,hit_into_play
746723-2-3,2024,2024-04-22,0.73,2.99,3.0,FF,R,S,False,,foul
746723-2-2,2024,2024-04-22,0.25,2.92,5.0,FF,R,S,False,,swinging_strike
746723-2-1,2024,2024-04-22,0.01,2.64,5.0,FF,R,S,False,,foul_tip
745588-36-4,2024,2024-04-21,0.01,2.63,5.0,FF,R,X,True,single,hit_into_play
745588-36-3,2024,2024-04-21,-0.92,4.07,11.0,SL,R,B,False,,ball
745588-36-2,2024,2024-04-21,-0.5,2.31,7.0,SL,R,S,False,,called_strike
745588-36-1,2024,2024-04-21,1.61,0.42,14.0,CH,R,B,False,,blocked_ball
745588-20-1,2024,2024-04-21,-0.29,1.89,7.0,FF,R,X,True,field_out,hit_into_play
745588-64-5,2024,2024-04-21,-0.24,2.04,8.0,SL,R,X,True,field_out,hit_into_play
745588-64-4,2024,2024-04-21,0.86,3.99,12.0,FF,R,B,False,,ball
745588-64-3,2024,2024-04-21,-0.12,2.66,5.0,FF,R,S,False,,foul
745588-64-2,2024,2024-04-21,0.88,1.68,14.0,SL,R,B,False,,ball
745588-64-1,2024,2024-04-21,0.68,1.66,9.0,SL,R,S,False,,called_strike
745588-7-6,2024,2024-04-21,-0.53,1.42,13.0,FF,R,B,False,walk,ball
745588-7-5,2024,2024-04-21,-1.13,4.0,11.0,FF,R,B,False,,ball
745588-52-5,2024,2024-04-21,-0.11,1.67,8.0,FF,R,X,True,field_out,hit_into_play
745588-7-4,2024,2024-04-21,1.21,1.06,14.0,SL,R,B,False,,ball
745588-52-4,2024,2024-04-21,0.49,2.28,9.0,FF,R,S,False,,called_strike
745588-7-3,2024,2024-04-21,0.86,1.82,14.0,SL,R,B,False,,ball
745588-7-2,2024,2024-04-21,0.14,2.32,5.0,SL,R,S,False,,swinging_strike
745588-52-3,2024,2024-04-21,-0.26,1.12,13.0,FF,R,B,False,,ball
745588-52-2,2024,2024-04-21,1.16,0.77,14.0,FF,R,B,False,,ball
745588-7-1,2024,2024-04-21,-0.12,1.64,8.0,FF,R,S,False,,called_strike
745588-52-1,2024,2024-04-21,1.6,2.5,14.0,FF,R,B,False,,ball
745590-37-6,2024,2024-04-20,-0.31,3.48,1.0,SI,R,X,True,field_out,hit_into_play
745590-37-5,2024,2024-04-20,0.19,1.99,8.0,CH,R,S,False,,foul
745590-37-4,2024,2024-04-20,1.43,1.37,14.0,SL,R,B,False,,ball
745590-37-3,2024,2024-04-20,-0.31,1.39,13.0,CH,R,S,False,,swinging_strike
745590-37-2,2024,2024-04-20,-0.71,3.43,1.0,SI,R,S,False,,foul
745590-37-1,2024,2024-04-20,0.97,3.23,12.0,SL,R,B,False,,ball
745590-18-5,2024,2024-04-20,-0.28,2.52,4.0,SL,R,X,True,field_out,hit_into_play
745590-18-4,2024,2024-04-20,-1.46,3.02,11.0,SI,R,S,False,,foul
745590-18-3,2024,2024-04-20,-1.02,3.65,11.0,SL,R,B,False,,ball
745590-18-2,2024,2024-04-20,1.68,0.02,14.0,SL,R,B,False,,blocked_ball
745590-18-1,2024,2024-04-20,0.18,2.24,5.0,SL,R,S,False,,called_strike
745590-49-4,2024,2024-04-20,-0.1,2.55,5.0,FF,L,X,True,single,hit_into_play
745590-62-3,2024,2024-04-20,0.11,2.73,5.0,FF,R,X,True,double,hit_into_play
745590-49-3,2024,2024-04-20,0.06,3.21,2.0,SL,L,S,False,,swinging_strike
745590-62-2,2024,2024-04-20,-1.09,1.98,13.0,SL,R,B,False,,ball
745590-49-2,2024,2024-04-20,1.7,3.17,12.0,CH,L,B,False,,ball
745590-49-1,2024,2024-04-20,-0.16,3.46,2.0,SL,L,B,False,,ball
745590-62-1,2024,2024-04-20,0.04,2.03,8.0,CH,R,S,False,,called_strike
745590-6-4,2024,2024-04-20,-0.56,3.01,1.0,SI,R,X,True,field_out,hit_into_play
745590-6-3,2024,2024-04-20,0.81,-1.76,14.0,CH,R,B,False,,ball
745590-6-2,2024,2024-04-20,0.44,2.3,6.0,SI,R,S,False,,foul
745590-6-1,2024,2024-04-20,0.9,1.34,14.0,SI,R,B,False,,ball
745592-53-5,2024,2024-04-19,0.49,2.16,6.0,CH,R,S,False,strikeout,called_strike
745592-53-4,2024,2024-04-19,1.43,1.82,14.0,FC,R,S,False,,swinging_strike
745592-53-3,2024,2024-04-19,0.39,0.93,14.0,CH,R,B,False,,ball
745592-53-2,2024,2024-04-19,1.28,2.35,14.0,FC,R,B,False,,ball
745592-53-1,2024,2024-04-19,1.1,2.17,14.0,FF,R,S,False,,foul
745592-21-6,2024,2024-04-19,-0.52,1.71,7.0,FC,L,X,True,double,hit_into_play
745592-21-5,2024,2024-04-19,1.01,2.58,12.0,FC,L,B,False,,ball
745592-21-4,2024,2024-04-19,0.11,3.55,2.0,FC,L,S,False,,swinging_strike
745592-21-3,2024,2024-04-19,0.81,2.46,6.0,FF,L,S,False,,foul
745592-21-2,2024,2024-04-19,-0.75,1.71,7.0,FF,L,B,False,,ball
745592-21-1,2024,2024-04-19,-0.87,1.39,13.0,FC,L,B,False,,ball
745592-36-6,2024,2024-04-19,0.59,3.04,3.0,FF,R,X,True,single,hit_into_play
745592-36-5,2024,2024-04-19,-0.31,3.42,1.0,FF,R,S,False,,called_strike
745592-36-4,2024,2024-04-19,1.41,0.22,14.0,FC,R,B,False,,ball
745592-36-3,2024,2024-04-19,0.21,4.89,12.0,FF,R,B,False,,ball
745592-36-2,2024,2024-04-19,0.43,0.96,14.0,FC,R,B,False,,ball
745592-36-1,2024,2024-04-19,0.81,2.44,6.0,FC,R,S,False,,called_strike
745592-5-6,2024,2024-04-19,-0.18,2.25,8.0,FC,L,X,True,single,hit_into_play
745592-5-5,2024,2024-04-19,0.72,3.26,3.0,FF,L,S,False,,foul
745592-5-4,2024,2024-04-19,0.44,3.26,3.0,FF,L,S,False,,called_strike
745592-5-3,2024,2024-04-19,1.64,2.43,14.0,FF,L,B,False,,ball
745592-5-2,2024,2024-04-19,-0.43,1.24,13.0,FC,L,B,False,,ball
745592-5-1,2024,2024-04-19,0.97,1.69,14.0,FF,L,B,False,,ball
745591-41-1,2024,2024-04-17,0.33,2.43,6.0,ST,R,X,True,double,hit_into_play
745591-19-7,2024,2024-04-17,0.83,2.21,14.0,SL,R,X,True,single,hit_into_play
745591-19-6,2024,2024-04-17,0.0,0.5,13.0,SI,R,B,False,,blocked_ball
745591-19-5,2024,2024-04-17,1.01,1.25,14.0,FF,R,B,False,,ball
745591-19-4,2024,2024-04-17,0.04,1.38,14.0,ST,R,S,False,,foul
745591-19-3,2024,2024-04-17,0.29,2.53,6.0,FF,R,S,False,,foul
745591-19-2,2024,2024-04-17,0.7,2.49,6.0,SL,R,S,False,,foul
745591-19-1,2024,2024-04-17,-1.31,4.17,11.0,SI,R,B,False,,ball
745591-76-2,2024,2024-04-17,0.19,1.27,14.0,SI,R,X,True,field_out,hit_into_play
745591-76-1,2024,2024-04-17,2.32,2.11,14.0,ST,R,B,False,,ball
745591-7-1,2024,2024-04-17,-0.57,2.48,4.0,FF,R,X,True,home_run,hit_into_play
745591-53-3,2024,2024-04-17,-0.35,2.54,4.0,SL,R,X,True,field_out,hit_into_play
745591-53-2,2024,2024-04-17,1.13,1.43,14.0,SL,R,B,False,,ball
745591-53-1,2024,2024-04-17,0.4,2.82,6.0,SV,R,S,False,,foul
745593-41-5,2024,2024-04-16,-0.01,2.14,8.0,FF,L,X,True,double,hit_into_play
745593-41-4,2024,2024-04-16,0.06,3.02,2.0,FF,L,S,False,,called_strike
745593-41-3,2024,2024-04-16,-0.46,1.37,13.0,CH,L,B,False,,ball
745593-41-2,2024,2024-04-16,0.52,0.83,14.0,KC,L,B,False,,ball
745593-41-1,2024,2024-04-16,1.23,3.19,12.0,FF,L,B,False,,ball
745593-20-2,2024,2024-04-16,0.51,2.08,9.0,CH,L,X,True,field_out,hit_into_play
745593-20-1,2024,2024-04-16,0.75,1.87,9.0,KC,L,S,False,,called_strike
745593-56-2,2024,2024-04-16,0.11,2.64,5.0,SL,R,X,True,field_out,hit_into_play
745593-56-1,2024,2024-04-16,0.25,2.12,8.0,SL,R,S,False,,swinging_strike
745593-5-4,2024,2024-04-16,-0.47,2.18,7.0,FF,L,X,True,single,hit_into_play
745593-5-3,2024,2024-04-16,0.08,1.42,14.0,CH,L,S,False,,foul
745593-5-2,2024,2024-04-16,0.51,2.44,6.0,CH,L,S,False,,called_strike
745593-5-1,2024,2024-04-16,1.09,4.2,12.0,FF,L,B,False,,ball
745597-43-4,2024,2024-04-15,0.79,2.04,9.0,FS,R,X,True,field_out,hit_into_play
745597-43-3,2024,2024-04-15,-1.03,3.53,11.0,SI,R,S,False,,foul
745597-43-2,2024,2024-04-15,0.09,0.58,14.0,CU,R,B,False,,ball
745597-43-1,2024,2024-04-15,-0.18,1.4,13.0,CU,R,S,False,,foul
745597-21-1,2024,2024-04-15,-0.07,2.34,5.0,FC,R,X,True,double,hit_into_play
745597-58-5,2024,2024-04-15,-0.87,2.15,13.0,FF,L,S,False,strikeout,called_strike
745597-58-4,2024,2024-04-15,-0.75,0.97,13.0,CH,L,B,False,,ball
745597-5-4,2024,2024-04-15,-0.3,3.19,1.0,FC,R,X,True,field_out,hit_into_play
745597-58-3,2024,2024-04-15,-0.15,0.06,13.0,CH,L,B,False,,ball
745597-58-2,2024,2024-04-15,-0.32,1.86,7.0,CH,L,S,False,,swinging_strike
745597-5-3,2024,2024-04-15,0.95,1.29,14.0,FC,R,B,False,,ball
745597-5-2,2024,2024-04-15,1.31,2.1,14.0,SI,R,B,False,,ball
745597-58-1,2024,2024-04-15,-0.16,3.14,2.0,FF,L,S,False,,foul
745597-5-1,2024,2024-04-15,0.77,2.74,6.0,SI,R,S,False,,foul_tip
745595-40-4,2024,2024-04-14,0.57,2.24,9.0,ST,R,X,True,single,hit_into_play
745595-40-3,2024,2024-04-14,0.34,2.64,6.0,FF,R,S,False,,foul
745595-40-2,2024,2024-04-14,1.01,1.69,14.0,ST,R,S,False,,swinging_strike
745595-40-1,2024,2024-04-14,0.53,2.06,9.0,FF,R,S,False,,called_strike
745595-23-5,2024,2024-04-14,-0.55,2.86,4.0,SI,R,X,True,home_run,hit_into_play
745595-23-4,2024,2024-04-14,-1.61,2.22,13.0,SI,R,B,False,,ball
745595-23-3,2024,2024-04-14,1.04,2.19,14.0,SI,R,B,False,,ball
745595-23-2,2024,2024-04-14,-1.02,3.09,11.0,SI,R,S,False,,foul
745595-23-1,2024,2024-04-14,-0.91,2.6,13.0,FC,R,B,False,,ball
745595-7-6,2024,2024-04-14,-0.1,2.7,5.0,SI,R,X,True,single,hit_into_play
745595-7-5,2024,2024-04-14,3.01,0.77,14.0,ST,R,B,False,,ball
745595-7-4,2024,2024-04-14,0.75,1.5,14.0,SI,R,S,False,,called_strike
745595-7-3,2024,2024-04-14,1.76,0.44,14.0,FC,R,B,False,,ball
745595-7-2,2024,2024-04-14,0.03,1.16,14.0,SI,R,B,False,,ball
745595-7-1,2024,2024-04-14,0.66,2.7,6.0,FF,R,S,False,,foul
745595-67-1,2024,2024-04-14,0.36,2.24,9.0,CH,L,X,True,field_error,hit_into_play
745594-37-2,2024,2024-04-13,0.91,2.49,14.0,SI,L,X,True,field_out,hit_into_play
745594-37-1,2024,2024-04-13,-1.48,2.4,13.0,SI,L,B,False,,ball
745594-19-1,2024,2024-04-13,0.38,1.99,9.0,CU,L,X,True,field_out,hit_into_play
745594-59-6,2024,2024-04-13,0.48,2.47,6.0,FS,L,X,True,field_out,hit_into_play
745594-74-7,2024,2024-04-13,-0.13,0.69,13.0,SL,L,B,False,walk,blocked_ball
745594-59-5,2024,2024-04-13,0.2,2.83,5.0,FF,L,S,False,,foul
745594-74-6,2024,2024-04-13,-0.05,1.8,8.0,SL,L,S,False,,foul
745594-59-4,2024,2024-04-13,-0.61,2.19,7.0,FF,L,S,False,,called_strike
745594-59-3,2024,2024-04-13,-0.86,0.59,13.0,FF,L,B,False,,ball
745594-74-5,2024,2024-04-13,-0.23,2.88,2.0,SL,L,S,False,,called_strike
745594-7-5,2024,2024-04-13,-0.02,2.83,5.0,SI,L,X,True,double,hit_into_play
745594-59-2,2024,2024-04-13,0.46,3.27,3.0,FF,L,B,False,,ball
745594-74-4,2024,2024-04-13,-0.4,3.08,1.0,FF,L,S,False,,called_strike
745594-59-1,2024,2024-04-13,-0.55,1.27,13.0,FF,L,B,False,,ball
745594-74-3,2024,2024-04-13,-0.88,2.71,11.0,SL,L,B,False,,ball
745594-7-4,2024,2024-04-13,-0.53,2.93,4.0,SI,L,S,False,,foul
745594-7-3,2024,2024-04-13,0.71,1.54,14.0,CH,L,S,False,,called_strike
745594-74-2,2024,2024-04-13,-0.06,1.03,13.0,SL,L,B,False,,ball
745594-74-1,2024,2024-04-13,-0.89,1.3,13.0,SL,L,B,False,,ball
745594-7-2,2024,2024-04-13,-1.1,2.99,11.0,FC,L,S,False,,foul
745594-7-1,2024,2024-04-13,1.18,2.66,12.0,SI,L,B,False,,ball
745596-31-10,2024,2024-04-12,-0.8,1.6,13.0,CU,L,S,False,strikeout,swinging_strike
745596-31-9,2024,2024-04-12,-0.24,2.41,5.0,FF,L,S,False,,foul
745596-31-8,2024,2024-04-12,-0.51,3.48,1.0,SI,L,S,False,,foul
745596-31-7,2024,2024-04-12,-0.22,2.42,5.0,CU,L,S,False,,foul
