pitch_uid,game_year,game_date,plate_x,plate_z,zone,pitch_type,p_throws,type,is_bip,events,description
717302-2-4,2023,2023-07-22,0.26,2.29,5.0,CU,R,X,True,single,hit_into_play
717302-59-1,2023,2023-07-22,-0.03,2.09,8.0,FC,R,X,True,field_out,hit_into_play
717302-2-3,2023,2023-07-22,0.86,2.89,12.0,FF,R,S,False,,called_strike
717302-2-2,2023,2023-07-22,0.59,2.15,9.0,FF,R,S,False,,called_strike
717302-2-1,2023,2023-07-22,-0.24,3.84,11.0,FF,R,B,False,,ball
717315-34-4,2023,2023-07-21,0.08,2.1,8.0,FF,R,X,True,field_out,hit_into_play
717315-34-3,2023,2023-07-21,2.71,-0.82,14.0,CU,R,B,False,,blocked_ball
717315-34-2,2023,2023-07-21,1.58,1.72,14.0,CU,R,B,False,,ball
717315-34-1,2023,2023-07-21,-0.41,2.18,4.0,FF,R,S,False,,foul
717315-21-2,2023,2023-07-21,0.46,2.67,6.0,SL,R,X,True,triple,hit_into_play
717315-21-1,2023,2023-07-21,0.55,2.33,6.0,SL,R,S,False,,foul
717315-74-4,2023,2023-07-21,0.58,3.43,12.0,FF,R,S,False,strikeout,swinging_strike
717315-74-3,2023,2023-07-21,0.12,2.2,5.0,SL,R,S,False,,foul
717315-74-2,2023,2023-07-21,1.01,1.26,14.0,SL,R,B,False,,ball
717315-74-1,2023,2023-07-21,-0.92,2.75,11.0,SL,R,S,False,,swinging_strike
717315-2-2,2023,2023-07-21,-0.45,2.59,4.0,FF,R,X,True,field_out,hit_into_play
717315-2-1,2023,2023-07-21,-0.64,3.8,11.0,FF,R,B,False,,ball
717315-54-5,2023,2023-07-21,1.32,2.14,14.0,SL,R,S,False,strikeout,swinging_strike
717315-54-4,2023,2023-07-21,0.35,1.41,14.0,SL,R,S,False,,foul
717315-54-3,2023,2023-07-21,-0.46,2.66,4.0,FF,R,S,False,,foul
717315-54-2,2023,2023-07-21,2.07,1.89,14.0,FF,R,B,False,,ball
717315-54-1,2023,2023-07-21,0.08,1.73,8.0,SL,R,S,False,,called_strike
717329-44-4,2023,2023-07-20,-0.08,2.14,5.0,SI,R,X,True,field_out,hit_into_play
717329-44-3,2023,2023-07-20,0.75,2.99,3.0,FC,R,S,False,,foul
717329-44-2,2023,2023-07-20,-0.47,0.96,13.0,SI,R,B,False,,ball
717329-44-1,2023,2023-07-20,0.4,-0.6,14.0,CU,R,B,False,,ball
717329-27-1,2023,2023-07-20,0.22,2.32,5.0,SI,R,X,True,grounded_into_double_play,hit_into_play
717329-5-4,2023,2023-07-20,-0.28,2.69,4.0,FC,R,X,True,field_out,hit_into_play
717329-5-3,2023,2023-07-20,0.58,1.29,14.0,FC,R,S,False,,swinging_strike
717329-65-7,2023,2023-07-20,1.71,0.78,14.0,SL,R,B,False,walk,ball
717329-65-6,2023,2023-07-20,1.34,2.48,12.0,SL,R,B,False,,ball
717329-5-2,2023,2023-07-20,0.58,1.35,14.0,FC,R,B,False,,ball
717329-65-5,2023,2023-07-20,0.24,2.54,5.0,SI,R,S,False,,foul
717329-5-1,2023,2023-07-20,0.9,1.71,14.0,FC,R,S,False,,called_strike
717329-65-4,2023,2023-07-20,1.25,0.93,14.0,FF,R,B,False,,ball
717329-65-3,2023,2023-07-20,-0.46,2.51,4.0,SI,R,S,False,,foul
717329-65-2,2023,2023-07-20,1.18,2.15,14.0,SL,R,B,False,,ball
717329-65-1,2023,2023-07-20,-0.08,3.08,2.0,SI,R,S,False,,called_strike
717347-42-1,2023,2023-07-19,-0.46,2.91,1.0,SI,R,X,True,field_out,hit_into_play
717347-25-2,2023,2023-07-19,0.65,3.03,3.0,SI,R,X,True,field_out,hit_into_play
717347-25-1,2023,2023-07-19,0.25,2.27,5.0,FC,R,S,False,,swinging_strike
717347-6-7,2023,2023-07-19,-0.97,2.23,13.0,SI,R,X,True,field_out,hit_into_play
717347-6-6,2023,2023-07-19,1.17,0.79,14.0,FC,R,B,False,,ball
717347-6-5,2023,2023-07-19,2.05,0.42,14.0,ST,R,B,False,,ball
717347-6-4,2023,2023-07-19,-0.97,2.71,11.0,FF,R,S,False,,foul
717347-6-3,2023,2023-07-19,0.85,3.18,12.0,SI,R,B,False,,ball
717347-6-2,2023,2023-07-19,1.01,0.95,14.0,ST,R,S,False,,swinging_strike
717347-6-1,2023,2023-07-19,0.59,1.93,9.0,FC,R,S,False,,called_strike
717347-64-3,2023,2023-07-19,0.48,3.08,3.0,FF,R,X,True,field_out,hit_into_play
717347-64-2,2023,2023-07-19,2.15,0.37,14.0,SL,R,B,False,,ball
717347-64-1,2023,2023-07-19,0.47,1.62,9.0,SL,R,S,False,,called_strike
717363-38-3,2023,2023-07-18,0.46,1.99,9.0,SI,R,X,True,single,hit_into_play
717363-38-2,2023,2023-07-18,-0.33,3.09,1.0,FC,R,S,False,,swinging_strike
717363-38-1,2023,2023-07-18,-1.51,1.52,13.0,SI,R,B,False,,ball
717363-20-3,2023,2023-07-18,-0.03,2.42,5.0,CU,R,X,True,triple,hit_into_play
717363-20-2,2023,2023-07-18,-0.11,2.08,8.0,FF,R,S,False,,foul
717363-20-1,2023,2023-07-18,0.95,1.79,14.0,FC,R,S,False,,swinging_strike
717363-5-5,2023,2023-07-18,-0.23,2.16,5.0,SI,R,X,True,field_out,hit_into_play
717363-5-4,2023,2023-07-18,0.02,1.67,8.0,FC,R,S,False,,swinging_strike
717363-50-4,2023,2023-07-18,1.5,0.79,14.0,SL,R,S,False,strikeout,swinging_strike
717363-5-3,2023,2023-07-18,2.11,1.81,14.0,SI,R,B,False,,ball
717363-5-2,2023,2023-07-18,-0.82,3.33,1.0,SI,R,B,False,,ball
717363-50-3,2023,2023-07-18,2.33,0.7,14.0,SL,R,B,False,,ball
717363-5-1,2023,2023-07-18,0.56,1.79,9.0,FC,R,S,False,,called_strike
717363-50-2,2023,2023-07-18,0.58,1.88,9.0,SL,R,S,False,,called_strike
717363-50-1,2023,2023-07-18,0.13,2.91,2.0,SI,R,S,False,,foul
717387-43-7,2023,2023-07-16,0.13,2.0,8.0,CU,R,X,True,single,hit_into_play
717387-43-6,2023,2023-07-16,-0.13,2.5,5.0,CU,R,S,False,,foul
717387-43-5,2023,2023-07-16,0.58,1.84,9.0,SI,R,S,False,,called_strike
717387-43-4,2023,2023-07-16,-0.43,3.7,11.0,SL,R,B,False,,ball
717387-43-3,2023,2023-07-16,-1.11,2.57,11.0,CU,R,B,False,,ball
717387-43-2,2023,2023-07-16,-0.53,1.01,13.0,SI,R,B,False,,ball
717387-43-1,2023,2023-07-16,0.74,1.81,9.0,SL,R,S,False,,called_strike
717387-26-6,2023,2023-07-16,0.82,2.08,6.0,SI,R,S,False,strikeout,called_strike
717387-26-5,2023,2023-07-16,1.65,2.55,12.0,FF,R,B,False,,ball
717387-26-4,2023,2023-07-16,0.36,0.63,14.0,CU,R,S,False,,swinging_strike
717387-26-3,2023,2023-07-16,0.83,1.59,9.0,SL,R,B,False,,ball
717387-26-2,2023,2023-07-16,0.35,0.55,14.0,SI,R,B,False,,ball
717387-26-1,2023,2023-07-16,1.31,2.1,14.0,CU,R,S,False,,swinging_strike
717387-55-2,2023,2023-07-16,-0.32,2.44,4.0,SL,L,X,True,field_out,hit_into_play
717387-55-1,2023,2023-07-16,-0.16,3.04,2.0,SL,L,S,False,,called_strike
717387-6-6,2023,2023-07-16,1.4,1.27,14.0,SL,R,S,False,strikeout,swinging_strike
717387-78-4,2023,2023-07-16,-0.85,3.06,11.0,SI,L,X,True,field_out,hit_into_play
717387-78-3,2023,2023-07-16,0.5,2.97,3.0,SL,L,S,False,,foul
717387-6-5,2023,2023-07-16,0.77,1.98,9.0,FF,R,B,False,,ball
717387-78-2,2023,2023-07-16,-0.55,2.38,4.0,SL,L,S,False,,foul
717387-6-4,2023,2023-07-16,1.93,0.35,14.0,SL,R,B,False,,ball
717387-6-3,2023,2023-07-16,0.14,1.72,8.0,FF,R,S,False,,called_strike
717387-78-1,2023,2023-07-16,-1.15,4.0,11.0,SI,L,B,False,,ball
717387-6-2,2023,2023-07-16,0.05,1.71,8.0,SL,R,S,False,,called_strike
717387-6-1,2023,2023-07-16,-0.69,4.01,11.0,SL,R,B,False,,ball
717408-41-7,2023,2023-07-15,0.44,0.65,14.0,CH,L,B,False,walk,blocked_ball
717408-41-6,2023,2023-07-15,0.29,2.01,9.0,CU,L,S,False,,foul
717408-41-5,2023,2023-07-15,-0.01,0.94,13.0,CU,L,B,False,,ball
717408-41-4,2023,2023-07-15,0.57,2.24,6.0,CU,L,S,False,,called_strike
717408-41-3,2023,2023-07-15,0.56,0.94,14.0,CH,L,B,False,,ball
717408-41-2,2023,2023-07-15,-0.76,-0.71,13.0,CU,L,B,False,,blocked_ball
717397-40-6,2023,2023-07-15,0.09,1.87,8.0,CH,L,X,True,field_out,hit_into_play
717408-41-1,2023,2023-07-15,0.66,2.23,6.0,CU,L,S,False,,called_strike
717397-40-5,2023,2023-07-15,-0.54,0.96,13.0,CH,L,S,False,,swinging_strike
717397-40-4,2023,2023-07-15,-0.06,1.58,8.0,FF,L,S,False,,called_strike
717397-40-3,2023,2023-07-15,0.2,1.14,14.0,FF,L,B,False,,ball
717397-40-2,2023,2023-07-15,1.1,1.83,14.0,CH,L,B,False,,ball
717397-40-1,2023,2023-07-15,-0.24,0.21,13.0,ST,L,B,False,,ball
717397-23-1,2023,2023-07-15,0.33,2.13,9.0,FF,L,X,True,double,hit_into_play
717408-24-5,2023,2023-07-15,0.51,2.86,3.0,CH,L,X,True,field_out,hit_into_play
717408-24-4,2023,2023-07-15,0.5,3.24,3.0,FF,L,S,False,,called_strike
717408-24-3,2023,2023-07-15,0.01,0.94,14.0,CH,L,B,False,,ball
717408-24-2,2023,2023-07-15,0.83,3.2,12.0,CU,L,B,False,,ball
717408-24-1,2023,2023-07-15,1.05,1.97,14.0,CU,L,B,False,,ball
717408-73-3,2023,2023-07-15,-0.11,1.7,8.0,SI,L,X,True,single,hit_into_play
717408-73-2,2023,2023-07-15,1.78,2.23,14.0,SI,L,B,False,,ball
717408-73-1,2023,2023-07-15,-0.17,2.9,2.0,SI,L,S,False,,called_strike
717397-8-5,2023,2023-07-15,-1.03,1.84,13.0,CH,L,B,False,walk,ball
717397-8-4,2023,2023-07-15,1.34,2.45,14.0,FF,L,B,False,,ball
717397-8-3,2023,2023-07-15,0.15,1.46,14.0,FF,L,B,False,,ball
717397-8-2,2023,2023-07-15,-0.18,2.52,5.0,CH,L,S,False,,swinging_strike
717397-8-1,2023,2023-07-15,-1.08,0.87,13.0,ST,L,B,False,,ball
717408-6-1,2023,2023-07-15,0.16,2.46,5.0,FF,L,X,True,single,hit_into_play
717397-65-1,2023,2023-07-15,-0.24,2.39,5.0,SL,R,X,True,force_out,hit_into_play
717397-52-3,2023,2023-07-15,0.6,2.08,9.0,SC,R,X,True,single,hit_into_play
717397-52-2,2023,2023-07-15,-0.17,2.39,5.0,SC,R,S,False,,foul
717408-59-2,2023,2023-07-15,0.21,1.8,8.0,CH,R,X,True,field_out,hit_into_play
717397-52-1,2023,2023-07-15,-0.74,2.97,1.0,CH,R,S,False,,called_strike
717408-59-1,2023,2023-07-15,0.48,1.08,14.0,CH,R,B,False,,ball
717418-39-2,2023,2023-07-14,-0.37,2.92,1.0,KC,R,X,True,field_out,hit_into_play
717418-39-1,2023,2023-07-14,0.83,1.19,14.0,FC,R,B,False,,ball
717418-23-1,2023,2023-07-14,0.58,2.29,6.0,SL,R,X,True,field_out,hit_into_play
717418-5-7,2023,2023-07-14,0.2,2.06,8.0,KC,R,S,False,strikeout,swinging_strike
717418-5-6,2023,2023-07-14,-0.85,2.05,13.0,KC,R,S,False,,foul
717418-5-5,2023,2023-07-14,0.27,2.32,5.0,SL,R,S,False,,foul
717418-5-4,2023,2023-07-14,0.96,2.47,12.0,SL,R,S,False,,called_strike
717418-5-3,2023,2023-07-14,0.8,1.03,14.0,SL,R,B,False,,ball
717418-5-2,2023,2023-07-14,1.15,2.55,12.0,SL,R,B,False,,ball
717418-79-5,2023,2023-07-14,1.11,0.41,14.0,CH,L,S,False,strikeout,swinging_strike_blocked
717418-79-4,2023,2023-07-14,-0.65,1.37,13.0,SL,L,S,False,,foul
717418-5-1,2023,2023-07-14,0.4,3.85,12.0,SL,R,B,False,,ball
717418-79-3,2023,2023-07-14,-0.45,3.2,1.0,SI,L,S,False,,foul
717418-64-3,2023,2023-07-14,-0.42,1.31,13.0,CU,R,S,False,strikeout,swinging_strike
717418-79-2,2023,2023-07-14,-1.79,3.72,11.0,SI,L,B,False,,ball
717418-64-2,2023,2023-07-14,0.77,1.96,9.0,CU,R,S,False,,called_strike
717418-64-1,2023,2023-07-14,0.5,2.88,3.0,FF,R,S,False,,foul
717418-79-1,2023,2023-07-14,0.85,2.61,12.0,SL,L,S,False,,called_strike
717426-43-1,2023,2023-07-09,0.77,2.8,3.0,FF,L,X,True,field_out,hit_into_play
717426-19-8,2023,2023-07-09,-0.69,3.88,11.0,FF,L,S,False,strikeout,swinging_strike
717426-19-7,2023,2023-07-09,-1.13,2.79,11.0,FF,L,S,False,,foul
717426-19-6,2023,2023-07-09,0.4,2.74,6.0,CH,L,S,False,,foul
717426-19-5,2023,2023-07-09,-1.41,-0.1,13.0,SL,L,B,False,,blocked_ball
717426-19-4,2023,2023-07-09,-0.56,0.48,13.0,SL,L,B,False,,ball
717426-19-3,2023,2023-07-09,-0.41,2.66,4.0,FF,L,S,False,,foul
717426-19-2,2023,2023-07-09,0.68,1.9,9.0,CH,L,S,False,,called_strike
717426-19-1,2023,2023-07-09,1.11,3.09,12.0,SI,L,B,False,,ball
717426-60-5,2023,2023-07-09,-0.51,3.55,11.0,FF,R,X,True,field_out,hit_into_play
717426-60-4,2023,2023-07-09,0.2,1.46,14.0,SL,R,S,False,,swinging_strike
717426-2-2,2023,2023-07-09,0.04,2.38,5.0,FF,L,X,True,field_out,hit_into_play
717426-60-3,2023,2023-07-09,-0.3,2.76,1.0,FF,R,S,False,,called_strike
717426-2-1,2023,2023-07-09,1.28,1.97,14.0,SI,L,B,False,,ball
717426-60-2,2023,2023-07-09,0.16,3.74,12.0,FF,R,B,False,,ball
717426-60-1,2023,2023-07-09,1.15,1.51,14.0,SL,R,B,False,,ball
717438-42-3,2023,2023-07-08,-0.78,2.1,7.0,SI,L,X,True,field_out,hit_into_play
717438-42-2,2023,2023-07-08,-0.21,2.2,5.0,SL,L,S,False,,foul
717438-42-1,2023,2023-07-08,0.78,1.85,9.0,SI,L,S,False,,called_strike
717438-19-6,2023,2023-07-08,0.06,4.03,12.0,FC,L,S,False,strikeout,swinging_strike
717438-19-5,2023,2023-07-08,-0.06,2.02,8.0,SI,L,S,False,,called_strike
717438-19-4,2023,2023-07-08,0.17,1.82,8.0,FC,L,S,False,,called_strike
717438-19-3,2023,2023-07-08,-0.02,3.85,11.0,FC,L,B,False,,ball
717438-19-2,2023,2023-07-08,1.88,2.21,14.0,SI,L,B,False,,ball
717438-19-1,2023,2023-07-08,-0.15,0.52,13.0,SL,L,B,False,,blocked_ball
717438-2-6,2023,2023-07-08,-0.42,1.85,7.0,SL,L,X,True,home_run,hit_into_play
717438-2-5,2023,2023-07-08,-1.62,-0.3,13.0,SL,L,B,False,,ball
717438-2-4,2023,2023-07-08,-0.69,3.16,1.0,FC,L,S,False,,foul
717438-2-3,2023,2023-07-08,-1.27,2.45,13.0,SI,L,B,False,,ball
717438-2-2,2023,2023-07-08,-0.51,1.67,7.0,FC,L,S,False,,foul
717438-2-1,2023,2023-07-08,0.66,1.92,9.0,SI,L,S,False,,foul
717438-64-4,2023,2023-07-08,-0.11,2.88,2.0,FF,L,S,False,strikeout,swinging_strike
717438-64-3,2023,2023-07-08,-1.17,2.38,13.0,FF,L,S,False,,foul
717438-64-2,2023,2023-07-08,-1.11,2.6,11.0,FF,L,S,False,,foul
717438-64-1,2023,2023-07-08,0.44,3.64,12.0,FF,L,B,False,,ball
717466-38-4,2023,2023-07-07,0.8,2.01,9.0,FF,R,X,True,field_out,hit_into_play
717466-38-3,2023,2023-07-07,-0.39,0.62,13.0,CH,R,B,False,,blocked_ball
717466-38-2,2023,2023-07-07,0.4,1.35,14.0,SL,R,S,False,,foul
717466-38-1,2023,2023-07-07,0.75,1.8,9.0,SL,R,S,False,,swinging_strike
717466-21-3,2023,2023-07-07,0.52,2.32,6.0,FF,R,X,True,field_out,hit_into_play
717466-21-2,2023,2023-07-07,0.37,2.51,6.0,FF,R,S,False,,foul
717466-21-1,2023,2023-07-07,0.02,1.69,8.0,SL,R,S,False,,swinging_strike
717466-2-8,2023,2023-07-07,0.27,1.72,8.0,CH,R,X,True,single,hit_into_play
717466-2-7,2023,2023-07-07,0.28,1.48,14.0,SI,R,S,False,,foul
717466-2-6,2023,2023-07-07,-1.57,3.61,11.0,FF,R,B,False,,ball
717466-2-5,2023,2023-07-07,1.12,2.46,12.0,SL,R,S,False,,foul
717466-58-3,2023,2023-07-07,-0.39,2.31,4.0,FF,L,X,True,field_out,hit_into_play
717466-58-2,2023,2023-07-07,0.28,2.8,3.0,SL,L,S,False,,called_strike
717466-2-4,2023,2023-07-07,-0.57,2.44,4.0,CH,R,S,False,,foul
717466-2-3,2023,2023-07-07,-0.8,2.88,1.0,FF,R,S,False,,foul
717466-58-1,2023,2023-07-07,-0.13,1.27,13.0,SL,L,S,False,,swinging_strike
717466-2-2,2023,2023-07-07,0.27,2.31,5.0,SI,R,S,False,,called_strike
717466-2-1,2023,2023-07-07,-0.13,3.27,2.0,SL,R,S,False,,called_strike
717472-17-6,2023,2023-07-06,0.08,2.22,5.0,SI,R,S,False,strikeout,foul_tip
717472-17-5,2023,2023-07-06,0.83,1.84,14.0,SL,R,S,False,,foul
717472-17-4,2023,2023-07-06,-0.28,3.71,11.0,FF,R,B,False,,ball
717472-17-3,2023,2023-07-06,-0.01,3.73,11.0,FF,R,S,False,,foul
717472-17-2,2023,2023-07-06,-0.44,2.79,1.0,SI,R,S,False,,foul
717472-17-1,2023,2023-07-06,0.72,2.45,6.0,FC,R,S,False,,foul
717472-73-2,2023,2023-07-06,-0.62,2.55,4.0,SI,R,X,True,single,hit_into_play
717472-73-1,2023,2023-07-06,-1.49,2.76,11.0,SL,R,B,False,,ball
717472-2-4,2023,2023-07-06,0.1,1.79,8.0,SL,R,X,True,single,hit_into_play
717472-2-3,2023,2023-07-06,0.58,2.47,6.0,SI,R,S,False,,called_strike
717472-2-2,2023,2023-07-06,1.38,2.74,12.0,FC,R,B,False,,ball
717472-37-1,2023,2023-07-06,0.25,3.03,2.0,ST,R,X,True,field_error,hit_into_play
717472-58-4,2023,2023-07-06,-0.04,1.86,8.0,FF,R,S,False,strikeout,swinging_strike
717472-2-1,2023,2023-07-06,0.13,3.14,2.0,FC,R,S,False,,swinging_strike
717472-58-3,2023,2023-07-06,-0.72,2.53,4.0,FF,R,S,False,,foul
717472-58-2,2023,2023-07-06,-0.02,2.11,5.0,FF,R,S,False,,foul
717472-58-1,2023,2023-07-06,-0.62,2.55,4.0,SL,R,S,False,,called_strike
717491-38-1,2023,2023-07-05,-0.42,2.09,4.0,SL,R,X,True,home_run,hit_into_play
717491-66-3,2023,2023-07-05,1.18,3.04,12.0,FF,R,S,False,strikeout,swinging_strike
717491-66-2,2023,2023-07-05,0.07,1.29,14.0,SL,R,S,False,,foul
717491-66-1,2023,2023-07-05,-0.42,2.07,7.0,FF,R,S,False,,called_strike
717491-2-6,2023,2023-07-05,0.27,1.89,8.0,FF,R,X,True,field_out,hit_into_play
717491-2-5,2023,2023-07-05,1.06,1.52,14.0,ST,R,B,False,,ball
717491-2-4,2023,2023-07-05,-0.29,2.01,7.0,SL,R,S,False,,swinging_strike
717491-2-3,2023,2023-07-05,1.02,3.65,12.0,ST,R,B,False,,ball
717491-21-6,2023,2023-07-05,0.12,2.56,5.0,SI,R,X,True,single,hit_into_play
717491-2-2,2023,2023-07-05,1.37,2.41,14.0,ST,R,B,False,,ball
717491-21-5,2023,2023-07-05,-1.04,1.21,13.0,SI,R,S,False,,swinging_strike
717491-2-1,2023,2023-07-05,0.22,2.66,5.0,FF,R,S,False,,foul
717491-21-4,2023,2023-07-05,1.05,0.81,14.0,SI,R,B,False,,ball
717491-51-4,2023,2023-07-05,0.04,1.06,14.0,FC,R,S,False,strikeout,swinging_strike
717491-51-3,2023,2023-07-05,-0.53,1.09,13.0,FC,R,S,False,,swinging_strike
717491-21-3,2023,2023-07-05,1.18,0.99,14.0,SI,R,B,False,,ball
717491-51-2,2023,2023-07-05,-0.26,1.72,8.0,FC,R,S,False,,called_strike
717491-21-2,2023,2023-07-05,1.18,0.29,14.0,FS,R,B,False,,ball
717491-51-1,2023,2023-07-05,-1.1,2.03,13.0,FC,R,B,False,,ball
717491-21-1,2023,2023-07-05,0.61,2.18,9.0,SI,R,S,False,,called_strike
717499-39-4,2023,2023-07-04,-0.38,2.59,4.0,SI,R,X,True,field_out,hit_into_play
717499-39-3,2023,2023-07-04,2.0,0.51,14.0,ST,R,B,False,,ball
717499-39-2,2023,2023-07-04,0.87,1.49,14.0,SI,R,S,False,,called_strike
717499-39-1,2023,2023-07-04,0.7,1.3,14.0,FC,R,B,False,,ball
717499-18-2,2023,2023-07-04,0.31,3.03,3.0,FC,R,X,True,field_out,hit_into_play
717499-18-1,2023,2023-07-04,0.14,0.76,14.0,SI,R,B,False,,ball
717499-2-4,2023,2023-07-04,-0.1,3.35,11.0,FF,R,S,False,strikeout,swinging_strike
717499-2-3,2023,2023-07-04,-0.58,1.76,7.0,CU,R,S,False,,foul
717499-56-6,2023,2023-07-04,-0.19,1.05,13.0,CH,L,S,False,strikeout,swinging_strike
717499-2-2,2023,2023-07-04,0.28,2.03,9.0,FF,R,S,False,,called_strike
717499-2-1,2023,2023-07-04,0.41,2.6,6.0,FC,R,S,False,,called_strike
717499-56-5,2023,2023-07-04,0.11,4.56,12.0,FF,L,B,False,,ball
717499-56-4,2023,2023-07-04,0.62,2.54,6.0,FF,L,S,False,,foul
717499-56-3,2023,2023-07-04,0.61,1.7,9.0,CH,L,S,False,,foul
717499-56-2,2023,2023-07-04,-0.89,2.37,13.0,FF,L,S,False,,foul
717499-56-1,2023,2023-07-04,-0.83,0.81,13.0,CH,L,B,False,,blocked_ball
717528-42-1,2023,2023-07-02,-0.83,2.74,11.0,SI,R,X,True,field_out,hit_into_play
717528-26-5,2023,2023-07-02,-1.46,1.8,13.0,CH,R,S,False,strikeout,swinging_strike
717528-26-4,2023,2023-07-02,0.93,2.77,12.0,FF,R,S,False,,foul
717528-26-3,2023,2023-07-02,0.59,2.07,9.0,FF,R,S,False,,foul
717528-26-2,2023,2023-07-02,-0.42,1.54,7.0,CH,R,S,False,,called_strike
717528-26-1,2023,2023-07-02,0.83,1.82,9.0,SL,R,B,False,,ball
717528-5-7,2023,2023-07-02,1.16,1.64,14.0,SL,R,X,True,field_out,hit_into_play
717528-73-8,2023,2023-07-02,0.27,1.81,8.0,FF,R,X,True,field_out,hit_into_play
717528-5-6,2023,2023-07-02,1.78,1.78,14.0,FF,R,B,False,,ball
717528-73-7,2023,2023-07-02,0.31,2.87,3.0,FF,R,S,False,,foul
717528-73-6,2023,2023-07-02,0.18,2.88,2.0,FF,R,S,False,,foul
717528-5-5,2023,2023-07-02,-1.49,1.31,13.0,SI,R,B,False,,ball
717528-5-4,2023,2023-07-02,0.77,1.56,9.0,ST,R,S,False,,foul
717528-73-5,2023,2023-07-02,-0.23,3.45,11.0,FF,R,S,False,,foul
717528-73-4,2023,2023-07-02,1.21,2.0,14.0,FF,R,B,False,,ball
717528-5-3,2023,2023-07-02,-0.58,2.25,4.0,ST,R,S,False,,foul
717528-58-4,2023,2023-07-02,-0.47,3.31,11.0,SL,R,S,False,strikeout,swinging_strike
717528-73-3,2023,2023-07-02,0.8,2.83,3.0,FF,R,B,False,,ball
717528-58-3,2023,2023-07-02,-1.83,2.95,11.0,SI,R,B,False,,ball
717528-5-2,2023,2023-07-02,0.61,2.43,6.0,FF,R,S,False,,foul
717528-5-1,2023,2023-07-02,-0.43,2.13,4.0,SL,R,S,False,,called_strike
717528-73-2,2023,2023-07-02,1.51,2.34,14.0,FF,R,B,False,,ball
717528-58-2,2023,2023-07-02,-0.26,3.09,2.0,SI,R,S,False,,called_strike
717528-58-1,2023,2023-07-02,0.25,2.85,2.0,SL,R,S,False,,called_strike
717528-73-1,2023,2023-07-02,0.16,2.72,2.0,FF,R,S,False,,foul
717543-22-5,2023,2023-07-01,-0.14,1.31,13.0,FF,L,B,False,walk,ball
717543-22-4,2023,2023-07-01,-0.18,3.25,2.0,FF,L,S,False,,called_strike
717543-22-3,2023,2023-07-01,0.91,3.11,12.0,FF,L,B,False,,ball
717543-22-2,2023,2023-07-01,1.46,3.24,12.0,FF,L,B,False,,ball
717543-22-1,2023,2023-07-01,0.61,3.59,12.0,FF,L,B,False,,ball
717543-60-7,2023,2023-07-01,0.2,2.54,5.0,ST,R,X,True,field_out,hit_into_play
717543-60-6,2023,2023-07-01,0.06,2.27,5.0,SI,R,S,False,,foul
717543-60-5,2023,2023-07-01,2.35,1.67,14.0,FC,R,B,False,,ball
717543-60-4,2023,2023-07-01,0.71,2.91,3.0,ST,R,S,False,,foul
717543-60-3,2023,2023-07-01,0.59,2.32,6.0,ST,R,S,False,,foul
717543-60-2,2023,2023-07-01,0.57,1.43,9.0,SI,R,S,False,,called_strike
717543-60-1,2023,2023-07-01,1.52,1.71,14.0,SI,R,B,False,,ball
717543-51-7,2023,2023-07-01,0.92,2.12,14.0,SI,L,X,True,single,hit_into_play
717543-51-6,2023,2023-07-01,0.68,2.45,6.0,SI,L,S,False,,foul
717543-51-5,2023,2023-07-01,-0.66,1.27,13.0,SI,L,B,False,,ball
717543-51-4,2023,2023-07-01,-1.23,2.27,13.0,SI,L,S,False,,foul
717543-51-3,2023,2023-07-01,-1.18,4.28,11.0,SL,L,B,False,,ball
717543-51-2,2023,2023-07-01,0.55,2.22,6.0,SI,L,S,False,,called_strike
717543-34-6,2023,2023-07-01,-0.37,1.44,13.0,FF,R,X,True,double,hit_into_play
717543-51-1,2023,2023-07-01,-0.91,1.79,13.0,SI,L,B,False,,ball
717543-5-3,2023,2023-07-01,0.84,2.13,14.0,FF,L,S,False,strikeout,called_strike
717543-34-5,2023,2023-07-01,0.5,1.55,9.0,SL,R,S,False,,foul
717543-34-4,2023,2023-07-01,-0.65,3.09,1.0,FF,R,S,False,,foul
717543-5-2,2023,2023-07-01,0.11,2.99,2.0,FF,L,S,False,,foul
717543-34-3,2023,2023-07-01,1.32,2.31,14.0,SL,R,B,False,,ball
717543-5-1,2023,2023-07-01,-0.72,1.73,7.0,CU,L,S,False,,called_strike
717543-34-2,2023,2023-07-01,-0.23,1.68,8.0,SL,R,S,False,,called_strike
717543-34-1,2023,2023-07-01,0.19,3.51,12.0,SL,R,B,False,,ball
717563-47-4,2023,2023-06-30,0.32,2.11,6.0,SI,R,X,True,single,hit_into_play
717563-47-3,2023,2023-06-30,-0.57,1.47,13.0,ST,R,S,False,,swinging_strike
717563-47-2,2023,2023-06-30,0.55,1.04,14.0,SI,R,B,False,,ball
717563-47-1,2023,2023-06-30,0.93,1.41,14.0,ST,R,S,False,,swinging_strike
717563-26-3,2023,2023-06-30,1.19,2.14,14.0,ST,R,X,True,field_out,hit_into_play
717563-26-2,2023,2023-06-30,0.49,2.36,6.0,ST,R,S,False,,swinging_strike
717563-26-1,2023,2023-06-30,0.12,3.32,12.0,ST,R,S,False,,called_strike
717563-62-8,2023,2023-06-30,-0.43,2.4,4.0,FF,R,X,True,field_out,hit_into_play
717563-62-7,2023,2023-06-30,1.17,2.25,14.0,FF,R,B,False,,ball
