game_year,batter,plate_apps,pitches,at_bats,hits,walks,unint_walks,hbp,strikeouts,sf,singles,doubles,triples,hrs,bip,ba,obp,slg,ops,iso,krate,bbrate,babip,woba,whiff_rate,chase_rate,swing_rate,swing_rate_in_zone,whiff_rate_in_zone,hard_hit_rate,barrel_rate,pull_air_rate,mean_ev,mean_la,pu_rate,gb_rate
2019,594838,68,266,65,17,3,3,0,16,0,14,3,0,0,49,0.2615,0.2941,0.3077,0.6018,0.0462,0.2353,0.0441,0.3469,0.2632,0.2397,0.3333,0.4549,0.5859,0.1733,0.3673,0.0612,0.102,88.5633,15.1224,0.0612,0.4082
2019,595284,158,643,136,29,16,16,3,51,0,18,9,0,2,88,0.2132,0.3097,0.3235,0.6332,0.1103,0.3228,0.1013,0.3253,0.2819,0.3123,0.2875,0.5179,0.7563,0.2259,0.4205,0.0909,0.2386,88.5578,16.3614,0.0795,0.3977
2019,596451,122,448,108,23,12,12,1,34,0,15,3,1,4,75,0.213,0.2975,0.3704,0.6679,0.1574,0.2787,0.0984,0.2714,0.2892,0.3128,0.2358,0.4353,0.6144,0.2276,0.36,0.0533,0.1867,85.603,11.2879,0.1067,0.5733
2019,596748,409,1511,389,91,17,17,0,61,3,57,17,0,17,331,0.2339,0.2641,0.4087,0.6728,0.1748,0.1491,0.0416,0.2357,0.2811,0.2198,0.3392,0.5149,0.7105,0.1634,0.3837,0.0695,0.2115,89.0521,14.7576,0.148,0.432
2019,605400,70,286,59,7,6,6,0,35,0,5,2,0,0,29,0.1186,0.2,0.1525,0.3525,0.0339,0.5,0.0857,0.2917,0.1681,0.1515,0.096,0.2308,0.3354,0.0926,0.2069,0.0,0.1034,80.2231,0.0769,0.0,0.6897
2019,608384,112,455,106,16,4,4,2,43,0,10,4,0,2,63,0.1509,0.1964,0.2453,0.4417,0.0943,0.3839,0.0357,0.2295,0.1933,0.2863,0.373,0.5297,0.7109,0.16,0.3016,0.0635,0.1905,86.7222,10.9365,0.0317,0.4127
2019,621107,52,180,50,8,0,0,0,27,0,7,1,0,0,25,0.16,0.16,0.18,0.34,0.02,0.5192,0.0,0.3478,0.1461,0.4811,0.4026,0.5889,0.7282,0.4,0.16,0.0,0.12,,,0.04,0.48
2019,656514,241,976,222,59,13,13,5,60,0,40,14,0,5,163,0.2658,0.3208,0.3964,0.7172,0.1306,0.249,0.0539,0.3439,0.3088,0.2875,0.3039,0.499,0.7124,0.1717,0.2883,0.0368,0.1166,87.3191,4.963,0.0491,0.5828
2019,656555,699,3223,570,129,110,110,11,173,6,62,33,5,29,403,0.2263,0.3587,0.4544,0.8131,0.2281,0.2475,0.1574,0.2674,0.3469,0.2318,0.2206,0.3922,0.5816,0.1695,0.3871,0.0968,0.3077,89.7268,23.9975,0.139,0.3002
2019,664068,499,1973,458,118,33,33,5,147,2,61,34,4,19,314,0.2576,0.3133,0.4738,0.7871,0.2162,0.2946,0.0661,0.3367,0.3289,0.3186,0.3117,0.5058,0.7191,0.2337,0.3885,0.0796,0.2484,88.3597,17.7987,0.0892,0.3503
2020,457705,241,974,217,55,22,22,1,48,1,36,9,0,10,170,0.2535,0.3237,0.4332,0.7568,0.1797,0.1992,0.0913,0.2812,0.3271,0.2203,0.2143,0.4055,0.5884,0.1638,0.4118,0.0824,0.2706,89.7518,18.1845,0.0941,0.3529
2020,457803,102,413,96,19,6,6,0,24,0,7,4,2,6,72,0.1979,0.2451,0.4688,0.7138,0.2708,0.2353,0.0588,0.197,0.2972,0.2883,0.2773,0.5375,0.8342,0.1863,0.3889,0.0972,0.1944,88.9806,15.3472,0.0694,0.4028
2020,516416,215,821,192,51,21,21,1,45,0,37,5,2,7,148,0.2656,0.3411,0.4219,0.763,0.1562,0.2093,0.0977,0.3143,0.3329,0.224,0.3147,0.4677,0.6515,0.1605,0.3851,0.0608,0.1014,86.8027,11.3514,0.1014,0.4932
2020,544369,234,902,215,61,12,12,4,28,2,39,10,2,10,190,0.2837,0.3305,0.4884,0.8188,0.2047,0.1197,0.0513,0.2849,0.3477,0.1905,0.3319,0.5355,0.74,0.1321,0.2789,0.0421,0.2632,83.381,17.3968,0.1263,0.3842
2020,547180,236,973,190,51,41,41,2,43,2,27,9,2,13,150,0.2684,0.4,0.5421,0.9421,0.2737,0.1822,0.1737,0.2794,0.3997,0.2864,0.2833,0.4594,0.7342,0.1792,0.5067,0.1733,0.1867,90.3433,13.96,0.0467,0.4
2020,592663,195,742,173,46,16,16,6,48,0,29,6,0,11,125,0.2659,0.3487,0.4913,0.84,0.2254,0.2462,0.0821,0.307,0.3608,0.2976,0.2519,0.4528,0.6695,0.2259,0.424,0.136,0.144,90.1768,11.552,0.072,0.488
2020,594838,101,418,92,23,9,9,0,27,0,15,5,0,3,65,0.25,0.3168,0.4022,0.719,0.1522,0.2673,0.0891,0.3226,0.3135,0.2529,0.2456,0.4067,0.6,0.2018,0.2923,0.0615,0.2154,84.3862,14.4154,0.1077,0.3846
2020,595284,89,345,72,20,15,15,1,19,1,13,4,1,2,54,0.2778,0.4045,0.4444,0.8489,0.1667,0.2135,0.1685,0.3462,0.3726,0.3043,0.233,0.4667,0.7101,0.25,0.3333,0.0741,0.2407,86.3377,10.7547,0.037,0.463
2020,596451,116,454,108,23,5,5,2,39,0,17,3,1,2,70,0.213,0.2609,0.3148,0.5757,0.1019,0.3362,0.0431,0.3134,0.2538,0.3008,0.2709,0.5198,0.7211,0.1878,0.2571,0.0286,0.2143,78.3536,5.4783,0.1,0.5429
2020,656514,91,369,79,22,6,6,2,17,1,17,5,0,0,66,0.2785,0.3409,0.3418,0.6827,0.0633,0.1868,0.0659,0.3492,0.3051,0.1519,0.2769,0.4282,0.5977,0.0673,0.3182,0.0152,0.0606,83.9848,-0.6364,0.0152,0.5606
2020,656555,185,769,151,37,29,29,5,43,0,18,9,0,10,108,0.245,0.3838,0.5033,0.8871,0.2583,0.2324,0.1568,0.2755,0.3824,0.2665,0.2222,0.4148,0.6099,0.2103,0.4259,0.1481,0.2778,89.7654,24.8411,0.1204,0.287
2020,664068,124,468,113,18,9,9,1,35,0,10,5,0,3,79,0.1593,0.2276,0.2832,0.5108,0.1239,0.2823,0.0726,0.2,0.2274,0.3154,0.3176,0.515,0.7106,0.2814,0.3165,0.1013,0.1899,84.4427,16.3733,0.1013,0.3924
2020,664761,180,661,160,54,16,16,2,36,2,39,11,0,4,126,0.3375,0.4,0.4812,0.8812,0.1438,0.2,0.0889,0.4098,0.3812,0.2516,0.25,0.475,0.7134,0.1659,0.4683,0.1032,0.0397,90.2365,4.8175,0.0079,0.5397
2021,457705,572,2308,482,107,79,79,4,132,7,55,24,1,27,357,0.222,0.3322,0.444,0.7762,0.222,0.2308,0.1381,0.2424,0.3347,0.2586,0.1914,0.4172,0.6373,0.1893,0.395,0.0896,0.2437,88.8334,14.6208,0.07,0.409
2021,459964,67,272,55,5,10,10,1,16,1,2,1,0,2,40,0.0909,0.2388,0.2182,0.457,0.1273,0.2388,0.1493,0.0789,0.2187,0.3033,0.2158,0.4485,0.6917,0.2609,0.275,0.1,0.275,85.7375,14.825,0.075,0.5
2021,516416,565,2182,515,149,36,36,9,78,4,105,27,3,14,441,0.2893,0.344,0.435,0.7789,0.1456,0.1381,0.0637,0.3162,0.337,0.1733,0.3014,0.4867,0.6667,0.1138,0.3741,0.059,0.1293,86.805,5.9066,0.059,0.5238
2021,520471,120,473,107,24,9,9,2,19,2,16,3,0,5,90,0.2243,0.2917,0.3925,0.6842,0.1682,0.1583,0.075,0.2235,0.2958,0.1907,0.2785,0.4545,0.6314,0.1208,0.3,0.0333,0.2889,84.9933,17.1556,0.1,0.3556
2021,543543,375,1525,331,75,43,43,1,112,0,43,9,3,20,219,0.2266,0.3173,0.4532,0.7705,0.2266,0.2987,0.1147,0.2764,0.3315,0.3086,0.2434,0.459,0.6732,0.2408,0.4795,0.1233,0.21,92.0959,12.6347,0.0685,0.4475
2021,544369,407,1580,368,77,24,24,8,67,7,46,16,2,13,308,0.2092,0.2678,0.3696,0.6374,0.1603,0.1646,0.059,0.2169,0.275,0.2456,0.3172,0.5437,0.7801,0.1874,0.2662,0.0227,0.2597,85.7886,18.2843,0.1396,0.3831
2021,546318,492,1939,450,117,29,29,6,77,5,75,27,2,13,379,0.26,0.3102,0.4156,0.7258,0.1556,0.1565,0.0589,0.2849,0.3124,0.2,0.3244,0.5028,0.696,0.1389,0.4011,0.0475,0.1583,87.6714,6.4127,0.0633,0.5013
2021,547180,585,2401,488,151,86,86,5,134,4,73,42,1,35,360,0.3094,0.4151,0.6148,1.0298,0.3053,0.2291,0.147,0.3591,0.431,0.3196,0.2472,0.4744,0.7532,0.2463,0.4972,0.1806,0.1806,91.0633,12.8694,0.0444,0.4194
2021,554430,73,273,68,11,0,0,0,39,0,9,2,0,0,34,0.1618,0.1618,0.1912,0.3529,0.0294,0.5342,0.0,0.3793,0.1529,0.3603,0.439,0.4982,0.5467,0.2805,0.1471,0.0,0.0294,71.7882,-12.5,0.0,0.6765
2021,591720,342,1170,318,77,17,17,1,41,1,59,10,1,7,283,0.2421,0.2819,0.3459,0.6278,0.1038,0.1199,0.0497,0.2583,0.2741,0.1424,0.321,0.5282,0.7231,0.0917,0.1413,0.0035,0.1873,80.9042,10.9399,0.0707,0.4806
2021,592663,532,2096,476,125,43,43,11,129,2,79,25,4,17,349,0.2626,0.3365,0.4391,0.7755,0.1765,0.2425,0.0808,0.3253,0.3357,0.2697,0.3067,0.4952,0.6991,0.2145,0.447,0.086,0.149,89.5894,11.5158,0.0573,0.467
2021,595284,159,619,145,22,10,10,2,61,1,17,3,0,2,86,0.1517,0.2152,0.2138,0.429,0.0621,0.3836,0.0629,0.241,0.1965,0.3764,0.3686,0.5622,0.759,0.3004,0.314,0.0349,0.1977,81.7605,9.4535,0.0465,0.4651
2021,596451,62,255,52,9,6,6,4,19,0,5,2,2,0,33,0.1731,0.3065,0.2885,0.5949,0.1154,0.3065,0.0968,0.2727,0.2751,0.3204,0.1692,0.4039,0.648,0.284,0.2727,0.0303,0.2727,81.7727,6.303,0.1212,0.4848
2021,605400,63,253,49,7,6,6,0,29,1,5,2,0,0,28,0.1429,0.2321,0.1837,0.4158,0.0408,0.4603,0.0952,0.3333,0.197,0.1807,0.1275,0.3281,0.4636,0.1286,0.1071,0.0,0.0357,67.0893,-22.9643,0.0,0.75
2021,608671,153,583,131,33,18,18,1,29,0,24,6,2,1,104,0.2519,0.3467,0.3511,0.6978,0.0992,0.1895,0.1176,0.3168,0.3125,0.1849,0.1593,0.4082,0.623,0.1436,0.2019,0.0192,0.0769,81.4462,2.0096,0.0288,0.5385
2021,656555,443,1886,389,96,47,47,5,108,2,40,29,0,27,283,0.2468,0.3341,0.5296,0.8636,0.2828,0.2438,0.1061,0.2695,0.3646,0.264,0.2526,0.4438,0.6412,0.1899,0.4629,0.1696,0.265,91.1788,21.7279,0.0919,0.2968
2021,663837,76,300,71,23,3,3,1,20,1,17,3,1,2,52,0.3239,0.3553,0.4789,0.8341,0.1549,0.2632,0.0395,0.42,0.3559,0.2463,0.2676,0.4467,0.6076,0.1562,0.5385,0.0385,0.2115,91.525,6.2308,0.0192,0.5385
2021,663897,108,413,98,24,10,10,0,23,0,19,4,0,1,75,0.2449,0.3148,0.3163,0.6311,0.0714,0.213,0.0926,0.3108,0.2833,0.1979,0.2559,0.4649,0.6832,0.1087,0.2533,0.0,0.1333,80.7613,1.32,0.08,0.6
2021,664761,417,1673,380,94,31,31,2,111,4,72,15,0,7,273,0.2474,0.3046,0.3421,0.6467,0.0947,0.2662,0.0743,0.3271,0.285,0.2665,0.2602,0.4889,0.7315,0.234,0.4945,0.0659,0.0952,92.0443,5.5904,0.0256,0.5275
2021,665155,131,512,117,30,10,10,2,39,1,20,7,1,2,80,0.2564,0.3231,0.3846,0.7077,0.1282,0.2977,0.0763,0.3636,0.3094,0.3115,0.3051,0.5078,0.6812,0.234,0.35,0.0625,0.2,86.8938,16.0125,0.05,0.3375
2021,665561,56,193,52,12,4,4,0,10,0,9,1,1,1,42,0.2308,0.2857,0.3462,0.6319,0.1154,0.1786,0.0714,0.2683,0.2767,0.1591,0.297,0.456,0.6304,0.1552,0.1905,0.0,0.1429,83.7952,17.4524,0.1429,0.4048
2022,516416,386,1406,354,98,24,24,7,58,1,79,9,0,10,297,0.2768,0.3342,0.387,0.7212,0.1102,0.1503,0.0622,0.3066,0.3199,0.1851,0.3469,0.4879,0.6437,0.114,0.3838,0.0438,0.0976,87.5711,4.7551,0.0707,0.5623
2022,544369,232,827,214,45,13,13,3,36,2,31,9,4,1,180,0.2103,0.2629,0.3037,0.5667,0.0935,0.1552,0.056,0.2458,0.2515,0.24,0.4107,0.6046,0.8157,0.13,0.2278,0.0278,0.1667,84.1402,15.1229,0.0889,0.4167
2022,546318,197,737,185,44,11,11,0,42,1,29,9,1,5,144,0.2378,0.2792,0.3784,0.6576,0.1405,0.2132,0.0558,0.2806,0.2869,0.2397,0.3846,0.5265,0.6859,0.1008,0.375,0.0486,0.125,86.278,3.0709,0.0764,0.5764
2022,547180,417,1594,370,106,37,37,3,87,7,59,28,1,18,290,0.2865,0.3501,0.5135,0.8636,0.227,0.2086,0.0887,0.3235,0.3693,0.2835,0.3566,0.5621,0.8213,0.1917,0.4793,0.1276,0.1862,91.5055,11.3426,0.0241,0.4207
2022,592206,558,2066,524,138,29,29,3,130,2,98,27,0,13,396,0.2634,0.3047,0.3893,0.694,0.126,0.233,0.052,0.3264,0.3042,0.322,0.396,0.5697,0.7679,0.2024,0.351,0.0657,0.149,87.4569,14.599,0.0657,0.4293
2022,592663,561,2193,504,139,40,40,12,119,5,86,26,5,22,390,0.2758,0.3405,0.4782,0.8186,0.2024,0.2121,0.0713,0.3179,0.354,0.2567,0.31,0.4902,0.6769,0.1962,0.4718,0.1128,0.1821,90.2843,13.1054,0.0564,0.4462
2022,596117,121,505,106,28,14,14,0,30,0,18,4,1,5,77,0.2642,0.35,0.4623,0.8123,0.1981,0.2479,0.1157,0.3239,0.3547,0.2121,0.2799,0.3921,0.519,0.0976,0.2727,0.0519,0.2857,80.3143,11.2468,0.1039,0.4675
2022,622168,60,208,57,12,3,3,0,10,0,7,2,0,3,47,0.2105,0.25,0.4035,0.6535,0.193,0.1667,0.05,0.2045,0.2832,0.2602,0.3846,0.5913,0.7981,0.1446,0.3617,0.0426,0.1489,84.9915,1.2979,0.0426,0.6596
2022,622666,166,718,152,36,13,13,0,37,0,30,3,0,3,116,0.2368,0.297,0.3158,0.6128,0.0789,0.2229,0.0783,0.2946,0.2756,0.2486,0.3383,0.4875,0.6805,0.1925,0.2759,0.0259,0.25,85.3612,11.4483,0.0776,0.431
2022,624641,59,206,54,17,1,1,2,12,1,7,7,1,2,44,0.3148,0.3448,0.5926,0.9374,0.2778,0.2034,0.0169,0.3659,0.3946,0.2521,0.4528,0.5777,0.71,0.0845,0.3409,0.0909,0.2955,84.3455,10.0227,0.0455,0.4318
2022,656555,672,2897,589,145,72,72,6,169,4,80,33,2,30,424,0.2462,0.3323,0.4618,0.7941,0.2156,0.2515,0.1071,0.2919,0.3452,0.2572,0.2316,0.4187,0.6075,0.1724,0.4434,0.1108,0.25,90.14,18.1206,0.0778,0.3632
2022,656941,666,2878,577,126,83,83,4,200,2,56,21,3,46,379,0.2184,0.3198,0.5043,0.8242,0.286,0.3003,0.1246,0.2402,0.3546,0.2931,0.2167,0.4055,0.6056,0.2258,0.5435,0.2005,0.2612,92.9492,18.9392,0.1135,0.343
2022,663837,357,1404,325,80,23,23,3,70,6,60,12,2,6,261,0.2462,0.2969,0.3508,0.6477,0.1046,0.1961,0.0644,0.2902,0.2852,0.1949,0.2828,0.4459,0.5986,0.1198,0.4713,0.0498,0.1494,90.9897,11.8046,0.0766,0.4138
2022,664761,631,2301,587,164,30,30,4,110,10,124,24,3,13,486,0.2794,0.3138,0.3969,0.7107,0.1175,0.1743,0.0475,0.3186,0.3093,0.2107,0.3139,0.5115,0.7203,0.1613,0.43,0.0679,0.1337,90.1784,10.3477,0.0556,0.463
2022,665155,85,365,72,18,10,10,1,29,2,10,2,1,5,45,0.25,0.3412,0.5139,0.8551,0.2639,0.3412,0.1176,0.325,0.3639,0.3539,0.31,0.4877,0.703,0.2241,0.3111,0.0667,0.3111,85.46,16.6,0.0889,0.3333
2022,666160,50,182,46,6,3,3,0,19,0,5,1,0,0,28,0.1304,0.1837,0.1522,0.3358,0.0217,0.38,0.06,0.2222,0.1581,0.3431,0.4811,0.5604,0.6711,0.1961,0.2857,0.0357,0.1786,82.2643,6.1786,0.0714,0.5357
2022,669016,138,539,132,38,6,6,0,41,0,24,9,2,3,91,0.2879,0.3188,0.4545,0.7734,0.1667,0.2971,0.0435,0.3977,0.3342,0.2472,0.3333,0.4954,0.6654,0.1714,0.4176,0.0659,0.2418,89.8967,13.3077,0.033,0.3736
2022,669742,142,543,136,34,5,5,1,44,0,16,8,1,9,92,0.25,0.2817,0.5221,0.8037,0.2721,0.3099,0.0352,0.3012,0.3426,0.3368,0.3259,0.5249,0.7216,0.2234,0.4457,0.1739,0.2609,91.4109,18.6087,0.0543,0.3478
2022,681082,466,1877,427,100,36,36,1,89,1,69,19,2,10,340,0.2342,0.2946,0.3583,0.6529,0.1241,0.191,0.0773,0.2736,0.289,0.1718,0.2818,0.4497,0.6083,0.1329,0.3676,0.0441,0.1559,87.5147,12.9263,0.0882,0.4647
2023,543281,114,392,103,21,3,3,6,20,2,16,3,0,2,85,0.2039,0.2632,0.2913,0.5544,0.0874,0.1754,0.0263,0.2289,0.2484,0.2189,0.3086,0.5128,0.6774,0.2041,0.2588,0.0235,0.1412,86.6353,10.6941,0.0824,0.4941
2023,547180,538,2021,457,134,72,72,5,119,4,83,29,1,21,342,0.2932,0.3922,0.4989,0.8911,0.2057,0.2212,0.1338,0.352,0.3843,0.3349,0.3342,0.5141,0.7787,0.2119,0.4678,0.152,0.1959,91.174,8.5351,0.0468,0.4532
2023,592206,670,2427,626,170,35,35,3,185,6,102,37,2,29,447,0.2716,0.3104,0.476,0.7865,0.2045,0.2761,0.0522,0.3373,0.3342,0.3538,0.4098,0.5624,0.7459,0.2214,0.4318,0.1029,0.2036,88.937,14.3632,0.0492,0.4183
2023,592663,537,2096,489,123,32,32,9,138,5,70,28,5,20,356,0.2515,0.3065,0.4519,0.7585,0.2004,0.257,0.0596,0.3065,0.3241,0.2618,0.3056,0.5048,0.7074,0.185,0.4326,0.1124,0.2163,89.766,16.6713,0.0927,0.3764
2023,595909,203,813,184,39,15,15,1,55,2,25,8,1,5,132,0.212,0.2723,0.3478,0.6201,0.1359,0.2709,0.0739,0.2698,0.2712,0.2695,0.3019,0.4883,0.6817,0.1838,0.3485,0.0758,0.1439,88.6932,15.0682,0.0303,0.3864
2023,596117,125,496,113,23,9,9,2,29,0,17,4,1,1,85,0.2035,0.2742,0.2832,0.5574,0.0796,0.232,0.072,0.2651,0.2522,0.2284,0.311,0.4677,0.6322,0.1438,0.1765,0.0,0.2471,77.4741,18.2353,0.2118,0.4235
2023,607208,689,2675,639,170,43,43,6,150,1,104,35,5,26,490,0.266,0.3179,0.4585,0.7764,0.1925,0.2177,0.0624,0.3103,0.3332,0.2956,0.3529,0.5312,0.7416,0.178,0.4224,0.0837,0.1918,89.8606,13.0184,0.0551,0.402
2023,624641,300,1126,279,70,8,8,9,74,1,43,15,2,10,208,0.2509,0.2929,0.4265,0.7195,0.1756,0.2467,0.0267,0.3061,0.3095,0.2855,0.4314,0.5941,0.7558,0.2155,0.3221,0.0673,0.2452,86.4787,13.8309,0.0913,0.4279
2023,656941,714,3068,584,115,121,121,6,214,3,48,19,1,47,373,0.1969,0.3389,0.4743,0.8133,0.2774,0.2997,0.1695,0.2086,0.3506,0.3149,0.2159,0.3768,0.5583,0.2248,0.4879,0.1635,0.3137,92.2461,18.689,0.1153,0.3458
2023,664761,610,2252,558,153,41,41,5,94,6,102,31,0,20,470,0.2742,0.3262,0.4373,0.7635,0.1631,0.1541,0.0672,0.2956,0.3293,0.1809,0.3002,0.4982,0.6894,0.119,0.417,0.0574,0.134,89.386,11.1234,0.0511,0.4255
2023,665019,148,609,139,32,8,8,1,40,0,21,7,0,4,99,0.2302,0.277,0.3669,0.6439,0.1367,0.2703,0.0541,0.2947,0.2808,0.2793,0.301,0.4762,0.6344,0.2069,0.404,0.0606,0.1919,90.4414,15.2424,0.0505,0.404
2023,665506,95,382,84,20,10,10,0,27,0,10,7,1,2,58,0.2381,0.3191,0.4167,0.7358,0.1786,0.2842,0.1053,0.3273,0.3199,0.3516,0.2618,0.4764,0.6911,0.303,0.4483,0.069,0.2069,85.9983,7.9483,0.1034,0.4483
2023,669016,469,1984,404,112,56,56,4,144,4,69,25,6,12,265,0.2772,0.3675,0.4579,0.8254,0.1807,0.307,0.1194,0.3968,0.3576,0.2743,0.255,0.4244,0.6152,0.1742,0.4868,0.0906,0.1811,90.3519,12.1477,0.0264,0.4566
2023,669742,56,205,54,9,2,2,0,18,0,7,1,0,1,36,0.1667,0.1964,0.2407,0.4372,0.0741,0.3214,0.0357,0.2286,0.1932,0.2414,0.3299,0.5659,0.7778,0.1786,0.3889,0.0278,0.2222,92.4806,13.9722,0.1111,0.3889
2023,679032,164,561,149,45,5,5,4,42,0,32,9,2,2,113,0.302,0.3418,0.4295,0.7713,0.1275,0.2561,0.0305,0.4095,0.3353,0.259,0.4044,0.5437,0.6747,0.1487,0.2832,0.0088,0.1593,81.282,6.5495,0.0973,0.4956
2023,681082,638,2665,585,164,37,37,7,100,8,115,32,2,15,494,0.2803,0.3265,0.4188,0.7453,0.1385,0.1567,0.058,0.3117,0.3224,0.1526,0.2954,0.4499,0.5912,0.113,0.3522,0.0466,0.1336,87.6318,9.7166,0.0425,0.4737
2024,547180,620,2469,550,157,65,65,2,138,2,85,42,0,30,415,0.2855,0.3619,0.5255,0.8873,0.24,0.2226,0.1048,0.3307,0.3802,0.2667,0.3345,0.5286,0.7822,0.1493,0.4819,0.106,0.188,90.9845,13.678,0.041,0.3855
2024,592206,659,2344,608,154,39,39,10,138,2,97,30,4,23,469,0.2533,0.308,0.4293,0.7373,0.176,0.2094,0.0592,0.2918,0.3198,0.3015,0.3777,0.5802,0.7904,0.1936,0.3817,0.081,0.2047,88.3934,15.2308,0.0426,0.3838
2024,592663,413,1583,381,101,26,26,5,102,1,68,18,1,14,279,0.2651,0.3196,0.4278,0.7474,0.1627,0.247,0.063,0.3271,0.3253,0.2616,0.302,0.5047,0.6944,0.1761,0.4659,0.1039,0.172,89.191,9.4388,0.0609,0.448
2024,593160,175,633,157,31,15,15,2,19,0,23,4,1,3,138,0.1975,0.2759,0.293,0.5689,0.0955,0.1086,0.0857,0.2074,0.2576,0.1871,0.2848,0.4897,0.6852,0.1171,0.1739,0.029,0.1594,82.627,13.0949,0.0652,0.4638
2024,596117,187,746,164,34,17,17,4,50,1,28,4,1,1,115,0.2073,0.2957,0.2622,0.5579,0.0549,0.2674,0.0909,0.2895,0.2578,0.2486,0.328,0.496,0.6685,0.1585,0.0957,0.0,0.3304,76.8487,17.2261,0.1043,0.3391
2024,607208,541,2043,507,149,27,27,6,98,1,103,25,0,21,408,0.2939,0.3364,0.4675,0.8039,0.1736,0.1811,0.0499,0.329,0.3478,0.2614,0.3394,0.5374,0.7477,0.1417,0.4069,0.0686,0.1985,89.1383,11.5283,0.0515,0.4706
2024,621311,63,266,59,12,3,3,0,21,1,7,2,0,3,38,0.2034,0.2381,0.3898,0.6279,0.1864,0.3333,0.0476,0.25,0.2682,0.3333,0.363,0.5414,0.7583,0.2198,0.2105,0.0789,0.2895,87.0737,12.6579,0.0263,0.4211
2024,624641,275,1050,250,64,13,13,8,66,2,41,12,4,7,186,0.256,0.3114,0.42,0.7314,0.164,0.24,0.0473,0.3184,0.3174,0.3138,0.405,0.5676,0.752,0.1973,0.414,0.086,0.172,88.52,12.8811,0.0806,0.457
2024,642215,99,379,89,25,8,8,1,29,1,14,7,1,3,60,0.2809,0.3434,0.4831,0.8266,0.2022,0.2929,0.0808,0.3793,0.3545,0.3391,0.2741,0.4591,0.6593,0.2083,0.5,0.15,0.2,89.7237,19.1864,0.1667,0.3333
2024,656941,689,2852,574,142,102,102,5,197,8,82,22,0,38,384,0.2474,0.3614,0.4843,0.8457,0.2369,0.2859,0.148,0.2997,0.3653,0.3205,0.2091,0.3994,0.6066,0.2367,0.5547,0.1562,0.2943,93.6,15.0365,0.0781,0.4089
2024,664761,605,2122,555,155,38,38,6,86,6,94,44,2,15,474,0.2793,0.3289,0.4468,0.7758,0.1676,0.1421,0.0628,0.3043,0.3347,0.1765,0.2722,0.4967,0.7109,0.1049,0.4557,0.0675,0.1477,90.425,10.214,0.0443,0.4641
2024,665019,120,468,114,25,5,5,1,29,0,10,9,1,5,85,0.2193,0.2583,0.4474,0.7057,0.2281,0.2417,0.0417,0.25,0.3009,0.2565,0.3348,0.4915,0.6352,0.2065,0.4235,0.0706,0.2471,89.4188,19.1294,0.0941,0.3765
2024,665506,117,496,103,21,13,13,0,42,1,15,5,1,0,62,0.2039,0.2906,0.2718,0.5624,0.068,0.359,0.1111,0.3387,0.2568,0.3377,0.2271,0.4657,0.7102,0.2529,0.4516,0.0323,0.0806,91.271,8.0,0.0484,0.5484
2024,665561,56,195,51,15,3,3,1,8,0,8,4,0,3,44,0.2941,0.3455,0.549,0.8945,0.2549,0.1429,0.0536,0.3,0.382,0.1556,0.2558,0.4615,0.6239,0.0882,0.3182,0.0909,0.2045,85.0591,15.1364,0.0455,0.3182
2024,669016,478,2007,420,104,50,50,2,154,5,68,17,3,16,270,0.2476,0.327,0.4167,0.7437,0.169,0.3222,0.1046,0.3451,0.3244,0.275,0.2372,0.4131,0.6143,0.1617,0.4741,0.1,0.1778,90.9322,13.5148,0.037,0.3926
2024,669720,80,269,78,20,0,0,2,19,0,13,5,0,2,59,0.2564,0.275,0.3974,0.6724,0.141,0.2375,0.0,0.3158,0.2909,0.2803,0.4496,0.5836,0.7071,0.1717,0.3051,0.0508,0.3729,86.8458,18.9831,0.1017,0.3729
2024,679032,363,1329,338,82,13,13,4,69,0,64,12,3,3,277,0.2426,0.2789,0.3225,0.6014,0.0799,0.1901,0.0358,0.297,0.2655,0.2269,0.3551,0.4876,0.6179,0.157,0.2744,0.0253,0.1516,82.4199,2.9134,0.0794,0.5921
2024,681082,569,2307,506,124,51,51,3,93,9,92,19,2,11,422,0.2451,0.3128,0.3557,0.6686,0.1107,0.1634,0.0896,0.2749,0.2953,0.1699,0.2835,0.4413,0.5962,0.1326,0.3081,0.0355,0.1588,86.7753,13.7791,0.0735,0.4313
2025,547180,574,2172,501,131,64,64,6,121,3,72,32,0,27,383,0.2615,0.3502,0.487,0.8372,0.2255,0.2108,0.1115,0.2921,0.3608,0.3073,0.3557,0.5424,0.7891,0.1913,0.4752,0.1227,0.2037,90.9927,11.4151,0.0235,0.436
2025,592206,590,2166,548,137,32,32,4,133,6,91,27,2,17,420,0.25,0.2932,0.3996,0.6929,0.1496,0.2254,0.0542,0.297,0.2998,0.2991,0.4092,0.5882,0.7996,0.1814,0.3452,0.0762,0.2048,87.7718,15.378,0.0357,0.3881
2025,592663,549,2196,502,129,34,34,9,129,3,90,26,1,12,376,0.257,0.3139,0.3845,0.6983,0.1275,0.235,0.0619,0.3214,0.3065,0.2425,0.3229,0.4863,0.6558,0.1457,0.4548,0.0878,0.1622,90.0375,11.0798,0.0585,0.4468
2025,596146,472,1826,418,90,45,45,4,93,4,53,19,0,18,329,0.2153,0.2951,0.39,0.6851,0.1746,0.197,0.0953,0.2315,0.2998,0.2355,0.2657,0.4814,0.7013,0.1309,0.4468,0.1155,0.231,90.6355,16.1468,0.0729,0.3617
