game_year,game_pk,pitcher,half,n_heart,n_edge_in,n_edge_out,n_beyond,located_pitches,swings_beyond,swings_edge_out,shadow_zone_rate,shadow_miss_rate,geo_zone_rate,edge_rate_twin,beyond_shadow_chase_rate,edge_out_chase_rate,beyond_miss_depth_ft,is_subject
2025,777723,554430,1H,25,26,16,40,107,4.0,7.0,0.6262,0.3738,0.4766,0.3925,0.1,0.4375,0.535,False
2025,777735,650911,1H,23,17,10,38,88,9.0,5.0,0.5682,0.4318,0.4545,0.3068,0.2368,0.5,0.5854,True
2025,777748,624133,1H,33,17,17,36,103,5.0,9.0,0.6505,0.3495,0.4854,0.3301,0.1389,0.5294,0.5685,False
2025,777748,675911,1H,22,18,13,37,90,5.0,5.0,0.5889,0.4111,0.4444,0.3444,0.1351,0.3846,0.75,False
2025,777765,666200,1H,32,13,20,40,105,15.0,9.0,0.619,0.381,0.4286,0.3143,0.375,0.45,0.5936,False
2025,777765,680684,1H,28,21,11,32,92,4.0,4.0,0.6522,0.3478,0.5326,0.3478,0.125,0.3636,0.59,False
2025,777784,605488,1H,29,20,16,40,105,8.0,8.0,0.619,0.381,0.4667,0.3429,0.2,0.5,0.6226,False
2025,777784,650911,1H,19,13,15,36,83,8.0,6.0,0.5663,0.4337,0.3855,0.3373,0.2222,0.4,0.625,True
2025,777804,554430,1H,31,13,15,49,108,12.0,9.0,0.5463,0.4537,0.4074,0.2593,0.2449,0.6,0.54,False
2025,777804,682052,1H,29,9,11,42,91,13.0,5.0,0.5385,0.4615,0.4176,0.2198,0.3095,0.4545,0.6526,False
2025,777817,608566,1H,19,14,11,35,79,10.0,4.0,0.557,0.443,0.4177,0.3165,0.2857,0.3636,0.89,False
2025,777817,624133,1H,28,20,15,36,99,10.0,6.0,0.6364,0.3636,0.4848,0.3535,0.2778,0.4,0.625,False
2025,777823,592836,1H,18,18,15,17,68,3.0,9.0,0.75,0.25,0.5294,0.4853,0.1765,0.6,0.59,False
2025,777823,687223,1H,21,13,10,42,86,8.0,5.0,0.5116,0.4884,0.3953,0.2674,0.1905,0.5,0.66,False
2025,777842,622608,1H,22,17,16,33,88,6.0,9.0,0.625,0.375,0.4432,0.375,0.1818,0.5625,0.59,False
2025,777842,666200,1H,28,17,20,40,105,9.0,8.0,0.619,0.381,0.4286,0.3524,0.225,0.4,0.5,False
2025,777852,607536,1H,18,22,10,43,93,21.0,3.0,0.5376,0.4624,0.4301,0.3441,0.4884,0.3,0.5441,False
2025,777852,650911,1H,23,18,21,27,89,5.0,15.0,0.6966,0.3034,0.4607,0.4382,0.1852,0.7143,0.72,True
2025,777880,690953,1H,31,22,12,19,84,5.0,5.0,0.7738,0.2262,0.631,0.4048,0.2632,0.4167,0.55,False
2025,777880,694973,1H,29,18,26,29,102,8.0,15.0,0.7157,0.2843,0.4608,0.4314,0.2759,0.5769,0.54,False
2025,777894,554430,1H,30,23,14,30,97,7.0,7.0,0.6907,0.3093,0.5464,0.3814,0.2333,0.5,0.605,False
2025,777894,669387,1H,22,16,10,30,78,5.0,5.0,0.6154,0.3846,0.4872,0.3333,0.1667,0.5,0.6218,False
2025,777905,571760,1H,18,22,18,36,94,11.0,9.0,0.617,0.383,0.4255,0.4255,0.3056,0.5,0.6,False
2025,777905,624133,1H,22,23,22,31,98,10.0,10.0,0.6837,0.3163,0.4592,0.4592,0.3226,0.4545,0.5873,False
2025,777922,607200,1H,23,17,17,36,93,5.0,7.0,0.6129,0.3871,0.4301,0.3656,0.1389,0.4118,0.6,False
2025,777922,666200,1H,29,20,22,29,100,7.0,13.0,0.71,0.29,0.49,0.42,0.2414,0.5909,0.73,False
2025,777933,543243,1H,16,16,17,28,77,11.0,7.0,0.6364,0.3636,0.4156,0.4286,0.3929,0.4118,0.625,False
2025,777933,605400,1H,19,21,16,27,83,9.0,9.0,0.6747,0.3253,0.4819,0.4458,0.3333,0.5625,0.46,False
2025,777953,650911,1H,25,19,16,38,98,6.0,9.0,0.6122,0.3878,0.449,0.3571,0.1579,0.5625,0.6313,True
2025,777953,669461,1H,20,12,12,36,80,12.0,7.0,0.55,0.45,0.4,0.3,0.3333,0.5833,0.671,False
2025,777971,554430,1H,22,23,11,37,93,9.0,6.0,0.6022,0.3978,0.4839,0.3656,0.2432,0.5455,0.59,False
2025,777971,682847,1H,27,13,15,40,95,11.0,5.0,0.5789,0.4211,0.4211,0.2947,0.275,0.3333,0.7129,False
2025,777983,624133,1H,16,18,14,34,82,9.0,9.0,0.5854,0.4146,0.4146,0.3902,0.2647,0.6429,0.6353,False
2025,777983,676440,1H,32,19,14,31,96,4.0,7.0,0.6771,0.3229,0.5312,0.3438,0.129,0.5,0.59,False
2025,777997,605400,1H,21,17,16,33,87,8.0,9.0,0.6207,0.3793,0.4368,0.3793,0.2424,0.5625,0.64,False
2025,777997,668909,1H,19,21,14,44,98,8.0,6.0,0.551,0.449,0.4082,0.3571,0.1818,0.4286,0.686,False
2025,778005,666200,1H,32,22,12,39,105,6.0,6.0,0.6286,0.3714,0.5143,0.3238,0.1538,0.5,0.67,False
2025,778005,686752,1H,25,19,16,35,95,4.0,8.0,0.6316,0.3684,0.4632,0.3684,0.1143,0.5,0.6882,False
2025,778021,650911,1H,21,17,23,24,85,2.0,8.0,0.7176,0.2824,0.4471,0.4706,0.0833,0.3478,0.7392,True
2025,778021,669358,1H,31,15,10,27,83,7.0,8.0,0.6747,0.3253,0.5542,0.3012,0.2593,0.8,0.64,False
2025,778040,554430,1H,26,20,22,16,84,5.0,9.0,0.8095,0.1905,0.5476,0.5,0.3125,0.4091,0.62,False
2025,778040,656876,1H,20,22,12,32,86,8.0,4.0,0.6279,0.3721,0.4884,0.3953,0.25,0.3333,0.52,False
2025,778059,593958,1H,19,25,14,43,101,3.0,7.0,0.5743,0.4257,0.4356,0.3861,0.0698,0.5,0.59,False
2025,778059,624133,1H,21,16,14,31,82,8.0,5.0,0.622,0.378,0.4512,0.3659,0.2581,0.3571,0.64,False
2025,778078,605400,1H,21,17,27,44,109,11.0,15.0,0.5963,0.4037,0.3486,0.4037,0.25,0.5556,0.575,False
2025,778078,694297,1H,22,11,16,44,93,13.0,12.0,0.5269,0.4731,0.3548,0.2903,0.2955,0.75,0.64,False
2025,778086,518876,1H,11,17,11,21,60,5.0,7.0,0.65,0.35,0.4667,0.4667,0.2381,0.6364,0.52,False
2025,778086,666200,1H,27,15,19,34,95,7.0,10.0,0.6421,0.3579,0.4421,0.3579,0.2059,0.5263,0.64,False
2025,778099,592836,1H,24,18,13,30,85,7.0,5.0,0.6471,0.3529,0.4941,0.3647,0.2333,0.3846,0.475,False
2025,778099,695418,1H,21,17,9,22,69,4.0,5.0,0.6812,0.3188,0.5507,0.3768,0.1818,0.5556,0.685,False
2025,778118,650911,1H,30,10,11,36,87,4.0,5.0,0.5862,0.4138,0.4598,0.2414,0.1111,0.4545,0.6858,True
2025,778118,663623,1H,33,17,14,26,90,6.0,6.0,0.7111,0.2889,0.5556,0.3444,0.2308,0.4286,0.565,False
2025,778131,554430,1H,27,27,8,44,106,11.0,5.0,0.5849,0.4151,0.5094,0.3302,0.25,0.625,0.5814,False
2025,778131,669022,1H,26,11,16,43,96,14.0,8.0,0.5521,0.4479,0.3854,0.2812,0.3256,0.5,0.75,False
2025,778158,592791,1H,23,21,16,28,88,7.0,8.0,0.6818,0.3182,0.5,0.4205,0.25,0.5,0.59,False
2025,778158,605400,1H,24,21,20,34,99,14.0,13.0,0.6566,0.3434,0.4545,0.4141,0.4118,0.65,0.508,False
2025,778174,666200,1H,19,22,24,37,102,10.0,12.0,0.6373,0.3627,0.402,0.451,0.2703,0.5,0.72,False
2025,778174,676962,1H,24,14,9,33,80,11.0,2.0,0.5875,0.4125,0.475,0.2875,0.3333,0.2222,0.7112,False
2025,778182,592836,1H,21,17,12,36,86,6.0,7.0,0.5814,0.4186,0.4419,0.3372,0.1667,0.5833,0.5846,False
2025,778182,607067,1H,29,20,9,34,92,6.0,3.0,0.6304,0.3696,0.5326,0.3152,0.1765,0.3333,0.785,False
2025,778203,554430,1H,31,20,22,34,107,6.0,9.0,0.6822,0.3178,0.4766,0.3925,0.1765,0.4091,0.5374,False
2025,778203,656849,1H,27,18,18,26,89,6.0,10.0,0.7079,0.2921,0.5056,0.4045,0.2308,0.5556,0.46,False
2025,778223,650911,1H,15,10,7,26,58,5.0,3.0,0.5517,0.4483,0.431,0.2931,0.1923,0.4286,0.6734,True
2025,778223,656288,1H,21,20,11,32,84,10.0,5.0,0.619,0.381,0.4881,0.369,0.3125,0.4545,0.58,False
2025,778225,605400,1H,20,17,21,43,101,13.0,12.0,0.5743,0.4257,0.3663,0.3762,0.3023,0.5714,0.5323,False
2025,778225,656731,1H,24,20,15,33,92,8.0,2.0,0.6413,0.3587,0.4783,0.3804,0.2424,0.1333,0.61,False
2025,778248,666200,1H,29,21,9,29,88,9.0,1.0,0.6705,0.3295,0.5682,0.3409,0.3103,0.1111,0.77,False
2025,778248,687362,1H,23,16,13,39,91,9.0,6.0,0.5714,0.4286,0.4286,0.3187,0.2308,0.4615,0.5,False
2025,778252,592836,1H,12,11,9,24,56,3.0,5.0,0.5714,0.4286,0.4107,0.3571,0.125,0.5556,0.66,False
2025,778252,615698,1H,24,17,13,35,89,8.0,6.0,0.6067,0.3933,0.4607,0.3371,0.2286,0.4615,0.55,False
2025,778274,554430,1H,28,17,20,31,96,10.0,8.0,0.6771,0.3229,0.4688,0.3854,0.3226,0.4,0.56,False
2025,778274,645261,1H,20,12,8,21,61,3.0,3.0,0.6557,0.3443,0.5246,0.3279,0.1429,0.375,0.6339,False
2025,778279,650911,1H,24,15,22,36,97,14.0,12.0,0.6289,0.3711,0.4021,0.3814,0.3889,0.5455,0.755,True
2025,778279,663855,1H,28,22,15,40,105,8.0,3.0,0.619,0.381,0.4762,0.3524,0.2,0.2,0.6055,False
2025,778296,592662,1H,23,12,16,42,93,6.0,10.0,0.5484,0.4516,0.3763,0.3011,0.1429,0.625,0.575,False
2025,778296,605400,1H,25,28,11,35,99,7.0,6.0,0.6465,0.3535,0.5354,0.3939,0.2,0.5455,0.5,False
2025,778313,434378,1H,28,17,20,39,104,7.0,9.0,0.625,0.375,0.4327,0.3558,0.1795,0.45,0.54,False
2025,778313,666200,1H,26,14,12,38,90,9.0,8.0,0.5778,0.4222,0.4444,0.2889,0.2368,0.6667,0.485,False
2025,778320,592836,1H,26,24,16,33,99,5.0,7.0,0.6667,0.3333,0.5051,0.404,0.1515,0.4375,0.59,False
2025,778320,694738,1H,21,21,16,43,101,14.0,7.0,0.5743,0.4257,0.4158,0.3663,0.3256,0.4375,0.66,False
2025,778336,554430,1H,23,16,15,35,89,13.0,7.0,0.6067,0.3933,0.4382,0.3483,0.3714,0.4667,0.5532,False
2025,778336,669461,1H,22,15,18,33,88,10.0,8.0,0.625,0.375,0.4205,0.375,0.303,0.4444,0.7706,False
2025,778347,571945,1H,27,20,14,21,82,7.0,2.0,0.7439,0.2561,0.5732,0.4146,0.3333,0.1429,0.71,False
2025,778347,650911,1H,32,17,14,32,95,6.0,8.0,0.6632,0.3368,0.5158,0.3263,0.1875,0.5714,0.7,True
2025,778365,605400,1H,16,15,27,35,93,12.0,9.0,0.6237,0.3763,0.3333,0.4516,0.3429,0.3333,0.51,False
2025,778365,669467,1H,32,12,15,34,93,5.0,4.0,0.6344,0.3656,0.4731,0.2903,0.1471,0.2667,0.695,False
2025,778384,666200,1H,20,25,21,32,98,8.0,11.0,0.6735,0.3265,0.4592,0.4694,0.25,0.5238,0.5859,False
2025,778384,680885,1H,27,12,14,28,81,7.0,7.0,0.6543,0.3457,0.4815,0.321,0.25,0.5,0.63,False
2025,778393,592836,1H,27,18,13,36,94,4.0,5.0,0.617,0.383,0.4787,0.3298,0.1111,0.3846,0.6948,False
2025,778393,656550,1H,30,13,18,43,104,12.0,7.0,0.5865,0.4135,0.4135,0.2981,0.2791,0.3889,0.68,False
2025,778406,519242,1H,24,19,14,29,86,10.0,9.0,0.6628,0.3372,0.5,0.3837,0.3448,0.6429,0.6332,False
2025,778406,554430,1H,30,28,14,32,104,5.0,7.0,0.6923,0.3077,0.5577,0.4038,0.1562,0.5,0.56,False
2025,778434,607192,1H,19,8,11,22,60,2.0,1.0,0.6333,0.3667,0.45,0.3167,0.0909,0.0909,0.6552,False
2025,778434,650911,1H,24,19,17,28,88,6.0,10.0,0.6818,0.3182,0.4886,0.4091,0.2143,0.5882,0.6672,True
2025,778448,605400,1H,17,31,18,31,97,8.0,8.0,0.6804,0.3196,0.4948,0.5052,0.2581,0.4444,0.64,False
2025,778448,808963,1H,24,7,9,28,68,4.0,3.0,0.5882,0.4118,0.4559,0.2353,0.1429,0.3333,0.8436,False
2025,778459,666200,1H,23,17,20,35,95,8.0,10.0,0.6316,0.3684,0.4211,0.3895,0.2286,0.5,0.6708,False
2025,778459,808967,1H,28,18,16,35,97,7.0,3.0,0.6392,0.3608,0.4742,0.3505,0.2,0.1875,0.66,False
2025,778467,592836,1H,21,4,18,31,74,9.0,10.0,0.5811,0.4189,0.3378,0.2973,0.2903,0.5556,0.5532,False
2025,778467,622608,1H,25,16,23,28,92,7.0,9.0,0.6957,0.3043,0.4457,0.4239,0.25,0.3913,0.68,False
2025,778482,554430,1H,24,18,18,45,105,15.0,8.0,0.5714,0.4286,0.4,0.3429,0.3333,0.4444,0.67,False
2025,778482,607536,1H,28,16,16,30,90,12.0,8.0,0.6667,0.3333,0.4889,0.3556,0.4,0.5,0.7163,False
2025,778502,608566,1H,23,11,16,33,83,8.0,11.0,0.6024,0.3976,0.4096,0.3253,0.2424,0.6875,0.97,False
2025,778502,650911,1H,19,17,20,37,93,11.0,12.0,0.6022,0.3978,0.3871,0.3978,0.2973,0.6,0.59,True
2025,778526,605400,1H,22,22,9,42,95,13.0,4.0,0.5579,0.4421,0.4632,0.3263,0.3095,0.4444,0.61,False
2025,778526,680730,1H,34,16,16,27,93,6.0,9.0,0.7097,0.2903,0.5376,0.3441,0.2222,0.5625,0.62,False
2025,778535,663623,1H,28,16,11,28,83,4.0,4.0,0.6627,0.3373,0.5301,0.3253,0.1429,0.3636,0.5991,False
2025,778535,666200,1H,22,22,13,38,95,10.0,7.0,0.6,0.4,0.4632,0.3684,0.2632,0.5385,0.7446,False
2025,778555,554430,1H,31,24,14,28,97,8.0,4.0,0.7113,0.2887,0.567,0.3918,0.2857,0.2857,0.57,False
2025,778555,669022,1H,41,7,12,33,93,13.0,6.0,0.6452,0.3548,0.5161,0.2043,0.3939,0.5,0.56,False
2026,822683,650911,2H,27,14,22,35,98,4.0,12.0,0.6429,0.3571,0.4184,0.3673,0.1143,0.5455,0.605,True
2026,822683,800600,2H,23,21,14,30,88,8.0,5.0,0.6591,0.3409,0.5,0.3977,0.2667,0.3571,0.5029,False
2026,822717,650911,1H,18,24,15,35,92,11.0,8.0,0.6196,0.3804,0.4565,0.4239,0.3143,0.5333,0.5683,True
2026,822717,676917,1H,23,24,22,28,97,8.0,14.0,0.7113,0.2887,0.4845,0.4742,0.2857,0.6364,0.5458,False
2026,822718,666200,1H,26,21,12,45,104,16.0,5.0,0.5673,0.4327,0.4519,0.3173,0.3556,0.4167,0.6405,False
2026,822719,605400,1H,18,18,14,36,86,7.0,9.0,0.5814,0.4186,0.4186,0.3721,0.1944,0.6429,0.7388,False
2026,822719,687223,1H,10,10,14,24,58,8.0,8.0,0.5862,0.4138,0.3448,0.4138,0.3333,0.5714,0.6256,False
2026,822720,656492,1H,19,23,21,42,105,15.0,11.0,0.6,0.4,0.4,0.419,0.3571,0.5238,0.6048,False
2026,822804,453286,1H,23,11,18,30,82,6.0,11.0,0.6341,0.3659,0.4146,0.3537,0.2,0.6111,0.6146,False
2026,822804,666200,1H,18,21,23,34,96,7.0,11.0,0.6458,0.3542,0.4062,0.4583,0.2059,0.4783,0.5753,False
2026,822805,554430,1H,17,20,13,46,96,16.0,8.0,0.5208,0.4792,0.3854,0.3438,0.3478,0.6154,0.6295,False
2026,822805,656302,1H,26,12,12,43,93,16.0,6.0,0.5376,0.4624,0.4086,0.2581,0.3721,0.5,0.5395,False
2026,822806,571578,1H,10,13,12,44,79,12.0,8.0,0.443,0.557,0.2911,0.3165,0.2727,0.6667,0.7516,False
2026,822806,650911,1H,19,23,17,48,107,18.0,14.0,0.5514,0.4486,0.3925,0.3738,0.375,0.8235,0.6749,True
2026,823017,554430,2H,19,15,13,37,84,10.0,6.0,0.5595,0.4405,0.4048,0.3333,0.2703,0.4615,0.6002,False
2026,823017,681517,2H,26,14,11,30,81,9.0,7.0,0.6296,0.3704,0.4938,0.3086,0.3,0.6364,0.5526,False
2026,823018,690928,2H,16,18,17,46,97,12.0,10.0,0.5258,0.4742,0.3505,0.3608,0.2609,0.5882,0.5679,False
2026,823018,691725,2H,15,13,22,43,93,11.0,13.0,0.5376,0.4624,0.3011,0.3763,0.2558,0.5909,0.6242,False
2026,823019,650911,2H,10,21,17,41,89,12.0,11.0,0.5393,0.4607,0.3483,0.427,0.2927,0.6471,0.6905,True
2026,823019,669467,2H,27,10,16,44,97,9.0,7.0,0.5464,0.4536,0.3814,0.268,0.2045,0.4375,0.8714,False
2026,823096,666200,2H,23,18,23,40,104,5.0,12.0,0.6154,0.3846,0.3942,0.3942,0.125,0.5217,0.6323,False
2026,823096,693433,2H,28,14,9,25,76,7.0,5.0,0.6711,0.3289,0.5526,0.3026,0.28,0.5556,0.7033,False
2026,823097,554430,2H,19,21,21,42,103,13.0,8.0,0.5922,0.4078,0.3883,0.4078,0.3095,0.381,0.5985,False
2026,823097,669302,2H,27,24,19,32,102,4.0,6.0,0.6863,0.3137,0.5,0.4216,0.125,0.3158,0.6035,False
2026,823098,605400,2H,17,20,15,40,92,14.0,5.0,0.5652,0.4348,0.4022,0.3804,0.35,0.3333,0.6397,False
2026,823098,669923,2H,22,15,19,36,92,16.0,12.0,0.6087,0.3913,0.4022,0.3696,0.4444,0.6316,0.5043,False
2026,823234,605400,1H,26,10,13,35,84,6.0,5.0,0.5833,0.4167,0.4286,0.2738,0.1714,0.3846,0.5854,False
2026,823234,641816,1H,17,15,19,43,94,13.0,8.0,0.5426,0.4574,0.3404,0.3617,0.3023,0.4211,0.4526,False
2026,823235,592662,1H,31,15,13,50,109,15.0,7.0,0.5413,0.4587,0.422,0.2569,0.3,0.5385,0.5788,False
2026,823235,650911,1H,24,16,19,33,92,14.0,12.0,0.6413,0.3587,0.4348,0.3804,0.4242,0.6316,0.5496,True
2026,823237,605288,1H,10,25,22,32,89,12.0,9.0,0.6404,0.3596,0.3933,0.5281,0.375,0.4091,0.5614,False
2026,823237,691725,1H,20,16,18,36,90,9.0,8.0,0.6,0.4,0.4,0.3778,0.25,0.4444,0.5214,False
2026,823294,605400,1H,18,16,16,30,80,8.0,11.0,0.625,0.375,0.425,0.4,0.2667,0.6875,0.6527,False
2026,823294,681190,1H,23,21,19,36,99,5.0,13.0,0.6364,0.3636,0.4444,0.404,0.1389,0.6842,0.6891,False
2026,823295,621111,1H,16,11,5,26,58,5.0,2.0,0.5517,0.4483,0.4655,0.2759,0.1923,0.4,0.5874,False
2026,823295,650911,1H,22,20,28,30,100,9.0,11.0,0.7,0.3,0.42,0.48,0.3,0.3929,0.5582,True
2026,823296,656288,1H,25,12,16,44,97,12.0,7.0,0.5464,0.4536,0.3814,0.2887,0.2727,0.4375,0.6471,False
2026,823296,666200,1H,22,20,15,47,104,11.0,8.0,0.5481,0.4519,0.4038,0.3365,0.234,0.5333,0.6843,False
2026,823381,554430,1H,20,20,14,44,98,19.0,8.0,0.551,0.449,0.4082,0.3469,0.4318,0.5714,0.5616,False
2026,823381,694973,1H,25,12,16,39,92,9.0,8.0,0.5761,0.4239,0.4022,0.3043,0.2308,0.5,0.5926,False
2026,823382,650911,1H,31,23,11,43,108,12.0,7.0,0.6019,0.3981,0.5,0.3148,0.2791,0.6364,0.6139,True
2026,823382,696149,1H,25,8,9,31,73,1.0,6.0,0.5753,0.4247,0.4521,0.2329,0.0323,0.6667,0.4963,False
2026,823384,605400,1H,20,13,20,27,80,4.0,6.0,0.6625,0.3375,0.4125,0.4125,0.1481,0.3,0.5886,False
2026,823384,677952,1H,28,21,19,32,100,16.0,12.0,0.68,0.32,0.49,0.4,0.5,0.6316,0.5148,False
2026,823413,554430,2H,22,19,19,50,110,13.0,14.0,0.5455,0.4545,0.3727,0.3455,0.26,0.7368,0.7992,False
2026,823413,664299,2H,17,10,16,36,79,16.0,11.0,0.5443,0.4557,0.3418,0.3291,0.4444,0.6875,0.6409,False
2026,823414,669713,2H,24,17,15,26,82,7.0,11.0,0.6829,0.3171,0.5,0.3902,0.2692,0.7333,0.7,False
2026,823414,691725,2H,21,20,11,46,98,17.0,9.0,0.5306,0.4694,0.4184,0.3163,0.3696,0.8182,0.6117,False
2026,823415,656550,2H,21,16,16,36,89,9.0,8.0,0.5955,0.4045,0.4157,0.3596,0.25,0.5,0.6452,False
2026,823415,666200,2H,28,13,20,48,109,20.0,12.0,0.5596,0.4404,0.3761,0.3028,0.4167,0.6,0.6651,False
2026,823416,650911,2H,24,14,13,30,81,9.0,6.0,0.6296,0.3704,0.4691,0.3333,0.3,0.4615,0.6225,True
2026,823416,686613,2H,24,14,21,31,90,8.0,9.0,0.6556,0.3444,0.4222,0.3889,0.2581,0.4286,0.662,False
2026,823417,605400,2H,27,11,10,45,93,19.0,8.0,0.5161,0.4839,0.4086,0.2258,0.4222,0.8,0.6339,False
2026,823417,641816,2H,25,14,18,37,94,14.0,8.0,0.6064,0.3936,0.4149,0.3404,0.3784,0.4444,0.5525,False
2026,823418,519242,2H,30,17,12,44,103,13.0,7.0,0.5728,0.4272,0.4563,0.2816,0.2955,0.5833,0.6634,False
2026,823418,650911,2H,26,18,16,48,108,13.0,9.0,0.5556,0.4444,0.4074,0.3148,0.2708,0.5625,0.5622,True
2026,823419,527048,2H,15,21,12,35,83,5.0,6.0,0.5783,0.4217,0.4337,0.3976,0.1429,0.5,0.5545,False
2026,823419,554430,2H,17,17,24,37,95,13.0,14.0,0.6105,0.3895,0.3579,0.4316,0.3514,0.5833,0.6611,False
2026,823420,666200,2H,24,19,16,51,110,15.0,6.0,0.5364,0.4636,0.3909,0.3182,0.2941,0.375,0.6567,False
2026,823420,690928,2H,17,11,16,34,78,5.0,10.0,0.5641,0.4359,0.359,0.3462,0.1471,0.625,0.6051,False
2026,823421,650911,2H,26,28,15,34,103,9.0,8.0,0.6699,0.3301,0.5243,0.4175,0.2647,0.5333,0.6683,True
2026,823421,681517,2H,13,14,8,28,63,5.0,4.0,0.5556,0.4444,0.4286,0.3492,0.1786,0.5,0.8756,False
2026,823422,687273,2H,25,20,19,35,99,11.0,9.0,0.6465,0.3535,0.4545,0.3939,0.3143,0.4737,0.7435,False
2026,823422,691725,2H,23,19,19,42,103,18.0,10.0,0.5922,0.4078,0.4078,0.3689,0.4286,0.5263,0.7216,False
2026,823423,554430,2H,28,15,13,42,98,7.0,6.0,0.5714,0.4286,0.4388,0.2857,0.1667,0.4615,0.6595,False
2026,823424,605400,2H,24,16,15,45,100,19.0,6.0,0.55,0.45,0.4,0.31,0.4222,0.4,0.6004,False
2026,823424,645261,2H,26,20,16,35,97,9.0,9.0,0.6392,0.3608,0.4742,0.3711,0.2571,0.5625,0.5246,False
2026,823425,666200,2H,28,15,18,39,100,17.0,7.0,0.61,0.39,0.43,0.33,0.4359,0.3889,0.9818,False
2026,823425,669456,2H,16,11,17,53,97,12.0,6.0,0.4536,0.5464,0.2784,0.2887,0.2264,0.3529,0.5066,False
2026,823426,453286,2H,23,10,18,33,84,13.0,9.0,0.6071,0.3929,0.3929,0.3333,0.3939,0.5,0.5643,False
2026,823426,605400,2H,20,18,18,41,97,10.0,8.0,0.5773,0.4227,0.3918,0.3711,0.2439,0.4444,0.4769,False
2026,823427,650911,2H,23,19,9,39,90,8.0,4.0,0.5667,0.4333,0.4667,0.3111,0.2051,0.4444,0.6424,True
2026,823427,676083,2H,21,21,15,31,88,4.0,10.0,0.6477,0.3523,0.4773,0.4091,0.129,0.6667,0.7045,False
2026,823428,554430,2H,12,22,20,62,116,23.0,10.0,0.4655,0.5345,0.2931,0.3621,0.371,0.5,0.5862,False
2026,823428,667755,2H,20,10,12,52,94,20.0,10.0,0.4468,0.5532,0.3191,0.234,0.3846,0.8333,0.6683,False
2026,823429,663623,2H,17,22,16,28,83,4.0,9.0,0.6627,0.3373,0.4699,0.4578,0.1429,0.5625,0.7404,False
2026,823429,691725,2H,6,11,11,35,63,13.0,7.0,0.4444,0.5556,0.2698,0.3492,0.3714,0.6364,0.5611,False
2026,823430,571945,2H,30,13,16,34,93,6.0,8.0,0.6344,0.3656,0.4624,0.3118,0.1765,0.5,0.7282,False
2026,823430,650911,2H,28,14,15,41,98,6.0,4.0,0.5816,0.4184,0.4286,0.2959,0.1463,0.2667,0.6085,True
2026,823431,605400,2H,13,20,19,45,97,15.0,11.0,0.5361,0.4639,0.3402,0.4021,0.3333,0.5789,0.5714,False
2026,823431,674841,2H,21,10,12,38,81,9.0,6.0,0.5309,0.4691,0.3827,0.2716,0.2368,0.5,0.7979,False
2026,823432,666200,2H,31,13,19,35,98,11.0,8.0,0.6429,0.3571,0.449,0.3265,0.3143,0.4211,0.713,False
2026,823433,650911,2H,21,24,16,40,101,12.0,7.0,0.604,0.396,0.4455,0.396,0.3,0.4375,0.7362,True
2026,823433,701542,2H,16,7,17,28,68,6.0,5.0,0.5882,0.4118,0.3382,0.3529,0.2143,0.2941,0.6973,False
2026,823434,666200,2H,28,16,20,41,105,10.0,14.0,0.6095,0.3905,0.419,0.3429,0.2439,0.7,0.6894,False
2026,823434,693645,2H,20,24,15,40,99,13.0,9.0,0.596,0.404,0.4444,0.3939,0.325,0.6,0.6582,False
2026,823435,677960,2H,21,14,21,41,97,16.0,10.0,0.5773,0.4227,0.3608,0.3608,0.3902,0.4762,0.6722,False
2026,823436,650911,2H,19,16,15,49,99,17.0,9.0,0.5051,0.4949,0.3535,0.3131,0.3469,0.6,0.595,True
2026,823436,686218,2H,23,15,8,41,87,16.0,2.0,0.5287,0.4713,0.4368,0.2644,0.3902,0.25,0.86,False
2026,823437,554430,2H,16,29,8,40,93,12.0,5.0,0.5699,0.4301,0.4839,0.3978,0.3,0.625,0.6369,False
2026,823437,680736,2H,23,17,14,35,89,9.0,9.0,0.6067,0.3933,0.4494,0.3483,0.2571,0.6429,0.6479,False
2026,823438,605400,2H,13,25,15,32,85,7.0,4.0,0.6235,0.3765,0.4471,0.4706,0.2188,0.2667,0.7511,False
2026,823438,641778,2H,19,19,11,42,91,15.0,7.0,0.5385,0.4615,0.4176,0.3297,0.3571,0.6364,0.4828,False
2026,823439,660604,2H,32,14,12,33,91,10.0,7.0,0.6374,0.3626,0.5055,0.2857,0.303,0.5833,0.533,False
2026,823439,690997,2H,20,19,13,41,93,16.0,4.0,0.5591,0.4409,0.4194,0.3441,0.3902,0.3077,0.6271,False
2026,823440,605400,2H,15,16,16,50,97,18.0,10.0,0.4845,0.5155,0.3196,0.3299,0.36,0.625,0.513,False
2026,823440,681035,2H,25,12,14,28,79,10.0,7.0,0.6456,0.3544,0.4684,0.3291,0.3571,0.5,0.5986,False
2026,823441,640455,2H,24,18,16,41,99,13.0,9.0,0.5859,0.4141,0.4242,0.3434,0.3171,0.5625,0.8159,False
2026,823441,666200,2H,22,19,12,37,90,9.0,5.0,0.5889,0.4111,0.4556,0.3444,0.2432,0.4167,0.6057,False
2026,823442,660604,1H,24,17,10,39,90,6.0,9.0,0.5667,0.4333,0.4556,0.3,0.1538,0.9,0.5903,False
2026,823442,683003,1H,14,13,13,33,73,5.0,7.0,0.5479,0.4521,0.3699,0.3562,0.1515,0.5385,0.5641,False
