game_year,half,month,game_date,stand,pitch_name,plate_x,plate_z,sz_top,sz_bot,region,is_swing,balls,strikes,pitch_number,pa_end,walk,in_zone_attr,whiff
2025,2H,9,2025-09-28,L,Sinker,-0.1,1.78,3.37,1.57,edge_in,1,2.0,2.0,5.0,1,0,1,1
2025,2H,9,2025-09-28,L,Sinker,-1.58,0.66,3.41,1.59,beyond,0,1.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-28,L,Slider,-0.44,1.29,3.37,1.57,beyond,1,1.0,1.0,3.0,0,0,0,1
2025,2H,9,2025-09-28,L,Sinker,-0.24,1.49,3.37,1.57,edge_out,1,1.0,0.0,2.0,0,0,1,1
2025,2H,9,2025-09-28,L,Sinker,-1.29,1.31,3.42,1.58,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-28,R,Sinker,-0.3,2.28,3.18,1.46,heart,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-28,L,Changeup,-0.88,0.69,3.34,1.57,beyond,1,2.0,2.0,5.0,1,0,0,1
2025,2H,9,2025-09-28,L,Sinker,-0.44,1.76,3.34,1.48,heart,0,2.0,1.0,4.0,0,0,1,0
2025,2H,9,2025-09-28,L,Sinker,0.37,0.97,3.34,1.51,beyond,0,1.0,1.0,3.0,0,0,0,0
2025,2H,9,2025-09-28,L,Slider,-0.34,2.18,3.34,1.57,heart,1,1.0,0.0,2.0,0,0,1,1
2025,2H,9,2025-09-28,L,Sinker,0.75,1.55,3.37,1.64,edge_out,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,1.54,2.56,3.97,1.89,beyond,1,1.0,2.0,4.0,1,0,0,1
2025,2H,9,2025-09-28,R,Changeup,1.41,0.94,3.83,1.85,beyond,0,0.0,2.0,3.0,0,0,0,0
2025,2H,9,2025-09-28,R,Sinker,0.7,1.91,4.09,1.92,edge_out,0,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.38,2.36,3.97,1.89,heart,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,0.59,2.13,3.33,1.58,edge_in,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-28,L,Changeup,-0.33,0.69,3.59,1.71,beyond,1,2.0,2.0,5.0,1,0,0,1
2025,2H,9,2025-09-28,L,Changeup,-0.92,0.66,3.49,1.6,beyond,0,1.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-28,L,Sinker,0.61,1.91,3.59,1.71,edge_in,1,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-28,L,Slider,-0.95,1.17,3.59,1.71,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-28,L,Slider,-0.63,1.65,3.48,1.71,edge_out,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,1.17,1.86,3.53,1.71,beyond,1,0.0,1.0,2.0,1,0,0,0
2025,2H,9,2025-09-28,R,Sinker,0.11,2.05,3.57,1.71,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,0.6,2.22,3.36,1.61,edge_in,1,0.0,2.0,3.0,1,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.41,2.57,3.45,1.72,heart,0,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,0.57,2.22,3.5,1.74,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.76,1.69,3.39,1.62,edge_in,1,1.0,0.0,2.0,1,0,1,0
2025,2H,9,2025-09-28,R,Sinker,1.38,2.78,3.31,1.62,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-28,L,Sinker,0.45,2.31,3.37,1.57,heart,1,3.0,2.0,7.0,1,0,1,1
2025,2H,9,2025-09-28,L,Changeup,-1.08,1.8,3.44,1.57,beyond,0,2.0,2.0,6.0,0,0,0,0
2025,2H,9,2025-09-28,L,Sinker,0.02,2.45,3.37,1.57,heart,1,2.0,2.0,5.0,0,0,1,0
2025,2H,9,2025-09-28,L,Sinker,-0.83,1.25,3.43,1.61,beyond,0,1.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-28,L,Sinker,0.14,2.3,3.37,1.57,heart,1,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-28,L,Slider,-0.86,1.41,3.37,1.57,edge_out,1,1.0,0.0,2.0,0,0,0,1
2025,2H,9,2025-09-28,L,Sinker,-0.43,1.31,3.48,1.61,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-28,R,Changeup,0.22,2.62,3.18,1.46,heart,1,2.0,1.0,4.0,1,0,1,0
2025,2H,9,2025-09-28,R,Changeup,-1.26,0.57,3.18,1.46,beyond,0,1.0,1.0,3.0,0,0,0,0
2025,2H,9,2025-09-28,R,Sinker,0.06,1.62,3.18,1.45,edge_in,0,1.0,0.0,2.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,-1.64,1.08,3.12,1.41,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-28,L,Slider,-0.27,1.84,3.34,1.57,heart,1,0.0,2.0,3.0,1,0,1,0
2025,2H,9,2025-09-28,L,Sinker,0.06,2.02,3.39,1.6,heart,0,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-28,L,Slider,0.46,2.59,3.47,1.57,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,0.98,1.62,3.97,1.89,beyond,1,0.0,2.0,3.0,1,0,0,1
2025,2H,9,2025-09-28,R,Changeup,1.75,2.53,3.97,1.89,beyond,1,0.0,1.0,2.0,0,0,0,1
2025,2H,9,2025-09-28,R,Sinker,-0.46,2.95,3.97,1.89,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.17,2.21,3.33,1.58,heart,1,0.0,2.0,4.0,1,0,1,0
2025,2H,9,2025-09-28,R,Changeup,0.85,1.38,3.33,1.58,edge_out,1,0.0,2.0,3.0,0,0,0,0
2025,2H,9,2025-09-28,R,Changeup,1.03,2.05,3.33,1.58,edge_out,1,0.0,1.0,2.0,0,0,0,1
2025,2H,9,2025-09-28,R,Slider,1.08,2.58,3.27,1.47,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-28,L,Changeup,1.3,1.58,3.59,1.71,beyond,1,0.0,2.0,3.0,1,0,0,1
2025,2H,9,2025-09-28,L,Sinker,0.2,2.06,3.59,1.71,heart,1,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-28,L,Sinker,1.47,2.53,3.59,1.71,beyond,1,0.0,0.0,1.0,0,0,0,1
2025,2H,9,2025-09-28,R,Changeup,-0.01,2.07,3.53,1.71,heart,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.37,1.61,3.36,1.61,edge_in,1,0.0,1.0,2.0,1,0,1,0
2025,2H,9,2025-09-28,R,Sinker,-0.52,2.08,3.44,1.71,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-28,R,Changeup,0.65,1.45,3.39,1.62,edge_out,1,0.0,2.0,5.0,1,0,0,1
2025,2H,9,2025-09-28,R,Changeup,-0.34,1.99,3.39,1.62,heart,1,0.0,2.0,4.0,0,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.43,2.46,3.39,1.62,heart,1,0.0,2.0,3.0,0,0,1,0
2025,2H,9,2025-09-28,R,Sinker,0.6,2.79,3.39,1.62,edge_in,1,0.0,1.0,2.0,0,0,1,1
2025,2H,9,2025-09-28,R,Sinker,1.34,1.92,3.39,1.62,beyond,1,0.0,0.0,1.0,0,0,0,1
2025,2H,9,2025-09-23,R,Changeup,1.05,1.4,3.21,1.45,edge_out,1,2.0,2.0,6.0,1,0,0,0
2025,2H,9,2025-09-23,R,Changeup,1.05,1.49,3.17,1.49,edge_out,0,1.0,2.0,5.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-1.04,2.98,3.16,1.5,edge_out,0,0.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,0.01,2.61,3.21,1.45,heart,1,0.0,2.0,3.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,0.34,1.67,3.21,1.45,edge_in,1,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.67,2.66,3.21,1.45,edge_in,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.3,3.36,3.21,1.46,edge_out,1,2.0,2.0,7.0,1,0,0,1
2025,2H,9,2025-09-23,R,Slider,0.37,2.19,3.21,1.46,heart,1,2.0,2.0,6.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-0.7,1.85,3.21,1.46,edge_in,1,2.0,2.0,5.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.95,2.26,3.17,1.48,edge_out,0,2.0,1.0,4.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-0.93,2.88,3.2,1.54,edge_out,0,1.0,1.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,-0.3,3.11,3.15,1.54,edge_in,0,1.0,0.0,2.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-0.31,1.52,3.28,1.65,edge_out,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,1.06,2.29,3.23,1.5,edge_out,1,2.0,2.0,5.0,1,0,0,0
2025,2H,9,2025-09-23,R,Changeup,-0.06,1.84,3.23,1.5,heart,1,2.0,1.0,4.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-0.04,3.42,3.23,1.52,edge_out,0,1.0,1.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-1.34,1.59,3.18,1.47,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-0.95,1.89,3.15,1.5,edge_out,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-23,L,Slider,-0.37,2.11,3.32,1.51,heart,1,0.0,1.0,2.0,1,0,1,0
2025,2H,9,2025-09-23,L,Sinker,-0.69,2.12,3.38,1.62,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.53,2.81,3.15,1.43,heart,1,3.0,0.0,4.0,1,0,1,0
2025,2H,9,2025-09-23,R,Sinker,1.02,3.25,3.17,1.46,edge_out,0,2.0,0.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,1.38,3.02,3.22,1.48,beyond,0,1.0,0.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,1.22,1.73,3.17,1.46,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-23,R,Slider,0.35,1.96,3.35,1.6,heart,1,0.0,1.0,2.0,1,0,1,0
2025,2H,9,2025-09-23,R,Changeup,0.36,2.31,3.19,1.61,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,0.35,1.5,3.36,1.54,edge_out,1,0.0,2.0,3.0,1,0,1,1
2025,2H,9,2025-09-23,R,Changeup,0.18,1.53,3.36,1.54,edge_out,1,0.0,1.0,2.0,0,0,1,1
2025,2H,9,2025-09-23,R,Slider,0.28,2.37,3.31,1.6,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,L,Slider,-0.52,1.98,3.54,1.68,heart,1,2.0,2.0,6.0,1,0,1,0
2025,2H,9,2025-09-23,L,Sinker,0.18,3.0,3.54,1.68,heart,1,2.0,2.0,5.0,0,0,1,0
2025,2H,9,2025-09-23,L,Changeup,1.44,1.86,3.65,1.69,beyond,0,1.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-23,L,Slider,-1.46,2.33,3.57,1.56,beyond,0,0.0,2.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,L,Slider,-0.62,1.77,3.54,1.68,edge_in,1,0.0,1.0,2.0,0,0,1,1
2025,2H,9,2025-09-23,L,Sinker,-0.25,1.73,3.57,1.62,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-0.28,2.49,3.42,1.57,heart,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.04,1.51,3.21,1.45,edge_in,1,1.0,1.0,3.0,1,0,1,0
2025,2H,9,2025-09-23,R,Changeup,0.63,0.17,3.3,1.56,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,-0.02,1.19,3.21,1.45,beyond,1,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,-0.46,2.18,3.21,1.46,heart,1,1.0,1.0,3.0,1,0,1,0
2025,2H,9,2025-09-23,R,Changeup,-0.07,0.89,3.22,1.49,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Slider,-0.05,2.81,3.21,1.46,heart,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,0.49,1.54,3.23,1.5,edge_in,1,0.0,2.0,3.0,1,0,1,1
2025,2H,9,2025-09-23,R,Sinker,-0.89,2.24,3.13,1.52,edge_out,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,-0.12,1.96,3.23,1.5,heart,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,L,Sinker,0.83,2.83,3.32,1.51,edge_in,1,2.0,1.0,4.0,1,0,0,0
2025,2H,9,2025-09-23,L,Sinker,0.5,2.19,3.32,1.51,heart,1,2.0,0.0,3.0,0,0,1,0
2025,2H,9,2025-09-23,L,Slider,-1.13,0.57,3.2,1.55,beyond,0,1.0,0.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,L,Slider,-1.94,1.33,3.14,1.55,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,0.17,2.09,3.15,1.43,heart,1,2.0,2.0,7.0,1,0,1,1
2025,2H,9,2025-09-23,R,Slider,-0.08,1.93,3.15,1.43,heart,1,2.0,2.0,6.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-0.54,3.26,3.15,1.43,edge_out,1,2.0,2.0,5.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,-1.22,1.26,3.15,1.43,beyond,1,2.0,1.0,4.0,0,0,0,1
2025,2H,9,2025-09-23,R,Slider,-0.89,0.81,3.1,1.4,beyond,0,1.0,1.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-2.74,2.07,3.11,1.54,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-0.38,2.47,3.15,1.43,heart,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,-0.39,1.14,3.35,1.6,beyond,1,0.0,2.0,3.0,1,0,0,0
2025,2H,9,2025-09-23,R,Slider,-0.81,1.61,3.35,1.6,edge_in,1,0.0,1.0,2.0,0,0,1,1
2025,2H,9,2025-09-23,R,Sinker,-0.49,2.49,3.35,1.6,heart,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Slider,0.72,1.76,3.36,1.54,edge_in,1,0.0,1.0,2.0,1,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.8,2.69,3.37,1.53,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,L,Slider,-1.22,2.56,3.54,1.68,beyond,1,0.0,2.0,3.0,1,0,0,1
2025,2H,9,2025-09-23,L,Slider,-0.81,2.37,3.54,1.68,edge_in,1,0.0,1.0,2.0,0,0,1,1
2025,2H,9,2025-09-23,L,Sinker,0.69,3.45,3.54,1.68,edge_in,1,0.0,0.0,1.0,0,0,1,1
2025,2H,9,2025-09-23,R,Changeup,1.16,1.96,3.42,1.57,beyond,1,1.0,2.0,4.0,1,0,0,0
2025,2H,9,2025-09-23,R,Changeup,0.31,-0.04,3.39,1.57,beyond,0,0.0,2.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,0.15,1.25,3.42,1.57,beyond,1,0.0,1.0,2.0,0,0,0,1
2025,2H,9,2025-09-23,R,Sinker,-0.14,2.3,3.42,1.57,heart,1,0.0,0.0,1.0,0,0,1,1
2025,2H,9,2025-09-23,R,Sinker,0.58,1.81,3.21,1.45,heart,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.87,2.27,3.21,1.46,edge_out,1,2.0,2.0,7.0,1,0,0,0
2025,2H,9,2025-09-23,R,Changeup,-0.33,0.47,3.13,1.53,beyond,0,1.0,2.0,6.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,1.06,2.59,3.21,1.46,edge_out,1,1.0,2.0,5.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,0.05,2.08,3.21,1.46,heart,1,1.0,2.0,4.0,0,0,1,0
2025,2H,9,2025-09-23,R,Slider,0.96,3.33,3.18,1.5,edge_out,0,0.0,2.0,3.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,0.33,2.69,3.21,1.46,heart,1,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.39,1.42,3.32,1.51,edge_out,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,0.27,2.31,3.23,1.5,heart,1,2.0,0.0,3.0,1,0,1,0
2025,2H,9,2025-09-23,R,Changeup,-0.03,1.26,3.22,1.54,beyond,0,1.0,0.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,0.32,0.51,3.17,1.52,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-23,L,Sinker,0.5,2.65,3.32,1.51,heart,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-1.09,2.01,3.08,1.4,beyond,0,3.0,2.0,8.0,1,1,0,0
2025,2H,9,2025-09-23,R,Slider,-1.49,0.79,3.13,1.53,beyond,0,2.0,2.0,7.0,0,0,0,0
2025,2H,9,2025-09-23,R,Sinker,-0.78,2.43,3.15,1.43,edge_in,1,2.0,2.0,6.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,2.19,1.75,3.1,1.47,beyond,0,1.0,2.0,5.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,1.79,1.99,3.07,1.39,beyond,0,0.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-23,R,Changeup,0.61,1.51,3.15,1.43,edge_in,1,0.0,2.0,3.0,0,0,1,0
2025,2H,9,2025-09-23,R,Sinker,-0.9,2.15,3.09,1.42,edge_out,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-23,R,Slider,0.59,2.45,3.15,1.42,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-23,R,Changeup,1.27,1.42,3.35,1.6,beyond,1,0.0,2.0,3.0,1,0,0,1
2025,2H,9,2025-09-23,R,Changeup,1.36,1.92,3.35,1.6,beyond,1,0.0,1.0,2.0,0,0,0,1
2025,2H,9,2025-09-23,R,Sinker,-0.09,2.24,3.38,1.65,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Slider,-1.1,0.99,3.3,1.62,beyond,1,0.0,2.0,5.0,1,0,0,1
2025,2H,9,2025-09-16,R,Sinker,-0.16,2.97,3.3,1.62,heart,1,0.0,2.0,4.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.27,2.47,3.3,1.62,heart,1,0.0,2.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.11,2.64,3.3,1.62,heart,1,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.62,2.63,3.33,1.62,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.2,1.72,3.41,1.67,edge_in,1,1.0,2.0,4.0,1,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.43,2.53,3.41,1.67,heart,1,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.03,2.43,3.41,1.67,heart,1,1.0,0.0,2.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.69,1.19,3.54,1.67,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,0.68,1.9,3.48,1.6,edge_in,1,2.0,1.0,4.0,1,0,1,0
2025,2H,9,2025-09-16,R,Changeup,0.54,1.6,3.45,1.61,edge_out,0,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.92,4.14,3.51,1.6,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,-0.22,2.04,3.54,1.6,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.29,1.32,3.42,1.64,beyond,1,3.0,2.0,6.0,1,0,0,0
2025,2H,9,2025-09-16,R,Sinker,-1.12,1.82,3.33,1.64,beyond,0,2.0,2.0,5.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,0.85,2.21,3.42,1.64,edge_out,1,2.0,1.0,4.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,0.67,3.22,3.37,1.59,edge_in,0,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Changeup,0.68,1.22,3.41,1.64,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-16,R,Slider,-0.01,2.69,3.39,1.64,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.64,2.59,3.38,1.53,edge_in,1,1.0,1.0,3.0,1,0,1,0
2025,2H,9,2025-09-16,R,Changeup,1.23,2.48,3.35,1.53,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,0.74,2.8,3.38,1.53,edge_in,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,L,Sinker,1.11,2.86,3.69,1.76,beyond,1,1.0,2.0,5.0,1,0,0,0
2025,2H,9,2025-09-16,L,Slider,-0.11,2.59,3.69,1.76,heart,1,1.0,2.0,4.0,0,0,1,0
2025,2H,9,2025-09-16,L,Sinker,0.74,2.58,3.69,1.76,edge_in,1,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,L,Sinker,0.07,1.73,3.7,1.76,edge_out,0,1.0,0.0,2.0,0,0,1,0
2025,2H,9,2025-09-16,L,Sinker,-0.03,3.66,3.69,1.76,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.48,2.44,3.47,1.61,heart,1,0.0,2.0,3.0,1,0,1,0
2025,2H,9,2025-09-16,R,Changeup,0.51,1.99,3.47,1.61,heart,1,0.0,1.0,2.0,0,0,1,1
2025,2H,9,2025-09-16,R,Slider,0.22,1.12,3.47,1.61,beyond,1,0.0,0.0,1.0,0,0,0,1
2025,2H,9,2025-09-16,R,Sinker,-0.02,2.3,3.18,1.53,heart,1,2.0,2.0,5.0,1,0,1,0
2025,2H,9,2025-09-16,R,Sinker,0.94,1.85,3.18,1.53,edge_out,1,2.0,1.0,4.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,0.44,2.42,3.18,1.53,heart,1,2.0,0.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Changeup,0.51,1.18,3.24,1.53,beyond,0,1.0,0.0,2.0,0,0,0,0
2025,2H,9,2025-09-16,R,Changeup,0.31,0.38,3.23,1.53,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-16,L,Sinker,-0.08,2.14,3.53,1.62,heart,1,1.0,2.0,4.0,1,0,1,1
2025,2H,9,2025-09-16,L,Changeup,0.97,2.29,3.53,1.62,edge_out,1,1.0,1.0,3.0,0,0,0,1
2025,2H,9,2025-09-16,L,Slider,-0.65,1.82,3.46,1.62,edge_in,0,1.0,0.0,2.0,0,0,1,0
2025,2H,9,2025-09-16,L,Slider,-1.13,0.89,3.46,1.62,beyond,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-16,L,Sinker,-0.29,2.59,3.2,1.43,heart,1,2.0,1.0,4.0,1,0,1,0
2025,2H,9,2025-09-16,L,Slider,-1.83,0.92,3.2,1.43,beyond,0,1.0,1.0,3.0,0,0,0,0
2025,2H,9,2025-09-16,L,Slider,-1.09,1.65,3.2,1.43,beyond,1,1.0,0.0,2.0,0,0,0,1
2025,2H,9,2025-09-16,L,Sinker,-0.49,1.3,3.19,1.43,edge_out,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-16,R,Slider,-0.62,2.23,3.41,1.67,edge_in,1,0.0,0.0,1.0,1,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.51,3.17,3.48,1.6,heart,1,0.0,2.0,3.0,1,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.17,2.77,3.48,1.6,heart,1,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.48,2.91,3.71,1.6,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.36,2.05,3.35,1.64,heart,0,1.0,2.0,4.0,1,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.45,2.74,3.44,1.61,heart,0,1.0,1.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Changeup,1.21,1.43,3.44,1.64,beyond,0,0.0,1.0,2.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,-0.16,2.45,3.46,1.64,heart,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.1,1.8,3.38,1.53,heart,1,1.0,2.0,6.0,1,0,1,0
2025,2H,9,2025-09-16,R,Changeup,0.69,1.64,3.38,1.53,edge_in,1,1.0,2.0,5.0,0,0,1,0
2025,2H,9,2025-09-16,R,Changeup,-0.41,0.56,3.35,1.53,beyond,0,0.0,2.0,4.0,0,0,0,0
2025,2H,9,2025-09-16,R,Slider,-0.94,1.5,3.38,1.53,edge_out,1,0.0,2.0,3.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,-0.44,2.46,3.32,1.53,heart,0,0.0,1.0,2.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.11,1.98,3.38,1.53,heart,1,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,L,Sinker,1.03,3.27,3.69,1.76,edge_out,1,1.0,1.0,3.0,1,0,0,0
2025,2H,9,2025-09-16,L,Slider,0.11,3.08,3.69,1.76,heart,1,1.0,0.0,2.0,0,0,1,1
2025,2H,9,2025-09-16,L,Sinker,0.99,3.21,3.75,1.82,edge_out,0,0.0,0.0,1.0,0,0,0,0
2025,2H,9,2025-09-16,R,Sinker,-0.06,3.41,3.47,1.61,edge_in,1,0.0,2.0,4.0,1,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.51,2.67,3.47,1.61,heart,1,0.0,2.0,3.0,0,0,1,0
2025,2H,9,2025-09-16,R,Changeup,0.95,1.27,3.47,1.61,beyond,1,0.0,1.0,2.0,0,0,0,1
2025,2H,9,2025-09-16,R,Changeup,0.66,1.81,3.5,1.61,edge_in,0,0.0,0.0,1.0,0,0,1,0
2025,2H,9,2025-09-16,R,Sinker,-0.02,1.86,3.18,1.53,heart,1,1.0,1.0,3.0,1,0,1,0
