pitcher,pitcher_name,name_tier,name_display
518774,Matt Harvey,T2_des,Matt Harvey
447714,Eric O'Flaherty,T2_des,Eric O'Flaherty
448306,James Shields,T2_des,James Shields
628333,Odrisamer Despaigne,T2_des,Odrisamer Despaigne
607067,"Rea, Colin",T1_keyed,Colin Rea
276542,"Benoit, Joaquín",T1_keyed,Joaquín Benoit
518875,Shawn Kelley,T2_des,Shawn Kelley
534812,,UNRESOLVED,MLBAM 534812
453178,"Kennedy, Ian",T1_keyed,Ian Kennedy
519240,Marc Rzepczynski,T2_des,Marc Rzepczynski
502032,Bud Norris,T2_des,Bud Norris
592789,"Syndergaard, Noah",T1_keyed,Noah Syndergaard
594798,"deGrom, Jacob",T1_keyed,Jacob deGrom
572309,,UNRESOLVED,MLBAM 572309
449170,,UNRESOLVED,MLBAM 449170
543272,"Hand, Brad",T1_keyed,Brad Hand
543518,Scott McGough,T2_des,Scott McGough
279824,Mark Buehrle,T2_des,Mark Buehrle
544759,,UNRESOLVED,MLBAM 544759
521230,Liam Hendriks,T2_des,Liam Hendriks
450275,Mark Lowe,T2_des,Mark Lowe
285079,R.  A,T2_des,R.  A
446399,,UNRESOLVED,MLBAM 446399
592717,Aaron Sanchez,T2_des,Aaron Sanchez
532077,Roberto Osuna,T2_des,Roberto Osuna
115629,,UNRESOLVED,MLBAM 115629
543380,Taylor Jungmann,T2_des,Taylor Jungmann
608349,"Knebel, Corey",T1_keyed,Corey Knebel
425840,,UNRESOLVED,MLBAM 425840
408061,,UNRESOLVED,MLBAM 408061
519076,Jimmy Nelson,T2_des,Jimmy Nelson
502026,Jeremy Jeffress,T2_des,Jeremy Jeffress
519293,Will Smith,T2_des,Will Smith
503449,,UNRESOLVED,MLBAM 503449
502624,"Anderson, Chase",T1_keyed,Chase Anderson
543339,Daniel Hudson,T2_des,Daniel Hudson
518567,Josh Collmenter,T2_des,Josh Collmenter
594857,,UNRESOLVED,MLBAM 594857
456696,"Hernandez, David",T1_keyed,David Hernandez
476451,"Hellickson, Jeremy",T1_keyed,Jeremy Hellickson
523989,Rubby De La Rosa,T2_des,Rubby De La Rosa
605177,Andrew Chafin,T2_des,Andrew Chafin
488768,Andrew Cashner,T2_des,Andrew Cashner
445612,,UNRESOLVED,MLBAM 445612
543506,Brandon Maurer,T2_des,Brandon Maurer
475115,Tyson Ross,T2_des,Tyson Ross
571057,,UNRESOLVED,MLBAM 571057
518886,"Kimbrel, Craig",T1_keyed,Craig Kimbrel
425844,Zack Greinke,T2_des,Zack Greinke
434442,,UNRESOLVED,MLBAM 434442
407908,,UNRESOLVED,MLBAM 407908
504379,"Nicasio, Juan",T1_keyed,Juan Nicasio
445276,Kenley Jansen,T2_des,Kenley Jansen
474463,Brett Anderson,T2_des,Brett Anderson
462382,Jim Johnson,T2_des,Jim Johnson
520980,Pedro Baez,T2_des,Pedro Baez
622072,Alex Wood,T2_des,Alex Wood
501593,"Avilán, Luis",T1_keyed,Luis Avilán
605538,Matt Wisler,T2_des,Matt Wisler
430911,,UNRESOLVED,MLBAM 430911
430630,,UNRESOLVED,MLBAM 430630
502010,,UNRESOLVED,MLBAM 502010
571946,Shelby Miller,T2_des,Shelby Miller
467094,,UNRESOLVED,MLBAM 467094
572193,,UNRESOLVED,MLBAM 572193
434628,Jason Hammel,T2_des,Jason Hammel
500721,Yoervis Medina,T2_des,Yoervis Medina
424325,,UNRESOLVED,MLBAM 424325
460701,"Russell, James",T1_keyed,James Russell
519166,,UNRESOLVED,MLBAM 519166
452657,Jon Lester,T2_des,Jon Lester
435400,,UNRESOLVED,MLBAM 435400
400089,,UNRESOLVED,MLBAM 400089
543606,Jake Odorizzi,T2_des,Jake Odorizzi
502202,Brad Boxberger,T2_des,Brad Boxberger
448178,Kevin Jepsen,T2_des,Kevin Jepsen
458584,,UNRESOLVED,MLBAM 458584
459429,,UNRESOLVED,MLBAM 459429
460156,Brandon Gomes,T2_des,Brandon Gomes
501992,,UNRESOLVED,MLBAM 501992
544993,,UNRESOLVED,MLBAM 544993
519043,"Moore, Matt",T1_keyed,Matt Moore
517008,Alex Colome,T2_des,Alex Colome
605169,,UNRESOLVED,MLBAM 605169
473879,Sam Dyson,T2_des,Sam Dyson
518553,Steve Cishek,T2_des,Steve Cishek
605228,,UNRESOLVED,MLBAM 605228
518790,Chris Heston,T2_des,Chris Heston
