pitcher,pitcher_name,name_tier,name_display
622259,,UNRESOLVED,MLBAM 622259
656798,,UNRESOLVED,MLBAM 656798
621381,"Strahm, Matt",T1_keyed,Matt Strahm
542882,Matt Andriese,T2_des,Matt Andriese
673633,,UNRESOLVED,MLBAM 673633
622694,Elieser Hernandez,T2_des,Elieser Hernandez
641154,Pablo Lopez,T2_des,Pablo Lopez
518489,Ryan Brasier,T2_des,Ryan Brasier
622491,Luis Castillo,T2_des,Luis Castillo
607237,Amir Garrett,T2_des,Amir Garrett
607219,Sal Romano,T2_des,Sal Romano
641816,Tyler Mahle,T2_des,Tyler Mahle
657571,Caleb Ferguson,T2_des,Caleb Ferguson
518397,Scott Alexander,T2_des,Scott Alexander
571670,Dylan Floro,T2_des,Dylan Floro
571771,"Hernández, Enrique",T1_keyed,Enrique Hernández
608638,JT Chargois,T2_des,JT Chargois
606131,Luis Perdomo,T2_des,Luis Perdomo
461833,Phil Hughes,T2_des,Phil Hughes
605155,,UNRESOLVED,MLBAM 605155
656945,"Scott, Tanner",T1_keyed,Tanner Scott
643316,Paul Fry,T2_des,Paul Fry
612434,Miguel Castro,T2_des,Miguel Castro
664869,,UNRESOLVED,MLBAM 664869
592468,,UNRESOLVED,MLBAM 592468
650828,Edgar Santana,T2_des,Edgar Santana
596720,Dovydas Neverauskas,T2_des,Dovydas Neverauskas
593144,Richard Rodriguez,T2_des,Richard Rodriguez
606162,Yefry Ramirez,T2_des,Yefry Ramirez
605276,,UNRESOLVED,MLBAM 605276
502171,Alex Cobb,T2_des,Alex Cobb
664682,,UNRESOLVED,MLBAM 664682
570666,Luis Cessa,T2_des,Luis Cessa
606149,Giovanny Gallegos,T2_des,Giovanny Gallegos
593334,Domingo German,T2_des,Domingo German
656547,Jonathan Holder,T2_des,Jonathan Holder
622663,Luis Severino,T2_des,Luis Severino
642528,Jonathan Loaisiga,T2_des,Jonathan Loaisiga
502085,"Robertson, David",T1_keyed,David Robertson
622446,,UNRESOLVED,MLBAM 622446
594577,Mike Mayers,T2_des,Mike Mayers
663855,"Hicks, Jordan",T1_keyed,Jordan Hicks
596295,Austin Gomber,T2_des,Austin Gomber
571945,"Mikolas, Miles",T1_keyed,Miles Mikolas
592865,,UNRESOLVED,MLBAM 592865
605288,Adrian Houser,T2_des,Adrian Houser
605347,Jorge Lopez,T2_des,Jorge Lopez
572044,,UNRESOLVED,MLBAM 572044
605540,Brandon Woodruff,T2_des,Brandon Woodruff
543508,Cory Mazzoni,T2_des,Cory Mazzoni
605446,Dereck Rodriguez,T2_des,Dereck Rodriguez
606625,,UNRESOLVED,MLBAM 606625
605498,Andrew Suarez,T2_des,Andrew Suarez
608717,"Stratton, Chris",T1_keyed,Chris Stratton
519381,,UNRESOLVED,MLBAM 519381
543208,,UNRESOLVED,MLBAM 543208
656427,Jack Flaherty,T2_des,Jack Flaherty
542947,Richard Bleier,T2_des,Richard Bleier
571710,Mychal Givens,T2_des,Mychal Givens
572955,Pierce Johnson,T2_des,Pierce Johnson
502706,Derek Holland,T2_des,Derek Holland
592769,,UNRESOLVED,MLBAM 592769
641627,Trevor Gott,T2_des,Trevor Gott
642571,,UNRESOLVED,MLBAM 642571
595032,,UNRESOLVED,MLBAM 595032
571863,Matt Koch,T2_des,Matt Koch
642232,Ryan Yarbrough,T2_des,Ryan Yarbrough
552640,,UNRESOLVED,MLBAM 552640
502042,Chris Archer,T2_des,Chris Archer
643493,Austin Pruitt,T2_des,Austin Pruitt
607188,Jake Faria,T2_des,Jake Faria
621237,"Alvarado, José",T1_keyed,José Alvarado
456701,Homer Bailey,T2_des,Homer Bailey
663432,Tanner Rainey,T2_des,Tanner Rainey
622217,,UNRESOLVED,MLBAM 622217
592761,Caleb Smith,T2_des,Caleb Smith
624133,"Suárez, Ranger",T1_keyed,Ranger Suárez
622554,"Domínguez, Seranthony",T1_keyed,Seranthony Domínguez
656354,"Davis, Austin",T1_keyed,Austin Davis
660853,"De Los Santos, Enyel",T1_keyed,Enyel De Los Santos
596451,"Quinn, Roman",T1_keyed,Roman Quinn
664068,"Kingery, Scott",T1_keyed,Scott Kingery
621044,"Valentín, Jesmuel",T1_keyed,Jesmuel Valentín
465753,"Florimón, Pedro",T1_keyed,Pedro Florimón
592773,Ryne Stanek,T2_des,Ryne Stanek
656257,,UNRESOLVED,MLBAM 656257
572383,,UNRESOLVED,MLBAM 572383
650671,Jose Quijada,T2_des,Jose Quijada
605479,,UNRESOLVED,MLBAM 605479
664918,,UNRESOLVED,MLBAM 664918
456051,,UNRESOLVED,MLBAM 456051
592644,Adam Plutko,T2_des,Adam Plutko
471911,Carlos Carrasco,T2_des,Carlos Carrasco
580792,,UNRESOLVED,MLBAM 580792
668676,Zach Plesac,T2_des,Zach Plesac
675916,James Karinchak,T2_des,James Karinchak
621056,,UNRESOLVED,MLBAM 621056
669456,Shane Bieber,T2_des,Shane Bieber
647336,Mike Soroka,T2_des,Mike Soroka
572888,Shane Greene,T2_des,Shane Greene
455119,Chris Martin,T2_des,Chris Martin
458708,Josh Tomlin,T2_des,Josh Tomlin
657140,Kyle Wright,T2_des,Kyle Wright
572971,Dallas Keuchel,T2_des,Dallas Keuchel
519393,,UNRESOLVED,MLBAM 519393
519443,"Workman, Brandon",T1_keyed,Brandon Workman
657031,,UNRESOLVED,MLBAM 657031
543243,Sonny Gray,T2_des,Sonny Gray
669270,,UNRESOLVED,MLBAM 669270
595798,,UNRESOLVED,MLBAM 595798
607391,Chris Mazza,T2_des,Chris Mazza
656605,Mitch Keller,T2_des,Mitch Keller
605309,,UNRESOLVED,MLBAM 605309
657141,Jordan Yamamoto,T2_des,Jordan Yamamoto
650382,,UNRESOLVED,MLBAM 650382
662253,Andres Munoz,T2_des,Andres Munoz
663978,Chris Paddack,T2_des,Chris Paddack
673258,,UNRESOLVED,MLBAM 673258
592858,Rowan Wick,T2_des,Rowan Wick
621219,Alec Mills,T2_des,Alec Mills
621249,Duane Underwood,T2_des,Duane Underwood
669214,,UNRESOLVED,MLBAM 669214
605301,,UNRESOLVED,MLBAM 605301
594311,Jandel Gustave,T2_des,Jandel Gustave
595881,Tyler Beede,T2_des,Tyler Beede
664157,,UNRESOLVED,MLBAM 664157
656322,"Coonrod, Sam",T1_keyed,Sam Coonrod
668678,Zac Gallen,T2_des,Zac Gallen
656464,Kevin Ginkel,T2_des,Kevin Ginkel
661255,,UNRESOLVED,MLBAM 661255
518876,"Kelly, Merrill",T1_keyed,Merrill Kelly
625643,Reynaldo Lopez,T2_des,Reynaldo Lopez
605359,,UNRESOLVED,MLBAM 605359
607481,Aaron Bummer,T2_des,Aaron Bummer
592229,"Covey, Dylan",T1_keyed,Dylan Covey
605240,,UNRESOLVED,MLBAM 605240
614179,"Ruiz, José",T1_keyed,José Ruiz
608334,,UNRESOLVED,MLBAM 608334
572125,,UNRESOLVED,MLBAM 572125
668683,,UNRESOLVED,MLBAM 668683
642397,"Soto, Gregory",T1_keyed,Gregory Soto
542585,Jose Cisnero,T2_des,Jose Cisnero
571510,Matthew Boyd,T2_des,Matthew Boyd
598286,Nick Ramirez,T2_des,Nick Ramirez
571656,Buck Farmer,T2_des,Buck Farmer
543278,,UNRESOLVED,MLBAM 543278
641729,Joe Jimenez,T2_des,Joe Jimenez
642607,Dario Agrazal,T2_des,Dario Agrazal
605280,"Holmes, Clay",T1_keyed,Clay Holmes
594987,Casey Sadler,T2_des,Casey Sadler
521655,Wilmer Font,T2_des,Wilmer Font
657097,Jacob Webb,T2_des,Jacob Webb
669060,"Wilson, Bryse",T1_keyed,Bryse Wilson
623433,Nick Anderson,T2_des,Nick Anderson
668665,,UNRESOLVED,MLBAM 668665
660623,Huascar Ynoa,T2_des,Huascar Ynoa
641541,,UNRESOLVED,MLBAM 641541
664199,Taylor Clarke,T2_des,Taylor Clarke
615698,"Quantrill, Cal",T1_keyed,Cal Quantrill
622766,Miguel Diaz,T2_des,Miguel Diaz
623364,,UNRESOLVED,MLBAM 623364
641778,Eric Lauer,T2_des,Eric Lauer
448179,Rich Hill,T2_des,Rich Hill
641712,Dakota Hudson,T2_des,Dakota Hudson
453192,,UNRESOLVED,MLBAM 453192
650893,,UNRESOLVED,MLBAM 650893
642547,Freddy Peralta,T2_des,Freddy Peralta
669203,Corbin Burnes,T2_des,Corbin Burnes
596001,Jakob Junis,T2_des,Jakob Junis
623470,,UNRESOLVED,MLBAM 623470
663992,Richard Lovelady,T2_des,Richard Lovelady
641745,"Keller, Brad",T1_keyed,Brad Keller
642098,Glenn Sparkman,T2_des,Glenn Sparkman
605130,Scott Barlow,T2_des,Scott Barlow
608678,Dominic Leone,T2_des,Dominic Leone
596057,Daniel Norris,T2_des,Daniel Norris
643617,,UNRESOLVED,MLBAM 643617
622505,Victor Alcantara,T2_des,Victor Alcantara
572403,Drew VerHagen,T2_des,Drew VerHagen
605513,"Turnbull, Spencer",T1_keyed,Spencer Turnbull
621244,"Berríos, José",T1_keyed,José Berríos
543507,Trevor May,T2_des,Trevor May
607560,Ryne Harper,T2_des,Ryne Harper
606167,,UNRESOLVED,MLBAM 606167
657610,Trevor Hildenberger,T2_des,Trevor Hildenberger
641149,Wes Parsons,T2_des,Wes Parsons
658305,"García, Edgar",T1_keyed,Edgar García
501625,"Alvarez, Jose",T1_keyed,Jose Alvarez
573046,"Morin, Mike",T1_keyed,Mike Morin
608344,"Irvin, Cole",T1_keyed,Cole Irvin
592767,"Smyly, Drew",T1_keyed,Drew Smyly
446481,"Rodríguez, Sean",T1_keyed,Sean Rodríguez
670456,"Hammer, JD",T1_keyed,JD Hammer
571437,"Altherr, Aaron",T1_keyed,Aaron Altherr
676596,Josh Fleming,T2_des,Josh Fleming
595411,,UNRESOLVED,MLBAM 595411
642083,Aaron Slegers,T2_des,Aaron Slegers
664126,Pete Fairbanks,T2_des,Pete Fairbanks
650895,Diego Castillo,T2_des,Diego Castillo
595928,John Curtiss,T2_des,John Curtiss
657044,Ryan Thompson,T2_des,Ryan Thompson
571788,,UNRESOLVED,MLBAM 571788
608723,Austin Voth,T2_des,Austin Voth
502179,Paolo Espino,T2_des,Paolo Espino
640448,Kyle Finnegan,T2_des,Kyle Finnegan
501789,Will Harris,T2_des,Will Harris
592836,"Walker, Taijuan",T1_keyed,Taijuan Walker
641672,Thomas Hatch,T2_des,Thomas Hatch
685493,Shun Yamaguchi,T2_des,Shun Yamaguchi
542914,Anthony Bass,T2_des,Anthony Bass
641907,,UNRESOLVED,MLBAM 641907
503569,Rafael Dolis,T2_des,Rafael Dolis
541640,Erasmo Ramirez,T2_des,Erasmo Ramirez
664350,Sixto Sanchez,T2_des,Sixto Sanchez
666129,Braxton Garrett,T2_des,Braxton Garrett
595001,,UNRESOLVED,MLBAM 595001
629498,,UNRESOLVED,MLBAM 629498
669432,Trevor Rogers,T2_des,Trevor Rogers
667498,,UNRESOLVED,MLBAM 667498
641447,Daniel Castano,T2_des,Daniel Castano
570488,Phillips Valdez,T2_des,Phillips Valdez
656849,David Peterson,T2_des,David Peterson
621290,,UNRESOLVED,MLBAM 621290
543548,Tommy Milone,T2_des,Tommy Milone
554431,Tyler Matzek,T2_des,Tyler Matzek
621097,,UNRESOLVED,MLBAM 621097
663423,Trent Thornton,T2_des,Trent Thornton
641743,,UNRESOLVED,MLBAM 641743
657240,Julian Merryweather,T2_des,Julian Merryweather
605447,"Romano, Jordan",T1_keyed,Jordan Romano
606996,,UNRESOLVED,MLBAM 606996
664045,Thomas Eshelman,T2_des,Thomas Eshelman
623465,"Phillips, Evan",T1_keyed,Evan Phillips
542888,,UNRESOLVED,MLBAM 542888
642121,Cole Sulser,T2_des,Cole Sulser
664042,,UNRESOLVED,MLBAM 664042
656756,Jordan Montgomery,T2_des,Jordan Montgomery
571735,"Hale, David",T1_keyed,David Hale
656793,"Nelson, Nick",T1_keyed,Nick Nelson
643338,Chad Green,T2_des,Chad Green
621139,Brooks Kriske,T2_des,Brooks Kriske
656548,,UNRESOLVED,MLBAM 656548
605501,,UNRESOLVED,MLBAM 605501
663734,,UNRESOLVED,MLBAM 663734
681911,"Vesia, Alex",T1_keyed,Alex Vesia
668941,"Romero, JoJo",T1_keyed,JoJo Romero
641401,"Brogdon, Connor",T1_keyed,Connor Brogdon
665759,"Rosso, Ramón",T1_keyed,Ramón Rosso
658431,"Medina, Adonis",T1_keyed,Adonis Medina
664076,"Cleavinger, Garrett",T1_keyed,Garrett Cleavinger
675921,"Howard, Spencer",T1_keyed,Spencer Howard
661440,"Llovera, Mauricio",T1_keyed,Mauricio Llovera
596035,"McClain, Reggie",T1_keyed,Reggie McClain
500610,"Guerra, Deolis",T1_keyed,Deolis Guerra
435522,"Walker, Neil",T1_keyed,Neil Walker
665001,"Kelley, Trevor",T1_keyed,Trevor Kelley
595345,,UNRESOLVED,MLBAM 595345
669622,Anthony Bender,T2_des,Anthony Bender
647315,"Pop, Zach",T1_keyed,Zach Pop
605507,,UNRESOLVED,MLBAM 605507
666200,"Luzardo, Jesús",T1_keyed,Jesús Luzardo
571479,"Bellatti, Andrew",T1_keyed,Andrew Bellatti
543258,,UNRESOLVED,MLBAM 543258
666120,Ian Anderson,T2_des,Ian Anderson
668820,Max Kranick,T2_des,Max Kranick
670280,,UNRESOLVED,MLBAM 670280
683232,Nick Mears,T2_des,Nick Mears
640444,,UNRESOLVED,MLBAM 640444
607455,"Banda, Anthony",T1_keyed,Anthony Banda
607572,Sam Howard,T2_des,Sam Howard
664337,,UNRESOLVED,MLBAM 664337
656818,Connor Overton,T2_des,Connor Overton
664074,,UNRESOLVED,MLBAM 664074
669211,Keegan Akin,T2_des,Keegan Akin
641632,Conner Greene,T2_des,Conner Greene
650959,,UNRESOLVED,MLBAM 650959
622253,Dillon Tate,T2_des,Dillon Tate
669330,Tyler Wells,T2_des,Tyler Wells
491624,,UNRESOLVED,MLBAM 491624
607644,John Means,T2_des,John Means
596027,,UNRESOLVED,MLBAM 596027
621074,Michael Rucker,T2_des,Michael Rucker
655889,Manuel Rodriguez,T2_des,Manuel Rodriguez
667297,Tommy Nance,T2_des,Tommy Nance
640470,Adbert Alzolay,T2_des,Adbert Alzolay
656730,Trevor Megill,T2_des,Trevor Megill
676051,Codi Heuer,T2_des,Codi Heuer
664123,Scott Effross,T2_des,Scott Effross
592716,Adrian Sampson,T2_des,Adrian Sampson
663372,Ryan Feltner,T2_des,Ryan Feltner
623485,,UNRESOLVED,MLBAM 623485
656458,Lucas Gilbreath,T2_des,Lucas Gilbreath
642759,"Fernández, Julian",T1_keyed,Julian Fernández
641386,Ben Bowden,T2_des,Ben Bowden
453268,Daniel Bard,T2_des,Daniel Bard
642068,,UNRESOLVED,MLBAM 642068
642207,Devin Williams,T2_des,Devin Williams
676879,Aaron Ashby,T2_des,Aaron Ashby
667376,,UNRESOLVED,MLBAM 667376
571912,,UNRESOLVED,MLBAM 571912
593604,,UNRESOLVED,MLBAM 593604
600921,Andres Machado,T2_des,Andres Machado
666168,Mason Thompson,T2_des,Mason Thompson
621348,,UNRESOLVED,MLBAM 621348
680686,Josiah Gray,T2_des,Josiah Gray
573009,Joe Mantiply,T2_des,Joe Mantiply
650668,,UNRESOLVED,MLBAM 650668
676969,"de Geus, Brett",T1_keyed,Brett de Geus
642203,Taylor Widener,T2_des,Taylor Widener
676840,Matt Peacock,T2_des,Matt Peacock
605525,J.  B,T2_des,J.  B
543521,Collin McHugh,T2_des,Collin McHugh
656876,Drew Rasmussen,T2_des,Drew Rasmussen
677960,Ryan Weathers,T2_des,Ryan Weathers
663753,,UNRESOLVED,MLBAM 663753
657612,Tim Hill,T2_des,Tim Hill
605483,"Snell, Blake",T1_keyed,Blake Snell
641941,Emilio Pagan,T2_des,Emilio Pagan
528748,Humberto Castellanos,T2_des,Humberto Castellanos
620396,,UNRESOLVED,MLBAM 620396
669952,Mitch White,T2_des,Mitch White
641360,Phil Bickford,T2_des,Phil Bickford
677865,Justin Bruihl,T2_des,Justin Bruihl
660813,Brusdar Graterol,T2_des,Brusdar Graterol
670955,,UNRESOLVED,MLBAM 670955
656731,Tylor Megill,T2_des,Tylor Megill
660546,,UNRESOLVED,MLBAM 660546
656620,,UNRESOLVED,MLBAM 656620
665854,,UNRESOLVED,MLBAM 665854
596056,,UNRESOLVED,MLBAM 596056
664141,"Brubaker, JT",T1_keyed,JT Brubaker
656061,Albert Abreu,T2_des,Albert Abreu
476595,Lucas Luetge,T2_des,Lucas Luetge
617228,,UNRESOLVED,MLBAM 617228
676477,Garrett Whitlock,T2_des,Garrett Whitlock
572070,Garrett Richards,T2_des,Garrett Richards
676265,"Abbott, Cory",T1_keyed,Cory Abbott
624522,,UNRESOLVED,MLBAM 624522
519299,,UNRESOLVED,MLBAM 519299
640464,,UNRESOLVED,MLBAM 640464
622503,Nabil Crismatt,T2_des,Nabil Crismatt
641682,,UNRESOLVED,MLBAM 641682
656887,Sean Reid-Foley,T2_des,Sean Reid-Foley
669674,Sam Long,T2_des,Sam Long
641793,Zack Littell,T2_des,Zack Littell
642073,James Sherfy,T2_des,James Sherfy
643511,"Rogers, Tyler",T1_keyed,Tyler Rogers
624647,Victor Gonzalez,T2_des,Victor Gonzalez
664062,"Gonsolin, Tony",T1_keyed,Tony Gonsolin
641482,"Cortes, Nestor",T1_keyed,Nestor Cortes
656353,,UNRESOLVED,MLBAM 656353
672335,,UNRESOLVED,MLBAM 672335
607468,,UNRESOLVED,MLBAM 607468
502273,,UNRESOLVED,MLBAM 502273
605488,Jeffrey Springs,T2_des,Jeffrey Springs
656420,"Feyereisen, J.P.",T1_keyed,J.P. Feyereisen
596049,,UNRESOLVED,MLBAM 596049
643256,Adam Cimber,T2_des,Adam Cimber
547001,Cody Poteet,T2_des,Cody Poteet
676886,,UNRESOLVED,MLBAM 676886
606303,Joel Payamps,T2_des,Joel Payamps
622780,Angel Perdomo,T2_des,Angel Perdomo
547942,Kwang Hyun Kim,T2_des,Kwang Hyun Kim
670912,Johan Oviedo,T2_des,Johan Oviedo
594965,Daniel Ponce de Leon,T2_des,Daniel Ponce de Leon
664854,Ryan Helsley,T2_des,Ryan Helsley
666808,"Doval, Camilo",T1_keyed,Camilo Doval
670056,,UNRESOLVED,MLBAM 670056
657277,"Webb, Logan",T1_keyed,Logan Webb
676831,,UNRESOLVED,MLBAM 676831
518858,,UNRESOLVED,MLBAM 518858
663559,"Falter, Bailey",T1_keyed,Bailey Falter
668968,"Crouse, Hans",T1_keyed,Hans Crouse
650911,"Sánchez, Cristopher",T1_keyed,Cristopher Sánchez
675971,"Dohy, Kyle",T1_keyed,Kyle Dohy
600944,"Paulino, David",T1_keyed,David Paulino
676103,"Jones, Damon",T1_keyed,Damon Jones
591720,"Torreyes, Ronald",T1_keyed,Ronald Torreyes
595284,"Knapp, Andrew",T1_keyed,Andrew Knapp
665155,"Maton, Nick",T1_keyed,Nick Maton
664285,Framber Valdez,T2_des,Framber Valdez
650556,Bryan Abreu,T2_des,Bryan Abreu
686613,Hunter Brown,T2_des,Hunter Brown
621121,Lance McCullers,T2_des,Lance McCullers
664353,"Urquidy, José",T1_keyed,José Urquidy
607179,Jordan Weems,T2_des,Jordan Weems
676720,,UNRESOLVED,MLBAM 676720
640451,Hunter Harvey,T2_des,Hunter Harvey
545121,,UNRESOLVED,MLBAM 545121
665871,Javier Assad,T2_des,Javier Assad
669713,Hayden Wesneski,T2_des,Hayden Wesneski
676714,,UNRESOLVED,MLBAM 676714
623451,Jackson Stephens,T2_des,Jackson Stephens
669276,Dylan Lee,T2_des,Dylan Lee
606115,,UNRESOLVED,MLBAM 606115
675911,"Strider, Spencer",T1_keyed,Spencer Strider
665795,Edward Cabrera,T2_des,Edward Cabrera
677053,,UNRESOLVED,MLBAM 677053
623211,Huascar Brazoban,T2_des,Huascar Brazoban
622065,Alex Young,T2_des,Alex Young
670768,Luis Gonzalez,T2_des,Luis Gonzalez
674072,,UNRESOLVED,MLBAM 674072
608348,,UNRESOLVED,MLBAM 608348
666818,,UNRESOLVED,MLBAM 666818
672710,Roansy Contreras,T2_des,Roansy Contreras
544365,Manny Banuelos,T2_des,Manny Banuelos
608328,,UNRESOLVED,MLBAM 608328
664944,,UNRESOLVED,MLBAM 664944
657770,,UNRESOLVED,MLBAM 657770
670990,,UNRESOLVED,MLBAM 670990
643290,Justin Dunn,T2_des,Justin Dunn
664294,Dauri Moreta,T2_des,Dauri Moreta
643615,T.  J,T2_des,T.  J
605521,,UNRESOLVED,MLBAM 605521
665665,Reiver Sanmartin,T2_des,Reiver Sanmartin
666157,"Lodolo, Nick",T1_keyed,Nick Lodolo
664747,"Díaz, Alexis",T1_keyed,Alexis Díaz
664139,Ian Gibaut,T2_des,Ian Gibaut
676130,Jose Butto,T2_des,Jose Butto
688010,,UNRESOLVED,MLBAM 688010
642239,,UNRESOLVED,MLBAM 642239
605135,Chris Bassitt,T2_des,Chris Bassitt
664670,,UNRESOLVED,MLBAM 664670
501985,Mike Minor,T2_des,Mike Minor
660787,Yerry De Los Santos,T2_des,Yerry De Los Santos
657006,Justin Steele,T2_des,Justin Steele
657272,"Uelmen, Erich",T1_keyed,Erich Uelmen
676974,Max Meyer,T2_des,Max Meyer
658551,Junior Fernandez,T2_des,Junior Fernandez
669467,"Pallante, Andre",T1_keyed,Andre Pallante
672851,Joan Adon,T2_des,Joan Adon
657585,Reed Garrett,T2_des,Reed Garrett
444876,Alcides Escobar,T2_des,Alcides Escobar
664942,,UNRESOLVED,MLBAM 664942
676050,Packy Naughton,T2_des,Packy Naughton
669461,"Liberatore, Matthew",T1_keyed,Matthew Liberatore
668868,Zack Thompson,T2_des,Zack Thompson
672911,,UNRESOLVED,MLBAM 672911
645801,,UNRESOLVED,MLBAM 645801
678061,,UNRESOLVED,MLBAM 678061
621051,Steven Wilson,T2_des,Steven Wilson
669022,"Gore, MacKenzie",T1_keyed,MacKenzie Gore
642701,"Santana, Dennis",T1_keyed,Dennis Santana
669618,,UNRESOLVED,MLBAM 669618
656271,,UNRESOLVED,MLBAM 656271
676194,Jackson Tetreault,T2_des,Jackson Tetreault
681885,Evan Lee,T2_des,Evan Lee
660906,,UNRESOLVED,MLBAM 660906
501303,,UNRESOLVED,MLBAM 501303
669459,,UNRESOLVED,MLBAM 669459
664092,,UNRESOLVED,MLBAM 664092
673316,Luke Barker,T2_des,Luke Barker
669920,Jason Alexander,T2_des,Jason Alexander
663776,Patrick Sandoval,T2_des,Patrick Sandoval
623474,Jimmy Herget,T2_des,Jimmy Herget
661383,Oliver Ortega,T2_des,Oliver Ortega
642545,Jaime Barria,T2_des,Jaime Barria
681217,,UNRESOLVED,MLBAM 681217
681806,Andrew Wantz,T2_des,Andrew Wantz
670059,,UNRESOLVED,MLBAM 670059
607259,Nick Martinez,T2_des,Nick Martinez
605182,Mike Clevinger,T2_des,Mike Clevinger
675627,Michael Grove,T2_des,Michael Grove
669302,Logan Gilbert,T2_des,Logan Gilbert
664948,,UNRESOLVED,MLBAM 664948
682171,,UNRESOLVED,MLBAM 682171
670090,,UNRESOLVED,MLBAM 670090
657024,,UNRESOLVED,MLBAM 657024
664849,Danny Young,T2_des,Danny Young
667463,John King,T2_des,John King
664875,Justin Lawrence,T2_des,Justin Lawrence
545343,,UNRESOLVED,MLBAM 545343
641726,,UNRESOLVED,MLBAM 641726
642758,,UNRESOLVED,MLBAM 642758
594580,Sam Moll,T2_des,Sam Moll
642152,"Trivino, Lou",T1_keyed,Lou Trivino
669912,Kirby Snead,T2_des,Kirby Snead
640462,A.  J,T2_des,A.  J
667427,,UNRESOLVED,MLBAM 667427
666204,,UNRESOLVED,MLBAM 666204
593423,Frankie Montas,T2_des,Frankie Montas
621082,,UNRESOLVED,MLBAM 621082
674681,"Plassmeyer, Michael",T1_keyed,Michael Plassmeyer
606965,"Devenski, Chris",T1_keyed,Chris Devenski
596117,"Stubbs, Garrett",T1_keyed,Garrett Stubbs
657697,"Nittoli, Vinny",T1_keyed,Vinny Nittoli
664202,"Cyr, Tyler",T1_keyed,Tyler Cyr
669742,"Hall, Darick",T1_keyed,Darick Hall
571446,"Appel, Mark",T1_keyed,Mark Appel
672839,"Morales, Francisco",T1_keyed,Francisco Morales
657745,"Rossman, Bubby",T1_keyed,Bubby Rossman
663975,"Duron, Nick",T1_keyed,Nick Duron
547184,"Kelly, Michael",T1_keyed,Michael Kelly
656803,"Norwood, James",T1_keyed,James Norwood
660593,,UNRESOLVED,MLBAM 660593
548384,"Raley, Brooks",T1_keyed,Brooks Raley
682847,Luis L,T2_des,Luis L
669387,Carmen Mlodzinski,T2_des,Carmen Mlodzinski
681882,,UNRESOLVED,MLBAM 681882
669796,,UNRESOLVED,MLBAM 669796
676702,,UNRESOLVED,MLBAM 676702
701643,,UNRESOLVED,MLBAM 701643
693821,Bryce Elder,T2_des,Bryce Elder
596271,Casey Lawrence,T2_des,Casey Lawrence
663773,Bryan Hoeing,T2_des,Bryan Hoeing
666277,George Soriano,T2_des,George Soriano
646241,,UNRESOLVED,MLBAM 646241
691587,,UNRESOLVED,MLBAM 691587
658648,,UNRESOLVED,MLBAM 658648
676680,,UNRESOLVED,MLBAM 676680
663362,Matt Waldron,T2_des,Matt Waldron
682842,,UNRESOLVED,MLBAM 682842
665625,Elvis Peguero,T2_des,Elvis Peguero
672282,Reid Detmers,T2_des,Reid Detmers
667755,José Soriano,T2_des,José Soriano
608337,Lucas Giolito,T2_des,Lucas Giolito
680723,Drew Rom,T2_des,Drew Rom
663941,,UNRESOLVED,MLBAM 663941
676254,"Walker, Ryan",T1_keyed,Ryan Walker
690986,Kyle Harrison,T2_des,Kyle Harrison
663546,Sean Hjelle,T2_des,Sean Hjelle
663623,Jake Irvin,T2_des,Jake Irvin
678606,"Ferrer, Jose A.",T1_keyed,Jose A. Ferrer
676395,Robert Garcia,T2_des,Robert Garcia
543351,,UNRESOLVED,MLBAM 543351
670102,,UNRESOLVED,MLBAM 670102
579328,Yusei Kikuchi,T2_des,Yusei Kikuchi
573204,Caleb Thielbar,T2_des,Caleb Thielbar
661395,"Duran, Jhoan",T1_keyed,Jhoan Duran
643377,,UNRESOLVED,MLBAM 643377
666364,,UNRESOLVED,MLBAM 666364
687396,,UNRESOLVED,MLBAM 687396
680739,Josh Winder,T2_des,Josh Winder
656669,,UNRESOLVED,MLBAM 656669
686747,Joe La Sorsa,T2_des,Joe La Sorsa
686294,Amos Willingham,T2_des,Amos Willingham
669169,,UNRESOLVED,MLBAM 669169
663704,,UNRESOLVED,MLBAM 663704
679525,,UNRESOLVED,MLBAM 679525
672582,Angel Zerpa,T2_des,Angel Zerpa
672578,"Hernández, Carlos",T1_keyed,Carlos Hernández
669395,Dylan Coleman,T2_des,Dylan Coleman
680735,,UNRESOLVED,MLBAM 680735
656970,Devin Smeltzer,T2_des,Devin Smeltzer
682990,Quinn Priester,T2_des,Quinn Priester
680694,Kyle Bradish,T2_des,Kyle Bradish
657508,Mike Baumann,T2_des,Mike Baumann
660261,,UNRESOLVED,MLBAM 660261
666974,Yennier Cano,T2_des,Yennier Cano
665152,Dean Kremer,T2_des,Dean Kremer
641329,,UNRESOLVED,MLBAM 641329
675540,,UNRESOLVED,MLBAM 675540
682120,,UNRESOLVED,MLBAM 682120
656529,Sam Hentges,T2_des,Sam Hentges
663986,Trevor Stephan,T2_des,Trevor Stephan
680704,,UNRESOLVED,MLBAM 680704
669212,Eli Morgan,T2_des,Eli Morgan
676440,Tanner Bibee,T2_des,Tanner Bibee
661403,Emmanuel Clase,T2_des,Emmanuel Clase
668909,,UNRESOLVED,MLBAM 668909
650496,J.  C,T2_des,J.  C
641703,Brent Honeywell,T2_des,Brent Honeywell
670970,Adrian Morejon,T2_des,Adrian Morejon
689690,,UNRESOLVED,MLBAM 689690
687330,Kevin Kelly,T2_des,Kevin Kelly
