game_year,pitcher,name,is_cohort,on_phi_2026,phi_season,frame,coverage,role,med_pitches_per_outing,games,n,swings,pa_end,usage,thin,pop_member,velo,ivb_in,spin,ext,hb_in,whiff_rate,rv100,xwoba,velo_final,ivb_in_final,spin_final,whiff_rate_final,rv100_final,g_velo,g_ivb_in,g_spin,g_whiff_rate,g_rv100,z_velo,z_ivb_in,z_spin,z_whiff_rate,z_rv100,shape_grade,results_grade,shape_score,results_score,ff_elite_shape_flag,ff_elite_results_flag,ff_elite_archetype_flag,ff_elite_composite,efc_score,archetype_tier
2025,656730,Trevor Megill,False,False,False,INCIDENTAL,PARTIAL,RP,20.0,7,51,28,14,0.6892,True,False,99.8706,18.9271,2477.0196,6.6961,-4.8141,0.2857,2.1137,0.1962,100.0343,18.9271,2485.2765,0.2376,-0.2189,70.0,65.0,60.0,55.0,50.0,2.1994,1.4827,1.19,0.4347,0.1251,65.0,55.0,66.2401,52.7988,True,False,False,60.0,59.5195,SHAPE-ONLY
2021,656629,Michael Kopech,False,False,False,INCIDENTAL,PARTIAL,UNK,,16,56,34,17,0.6087,True,False,96.8482,18.2057,2545.2857,6.5571,-10.2064,0.3824,-0.6518,0.4924,97.667,18.2057,2586.5701,0.2773,-0.3445,60.0,60.0,70.0,60.0,50.0,1.0705,1.1562,1.9382,1.2256,-0.1963,65.0,55.0,63.8829,55.1461,True,False,False,60.0,59.5145,SHAPE-ONLY
2023,543037,Gerrit Cole,False,False,False,INCIDENTAL,PARTIAL,SP,103.0,13,136,87,25,0.5551,False,True,96.8691,18.0971,2395.8676,6.3081,-9.6926,0.2644,5.0684,0.1748,97.3604,18.0971,2420.6383,0.2445,0.2732,60.0,60.0,55.0,55.0,65.0,0.9243,1.1071,0.7125,0.5713,1.3836,60.0,60.0,59.1461,59.7747,True,True,True,60.0,59.4604,ELITE
2021,594798,Jacob deGrom,False,False,False,VS_PHI,PARTIAL,SP,82.5,3,111,52,20,0.5722,False,True,99.4018,16.933,2452.3874,6.9162,-9.7308,0.25,3.0631,0.3376,100.2206,16.933,2493.6718,0.2311,-0.0135,75.0,55.0,65.0,55.0,55.0,2.2882,0.5803,1.252,0.3051,0.6504,65.0,55.0,63.7349,54.7772,True,False,False,60.0,59.256,SHAPE-ONLY
2023,593576,Hector Neris,False,False,False,FILE,COMPLETE,RP,15.0,70,565,285,72,0.5174,False,True,93.0188,17.6502,2429.0938,6.1565,-8.2677,0.2912,1.8823,0.3589,93.51,17.6502,2453.8645,0.2785,0.4291,40.0,60.0,60.0,60.0,70.0,-0.9119,0.9048,0.958,1.249,1.7823,55.0,65.0,53.1697,65.157,False,True,False,60.0,59.1633,RESULTS-ONLY
2025,668881,Hunter Greene,False,False,False,INCIDENTAL,PARTIAL,SP,85.0,3,91,48,20,0.4764,True,False,99.8176,16.8765,2470.4835,6.7022,-8.3486,0.2917,2.3505,0.1873,99.9813,16.8765,2478.7404,0.2496,-0.1211,70.0,55.0,60.0,55.0,55.0,2.1741,0.5547,1.1417,0.6736,0.3752,60.0,55.0,62.9018,55.2441,True,False,False,60.0,59.0729,SHAPE-ONLY
2022,605447,Jordan Romano,False,False,False,FILE,COMPLETE,RP,16.0,62,476,251,116,0.4813,False,True,96.8609,18.1044,2289.5823,7.4134,-5.3786,0.2669,1.6248,0.2771,97.5159,18.1044,2322.6098,0.2572,0.2676,60.0,60.0,50.0,60.0,65.0,0.9984,1.1104,-0.0116,0.825,1.3692,55.0,65.0,56.9908,60.971,False,True,False,60.0,58.9809,RESULTS-ONLY
2021,453286,Max Scherzer,False,False,False,VS_PHI,PARTIAL,SP,97.0,9,182,95,18,0.4375,False,True,94.6643,16.227,2400.2198,6.1984,-10.3305,0.3368,3.6566,0.3268,95.483,16.227,2441.5042,0.2911,0.2444,50.0,55.0,60.0,65.0,65.0,0.029,0.2608,0.8667,1.5007,1.3101,55.0,65.0,53.8549,64.0543,False,True,False,60.0,58.9546,RESULTS-ONLY
2023,518886,Craig Kimbrel,False,False,True,PHI,COMPLETE,RP,15.0,71,754,366,98,0.672,False,True,95.8245,15.1845,2356.5822,6.8829,-10.51,0.306,1.3109,0.3812,96.3158,15.1845,2381.3529,0.2937,0.3441,55.0,50.0,55.0,65.0,65.0,0.4261,-0.211,0.4223,1.5534,1.5649,55.0,65.0,52.1249,65.5918,False,True,False,60.0,58.8584,RESULTS-ONLY
2021,621111,Walker Buehler,False,False,False,FILE,COMPLETE,SP,95.0,33,1408,630,330,0.4467,False,True,95.3383,17.9886,2472.1502,6.3917,-3.0381,0.2063,1.0513,0.3285,96.157,17.9886,2513.4346,0.2069,0.4512,55.0,60.0,65.0,50.0,70.0,0.3504,1.058,1.398,-0.1768,1.8389,60.0,60.0,59.3545,58.3106,True,True,True,60.0,58.8326,ELITE
2022,656302,Dylan Cease,False,False,False,INCIDENTAL,PARTIAL,UNK,,12,77,31,8,0.4278,True,False,96.7247,19.1377,2496.3766,6.1117,-3.4816,0.2903,2.4312,0.2468,97.3797,19.1377,2529.4042,0.2409,-0.1455,60.0,65.0,65.0,55.0,55.0,0.9335,1.578,1.5159,0.5004,0.3126,65.0,55.0,63.4245,54.065,True,False,False,60.0,58.7448,SHAPE-ONLY
2018,594798,Jacob deGrom,False,False,False,VS_PHI,PARTIAL,SP,76.5,13,177,95,28,0.4286,False,True,96.2379,16.1119,2382.5254,6.9593,-4.1756,0.2842,3.4277,0.2759,97.5479,16.1119,2448.5805,0.258,0.1988,60.0,50.0,60.0,60.0,60.0,1.0137,0.2087,0.9189,0.841,1.1933,55.0,60.0,57.1376,60.1717,False,True,False,60.0,58.6546,RESULTS-ONLY
2026,686934,Alex McFarlane,True,True,True,PHI,COMPLETE,RP,15.0,16,94,53,21,0.3884,True,False,99.9606,14.9209,2572.8617,6.3223,-9.8106,0.3019,1.3394,0.3041,99.9606,14.9209,2572.8617,0.2565,-0.1955,70.0,45.0,70.0,60.0,50.0,2.1643,-0.3303,1.8369,0.8111,0.1848,60.0,55.0,62.2363,54.9794,True,False,False,60.0,58.6078,SHAPE-ONLY
2018,453286,Max Scherzer,False,False,False,VS_PHI,PARTIAL,SP,109.0,14,229,111,27,0.5135,False,True,94.2869,14.0431,2483.5852,6.0074,-11.399,0.3243,2.9939,0.2605,95.5969,14.0431,2549.6402,0.2872,0.251,50.0,45.0,65.0,65.0,65.0,0.0833,-0.7275,1.6654,1.4223,1.3269,55.0,65.0,53.4041,63.7461,False,True,False,60.0,58.5751,RESULTS-ONLY
2025,660271,Shohei Ohtani,False,False,False,TEAM,COMPLETE,SP,52.5,14,291,149,65,0.3865,False,True,98.4234,14.5175,2467.1409,6.6904,-5.2454,0.2416,2.999,0.2526,98.5871,14.5175,2475.3978,0.234,0.3758,65.0,45.0,60.0,55.0,65.0,1.5093,-0.5128,1.117,0.3617,1.6461,55.0,60.0,57.0449,60.0387,False,True,False,60.0,58.5418,RESULTS-ONLY
2025,656629,Michael Kopech,False,False,False,TEAM,COMPLETE,RP,15.5,14,191,78,42,0.8268,False,True,97.4503,17.9378,2624.541,6.7995,-8.0293,0.2436,0.577,0.3513,97.614,17.9378,2632.7979,0.231,-0.1929,60.0,60.0,75.0,55.0,50.0,1.0452,1.035,2.2796,0.3038,0.1914,65.0,55.0,64.5328,52.4757,True,False,False,60.0,58.5042,SHAPE-ONLY
2025,678495,Randy Rodríguez,False,False,False,TEAM,COMPLETE,RP,15.0,12,94,39,16,0.5281,True,False,97.4181,18.7979,2635.7872,6.6202,-6.2757,0.2051,1.6617,0.1642,97.5818,18.7979,2644.0441,0.2101,-0.1698,60.0,65.0,75.0,50.0,55.0,1.0299,1.4242,2.3627,-0.1133,0.2506,65.0,55.0,66.0559,50.687,True,False,False,60.0,58.3714,SHAPE-ONLY
2021,518886,Craig Kimbrel,False,False,False,FILE,COMPLETE,RP,16.0,62,585,277,72,0.5804,False,True,96.5174,14.6435,2301.4171,6.5766,-10.2751,0.3321,0.9398,0.373,97.3362,14.6435,2342.7015,0.3122,0.1161,60.0,45.0,50.0,70.0,60.0,0.9127,-0.4558,0.1369,1.921,0.9818,50.0,65.0,51.9792,64.5139,False,True,False,60.0,58.2466,RESULTS-ONLY
2025,656302,Dylan Cease,False,False,False,INCIDENTAL,PARTIAL,SP,103.0,4,182,81,36,0.4643,False,True,97.3511,18.0653,2577.0659,6.4066,-2.8859,0.2716,-0.0505,0.2982,97.5149,18.0653,2585.3228,0.2479,-0.2887,60.0,60.0,70.0,55.0,50.0,0.9979,1.0927,1.929,0.6392,-0.0534,65.0,55.0,63.3985,52.9288,True,False,False,60.0,58.1637,SHAPE-ONLY
2023,661395,Jhoan Duran,True,True,False,FILE,COMPLETE,RP,17.0,58,456,258,93,0.4484,False,True,101.8147,13.7424,2097.7763,6.5386,-10.6924,0.3566,0.5774,0.3065,102.306,13.7424,2122.547,0.3311,-0.0603,80.0,40.0,35.0,75.0,55.0,3.2827,-0.8636,-1.4893,2.2975,0.5307,50.0,65.0,52.157,64.1408,False,True,False,60.0,58.1489,RESULTS-ONLY
2019,593576,Hector Neris,False,False,True,PHI,COMPLETE,RP,16.0,64,290,121,35,0.2575,False,True,94.4028,15.3666,2477.1034,6.1355,-9.5781,0.3388,0.9593,0.4356,95.549,15.3666,2534.9016,0.2992,-0.0567,50.0,50.0,65.0,65.0,55.0,0.0605,-0.1286,1.5565,1.6619,0.5398,55.0,60.0,54.9615,61.0085,False,True,False,60.0,57.985,RESULTS-ONLY
2019,554430,Zack Wheeler,True,True,False,FILE,COMPLETE,SP,103.0,31,947,456,120,0.2998,False,True,96.7921,15.5311,2340.8087,6.8437,-10.4958,0.2697,0.7201,0.3691,97.9383,15.5311,2398.6069,0.2636,0.1604,60.0,50.0,55.0,60.0,60.0,1.1999,-0.0541,0.5498,0.9525,1.0952,55.0,60.0,55.6518,60.2387,False,True,False,60.0,57.9452,RESULTS-ONLY
2022,622554,Seranthony Domínguez,True,False,True,PHI,COMPLETE,RP,14.5,49,309,148,32,0.3755,False,True,97.6366,13.9441,2357.1812,6.2307,-3.1542,0.3581,0.6201,0.3048,98.2916,13.9441,2390.2088,0.3184,-0.1181,65.0,40.0,55.0,70.0,55.0,1.3683,-0.7723,0.4878,2.0451,0.3827,55.0,65.0,53.6126,62.1387,False,True,False,60.0,57.8757,RESULTS-ONLY
2024,668881,Hunter Greene,False,False,False,VS_PHI,PARTIAL,SP,99.0,4,74,47,24,0.5873,True,False,98.2041,17.7778,2406.4189,6.4919,-9.2043,0.2979,2.4554,0.2288,98.5316,17.7778,2422.9327,0.252,-0.1507,65.0,60.0,55.0,55.0,55.0,1.4828,0.9626,0.7295,0.7219,0.2995,60.0,55.0,60.5828,55.1069,True,False,False,60.0,57.8448,SHAPE-ONLY
2019,592826,Vince Velasquez,False,False,True,PHI,COMPLETE,SP,77.0,33,1324,716,202,0.6245,False,True,94.173,16.9579,2397.8829,6.4912,-4.0718,0.2472,0.8802,0.4248,95.3192,16.9579,2455.6811,0.2448,0.3361,50.0,55.0,60.0,55.0,65.0,-0.0491,0.5915,0.9714,0.5773,1.5446,55.0,60.0,55.046,60.6094,False,True,False,60.0,57.8277,RESULTS-ONLY
2019,663432,Tanner Rainey,False,False,False,VS_PHI,PARTIAL,RP,17.0,14,95,44,8,0.6786,True,False,97.3705,17.6867,2396.0316,6.3221,-4.2429,0.3182,0.5211,0.3089,98.5168,17.6867,2453.8298,0.2596,-0.2602,65.0,60.0,60.0,60.0,50.0,1.4757,0.9214,0.9577,0.8725,0.0195,60.0,55.0,61.1826,54.4597,True,False,False,60.0,57.8211,SHAPE-ONLY
2023,691587,MLBAM 691587,False,False,False,VS_PHI,PARTIAL,SP,87.0,5,78,43,11,0.4906,True,False,97.2128,18.2785,2609.0,6.9936,-8.5769,0.186,2.591,0.2675,97.7041,18.2785,2633.7707,0.2016,-0.1326,60.0,60.0,75.0,45.0,55.0,1.0882,1.1892,2.2868,-0.2823,0.3457,65.0,50.0,65.2138,50.3169,True,False,False,60.0,57.7654,SHAPE-ONLY
2018,554430,Zack Wheeler,True,True,False,FILE,COMPLETE,SP,100.0,29,1255,612,205,0.4352,False,True,95.7589,16.001,2306.6462,6.9073,-9.5224,0.2337,1.1797,0.3544,97.0689,16.001,2372.7013,0.232,0.4808,60.0,50.0,55.0,55.0,70.0,0.7853,0.1585,0.3584,0.3223,1.9146,55.0,65.0,54.3408,61.1846,False,True,False,60.0,57.7627,RESULTS-ONLY
2022,608349,Corey Knebel,False,False,True,PHI,COMPLETE,RP,15.5,46,555,276,93,0.6981,False,True,95.6411,17.5098,2368.7928,6.5119,-3.8441,0.2536,1.3081,0.3169,96.2961,17.5098,2401.8203,0.2469,0.2257,55.0,60.0,55.0,55.0,65.0,0.4167,0.8413,0.5735,0.6191,1.2622,55.0,60.0,56.1052,59.4066,False,True,False,60.0,57.7559,RESULTS-ONLY
2019,453286,Max Scherzer,False,False,False,VS_PHI,PARTIAL,SP,101.0,10,189,108,19,0.4599,False,True,95.2693,14.5384,2474.9947,5.9873,-11.7384,0.3241,1.8952,0.4811,96.4156,14.5384,2532.7929,0.2863,0.0016,55.0,45.0,65.0,65.0,55.0,0.4737,-0.5033,1.541,1.4055,0.689,55.0,60.0,55.0377,60.4727,False,True,False,60.0,57.7552,RESULTS-ONLY
2023,672578,Carlos Hernández,False,False,False,FILE,COMPLETE,RP,19.0,66,699,380,161,0.5588,False,True,99.0721,16.8951,2436.8942,6.6489,-9.8517,0.2553,-0.1296,0.3791,99.5634,16.8951,2461.6649,0.2499,-0.2506,70.0,55.0,60.0,55.0,50.0,1.9748,0.5631,1.0156,0.6797,0.0439,60.0,55.0,61.845,53.6181,True,False,False,60.0,57.7316,SHAPE-ONLY
2022,571479,Andrew Bellatti,False,False,True,PHI,COMPLETE,RP,16.0,59,389,180,47,0.4039,False,True,94.3517,16.7537,2436.473,5.856,-10.4801,0.3,1.2319,0.4079,95.0067,16.7537,2469.5005,0.2795,0.0836,50.0,55.0,60.0,65.0,60.0,-0.1982,0.4992,1.0734,1.2692,0.8986,55.0,65.0,54.5815,60.8391,False,True,False,60.0,57.7103,RESULTS-ONLY
2021,656302,Dylan Cease,False,False,False,INCIDENTAL,PARTIAL,UNK,,17,141,73,27,0.4965,False,True,96.6511,18.2417,2532.5248,6.0064,-4.7379,0.2603,-0.0362,0.318,97.4698,18.2417,2573.8092,0.24,-0.295,60.0,60.0,70.0,55.0,50.0,0.9764,1.1725,1.8439,0.4822,-0.0696,65.0,55.0,63.3096,52.0628,True,False,False,60.0,57.6862,SHAPE-ONLY
2019,656977,Chad Sobotka,False,False,False,VS_PHI,PARTIAL,RP,19.0,11,78,36,10,0.5493,True,False,95.95,18.6046,2494.1923,6.1244,-5.4585,0.2778,0.741,0.3902,97.0963,18.6046,2551.9905,0.2387,-0.2568,60.0,65.0,65.0,55.0,50.0,0.7983,1.3367,1.6828,0.4561,0.028,65.0,55.0,62.726,52.4206,True,False,False,60.0,57.5733,SHAPE-ONLY
2025,594798,Jacob deGrom,False,False,False,INCIDENTAL,PARTIAL,SP,99.0,2,86,49,26,0.441,True,False,97.6186,16.4763,2517.5,6.8012,-8.3916,0.2245,5.6326,0.2587,97.7824,16.4763,2525.7569,0.2187,0.1097,60.0,55.0,65.0,50.0,60.0,1.1255,0.3736,1.489,0.0572,0.9654,60.0,55.0,59.9602,55.1131,True,False,False,60.0,57.5367,SHAPE-ONLY
2024,669093,MLBAM 669093,False,False,False,VS_PHI,PARTIAL,RP,15.0,10,50,26,12,0.5556,True,False,97.212,19.8696,2215.22,6.744,-2.2392,0.4231,3.134,0.1352,97.5395,19.8696,2231.7338,0.2799,-0.1759,60.0,70.0,45.0,65.0,50.0,1.0097,1.9092,-0.6828,1.2786,0.2349,60.0,60.0,57.4536,57.5674,True,True,True,60.0,57.5105,ELITE
2023,608032,Carlos Estévez,False,False,False,FILE,COMPLETE,RP,17.0,63,753,424,196,0.6681,False,True,97.1143,17.0261,2179.2897,6.3947,-8.6481,0.2854,1.0276,0.3125,97.6056,17.0261,2204.0604,0.277,0.2274,60.0,55.0,40.0,60.0,65.0,1.0412,0.6224,-0.8872,1.2197,1.2666,50.0,65.0,52.588,62.4314,False,True,False,60.0,57.5097,RESULTS-ONLY
2019,621242,Edwin Díaz,False,False,False,VS_PHI,PARTIAL,RP,15.0,19,124,65,13,0.6294,False,True,97.9008,14.0148,2352.6129,6.804,-13.0132,0.4462,-1.7863,0.4286,99.0471,14.0148,2410.4111,0.3384,-0.4783,65.0,45.0,55.0,75.0,45.0,1.7286,-0.7403,0.637,2.4445,-0.5386,55.0,60.0,55.4177,59.5296,False,True,False,60.0,57.4737,RESULTS-ONLY
2021,672578,Carlos Hernández,False,False,False,FILE,COMPLETE,SP,65.5,24,800,392,198,0.5579,False,True,97.1608,17.1698,2372.2553,6.7955,-7.3904,0.2219,0.8811,0.3491,97.9795,17.1698,2413.5397,0.2209,0.1852,60.0,55.0,55.0,50.0,60.0,1.2195,0.6874,0.6601,0.1014,1.1585,55.0,55.0,58.5567,56.2994,False,False,False,55.0,57.4281,NOT ELITE
2025,676508,Ben Casparius,False,False,False,TEAM,COMPLETE,RP,22.0,43,384,180,95,0.3043,False,True,96.1435,17.8891,2434.7708,5.7766,-2.8109,0.3333,-0.6456,0.3687,96.3072,17.8891,2443.0277,0.3049,-0.4116,55.0,60.0,60.0,70.0,45.0,0.422,1.0129,0.8779,1.7758,-0.3678,60.0,60.0,57.7096,57.04,True,True,True,60.0,57.3748,ELITE
2019,434378,Justin Verlander,False,False,False,INCIDENTAL,PARTIAL,UNK,,7,69,40,12,0.5391,True,False,94.0232,20.5304,2539.7391,5.8551,-9.807,0.25,0.2188,0.3364,95.1695,20.5304,2597.5373,0.2288,-0.2959,50.0,70.0,70.0,55.0,50.0,-0.1205,2.2082,2.0192,0.2581,-0.0719,65.0,55.0,63.6896,50.9308,True,False,False,60.0,57.3102,SHAPE-ONLY
2024,683003,MLBAM 683003,False,False,False,VS_PHI,PARTIAL,SP,85.0,5,61,32,16,0.4586,True,False,97.0459,18.2931,2533.6102,6.8154,-7.1666,0.3125,-1.2656,0.3876,97.3734,18.2931,2550.1239,0.2495,-0.3786,60.0,60.0,65.0,55.0,45.0,0.9305,1.1958,1.669,0.6722,-0.2834,60.0,50.0,62.6507,51.9437,True,False,False,55.0,57.2972,SHAPE-ONLY
2020,621242,Edwin Díaz,False,False,False,VS_PHI,PARTIAL,RP,17.0,6,70,26,3,0.6796,True,False,97.5629,12.6703,2399.0286,7.0843,-15.5606,0.5,3.5314,0.0603,98.5454,12.6703,2448.5699,0.3043,-0.0944,65.0,35.0,60.0,70.0,55.0,1.4893,-1.3487,0.9188,1.7642,0.4434,55.0,65.0,53.5315,61.0379,False,True,False,60.0,57.2847,RESULTS-ONLY
2019,605540,Brandon Woodruff,False,False,False,VS_PHI,PARTIAL,SP,95.5,3,72,41,6,0.36,True,False,96.3319,15.4017,2249.8611,6.2847,-9.795,0.439,4.1167,0.3108,97.4782,15.4017,2307.6593,0.3088,-0.0517,60.0,50.0,50.0,70.0,55.0,0.9804,-0.1127,-0.122,1.8536,0.5527,55.0,65.0,52.4859,62.0316,False,True,False,60.0,57.2587,RESULTS-ONLY
2019,641729,Joe Jimenez,False,False,False,INCIDENTAL,PARTIAL,RP,9.5,13,62,33,8,0.6966,True,False,95.1887,18.2342,2526.371,6.4113,-10.6471,0.303,0.0387,0.4105,96.335,18.2342,2584.1692,0.2467,-0.3088,55.0,60.0,70.0,55.0,50.0,0.4353,1.1691,1.9204,0.6164,-0.1049,60.0,55.0,61.7494,52.5574,True,False,False,60.0,57.1534,SHAPE-ONLY
2018,642008,MLBAM 642008,False,False,False,VS_PHI,PARTIAL,RP,17.0,9,55,28,9,0.618,True,False,96.1745,18.7047,2576.6364,5.7945,-11.2102,0.1429,2.6364,0.158,97.4846,18.7047,2642.6914,0.1901,-0.1854,60.0,65.0,75.0,45.0,50.0,0.9835,1.3821,2.3527,-0.5135,0.2106,65.0,50.0,65.7275,48.4854,True,False,False,60.0,57.1064,SHAPE-ONLY
2026,554430,Zack Wheeler,True,True,True,PHI,COMPLETE,SP,97.5,26,877,442,197,0.3578,False,True,95.2166,14.0826,2432.7948,7.2397,-11.4837,0.3032,0.9363,0.2795,95.2166,14.0826,2432.7948,0.2931,0.2372,50.0,45.0,60.0,65.0,65.0,-0.098,-0.7096,0.8023,1.5405,1.2915,50.0,65.0,49.9821,64.1598,False,True,False,60.0,57.071,RESULTS-ONLY
2019,623433,Nick Anderson,False,False,False,VS_PHI,PARTIAL,RP,14.0,16,82,49,12,0.5857,True,False,95.8098,19.6741,2299.8659,5.922,-6.5122,0.2857,2.3415,0.3464,96.956,19.6741,2357.664,0.2472,-0.1408,55.0,70.0,50.0,55.0,55.0,0.7314,1.8207,0.2474,0.6263,0.3247,60.0,55.0,59.3318,54.7551,True,False,False,60.0,57.0435,SHAPE-ONLY
2021,643338,Chad Green,False,False,False,INCIDENTAL,PARTIAL,RP,18.5,19,73,44,14,0.6404,True,False,95.7726,19.0175,2498.0274,6.6438,-4.3463,0.2273,2.4548,0.3915,96.5914,19.0175,2539.3118,0.2196,-0.153,55.0,65.0,65.0,50.0,55.0,0.5575,1.5236,1.5891,0.0758,0.2936,60.0,55.0,62.2341,51.8472,True,False,False,60.0,57.0407,SHAPE-ONLY
2022,661395,Jhoan Duran,True,True,False,FILE,COMPLETE,RP,16.0,57,504,291,110,0.4927,False,True,100.8175,14.0629,2173.5119,6.2208,-11.6631,0.2577,1.3768,0.2493,101.4725,14.0629,2206.5394,0.2506,0.2128,80.0,45.0,40.0,55.0,60.0,2.8852,-0.7186,-0.8689,0.6936,1.2291,55.0,60.0,54.3258,59.6132,False,True,False,60.0,56.9695,RESULTS-ONLY
2022,543037,Gerrit Cole,False,False,False,INCIDENTAL,PARTIAL,UNK,,12,77,33,15,0.4695,True,False,97.7104,18.5345,2431.9481,6.4286,-10.5694,0.303,-1.3532,0.3376,98.3654,18.5345,2464.9756,0.2467,-0.3966,65.0,65.0,60.0,55.0,45.0,1.4035,1.305,1.04,0.6164,-0.3296,65.0,50.0,62.4953,51.4338,True,False,False,60.0,56.9645,SHAPE-ONLY
2023,670280,MLBAM 670280,False,False,False,VS_PHI,PARTIAL,RP,20.0,11,50,25,6,0.4808,True,False,96.778,17.8728,2435.38,6.596,-7.7928,0.4,-1.306,0.2432,97.2693,17.8728,2460.1507,0.2711,-0.3718,60.0,60.0,60.0,60.0,45.0,0.8808,1.0056,1.0044,1.1016,-0.266,60.0,55.0,59.6359,54.1779,True,False,False,60.0,56.9069,SHAPE-ONLY
2018,622663,Luis Severino,False,False,False,VS_PHI,PARTIAL,SP,103.0,6,102,50,15,0.6375,False,True,98.2696,16.1247,2393.4314,6.1804,-5.7082,0.26,1.4598,0.4105,99.5796,16.1247,2459.4864,0.2355,-0.1748,70.0,50.0,60.0,55.0,50.0,1.9826,0.2145,0.9995,0.3919,0.2378,60.0,55.0,60.6551,53.1488,True,False,False,60.0,56.902,SHAPE-ONLY
2018,622554,Seranthony Domínguez,True,False,True,PHI,COMPLETE,RP,16.0,53,557,246,84,0.5983,False,True,97.9858,12.4281,2338.3824,6.246,-1.0167,0.2683,1.2894,0.34,99.2958,12.4281,2404.4375,0.2581,0.2207,70.0,35.0,55.0,60.0,60.0,1.8472,-1.4583,0.5929,0.8439,1.2494,55.0,60.0,53.2725,60.4661,False,True,False,60.0,56.8693,RESULTS-ONLY
2021,543507,Trevor May,False,False,False,VS_PHI,PARTIAL,RP,16.0,17,135,79,15,0.6429,False,True,96.4474,18.1751,2369.7111,6.9756,-6.4729,0.2658,1.6222,0.3882,97.2662,18.1751,2410.9955,0.2441,-0.1125,60.0,60.0,55.0,55.0,55.0,0.8793,1.1424,0.6413,0.5648,0.3971,60.0,55.0,58.8767,54.8093,True,False,False,60.0,56.843,SHAPE-ONLY
2018,614179,José Ruiz,False,False,False,FILE,COMPLETE,RP,15.5,6,51,26,9,0.573,True,False,96.1569,17.9435,2381.9608,5.8137,-8.2494,0.2692,5.1,0.2608,97.4669,17.9435,2448.0159,0.2312,-0.0846,60.0,60.0,60.0,55.0,55.0,0.975,1.0376,0.9148,0.3072,0.4684,60.0,55.0,59.7579,53.8783,True,False,False,60.0,56.8181,SHAPE-ONLY
2019,594027,Tayron Guerrero,False,False,False,VS_PHI,PARTIAL,RP,18.0,14,109,50,13,0.7219,False,True,98.2954,16.2848,2173.4771,6.5881,-8.8679,0.32,3.5275,0.1546,99.4417,16.2848,2231.2753,0.2637,0.0238,70.0,55.0,45.0,60.0,55.0,1.9168,0.2869,-0.6862,0.9556,0.7457,55.0,60.0,55.0584,58.5068,False,True,False,60.0,56.7826,RESULTS-ONLY
2023,656546,Jeff Hoffman,False,False,True,PHI,COMPLETE,RP,16.0,54,298,158,48,0.3429,False,True,97.1289,16.86,2585.1174,6.6148,-12.0173,0.2152,0.3983,0.4003,97.6201,16.86,2609.8881,0.2148,-0.1718,60.0,55.0,70.0,50.0,50.0,1.0481,0.5473,2.1104,-0.0206,0.2453,60.0,50.0,62.3526,51.1235,True,False,False,55.0,56.7381,SHAPE-ONLY
2026,686751,Seth Johnson,False,True,True,PHI,COMPLETE,RP,17.0,16,154,69,45,0.4768,False,True,97.9292,17.4226,2391.1948,6.4571,-7.8966,0.3333,-0.6396,0.3587,97.9292,17.4226,2391.1948,0.2796,-0.3673,60.0,60.0,55.0,65.0,45.0,1.1955,0.8018,0.495,1.2726,-0.2547,60.0,55.0,58.308,55.0894,True,False,False,60.0,56.6987,SHAPE-ONLY
2024,689147,Orion Kerkering,False,True,True,PHI,COMPLETE,RP,16.0,63,317,150,68,0.2916,False,True,97.5871,15.622,2354.877,6.3599,-10.7955,0.2733,1.3688,0.261,97.9146,15.622,2371.3908,0.2571,0.0555,60.0,50.0,55.0,60.0,60.0,1.1885,-0.013,0.3488,0.8227,0.8269,55.0,60.0,55.081,58.248,False,True,False,60.0,56.6645,RESULTS-ONLY
2020,453286,Max Scherzer,False,False,False,VS_PHI,PARTIAL,SP,108.0,3,59,32,9,0.4646,True,False,94.1678,16.0841,2452.9661,6.1712,-10.2976,0.4062,3.7169,0.2738,95.1503,16.0841,2502.5074,0.2836,-0.1197,50.0,50.0,65.0,65.0,55.0,-0.1297,0.1961,1.3173,1.3511,0.3786,55.0,60.0,54.6123,58.6482,False,True,False,60.0,56.6303,RESULTS-ONLY
2023,571479,Andrew Bellatti,False,False,True,PHI,COMPLETE,RP,16.0,27,216,99,36,0.4737,False,True,94.0704,16.3183,2508.9721,5.9935,-9.9056,0.2626,2.5866,0.3565,94.5616,16.3183,2533.7427,0.2449,0.1559,45.0,55.0,65.0,55.0,60.0,-0.4104,0.3021,1.548,0.5799,1.0836,55.0,60.0,54.799,58.3171,False,True,False,60.0,56.5581,RESULTS-ONLY
2018,644364,Víctor Arano,False,False,True,PHI,COMPLETE,RP,15.0,55,236,135,37,0.2495,False,True,93.9339,16.2885,2339.8517,5.9682,-11.5571,0.2741,2.7894,0.3079,95.2439,16.2885,2405.9068,0.2563,0.229,50.0,55.0,55.0,60.0,65.0,-0.085,0.2886,0.6037,0.8077,1.2706,55.0,65.0,52.691,60.3913,False,True,False,60.0,56.5411,RESULTS-ONLY
2025,683618,Edgardo Henriquez,False,False,False,TEAM,COMPLETE,RP,13.0,20,78,45,23,0.2796,True,False,100.7308,15.4754,2510.3881,6.6872,-8.5662,0.2444,-0.9974,0.3465,100.8945,15.4754,2518.6449,0.2273,-0.3736,75.0,50.0,65.0,50.0,45.0,2.6096,-0.0793,1.4364,0.2297,-0.2706,65.0,50.0,63.2224,49.7956,True,False,False,60.0,56.509,SHAPE-ONLY
