entity,player_name,game_year,plate_apps,pitches,ba,obp,slg,ops,woba,krate,whiff_rate,chase_rate,hard_hit_rate,barrel_rate,runs_created,rc_per_pa
Phillies Hitters,"Harrison, Josh",2023,114,392,0.20388349514563106,0.2631578947368421,0.2912621359223301,0.5544200306591722,0.24835087719298243,0.17543859649122806,0.21890547263681592,0.30857142857142855,0.25882352941176473,0.023529411764705882,11,0.09649122807017543
Phillies Hitters,"Haseley, Adam",2019,241,976,0.26576576576576577,0.32083333333333336,0.3963963963963964,0.7172297297297298,0.3087625,0.24896265560165975,0.2874743326488706,0.30392156862745096,0.2883435582822086,0.03680981595092025,30,0.12448132780082988
Phillies Hitters,"Haseley, Adam",2020,91,369,0.27848101265822783,0.3409090909090909,0.34177215189873417,0.682681242807825,0.305125,0.18681318681318682,0.1518987341772152,0.27692307692307694,0.3181818181818182,0.015151515151515152,13,0.14285714285714285
Phillies Hitters,"Hays, Austin",2024,84,281,0.24390243902439024,0.2619047619047619,0.3780487804878049,0.6399535423925669,0.27709523809523806,0.2619047619047619,0.2891566265060241,0.46616541353383456,0.3,0.05,6,0.07142857142857142
Phillies Hitters,"Hellickson, Jeremy",2016,66,265,0.16666666666666666,0.22413793103448276,0.18518518518518517,0.40932311621966794,0.19017241379310346,0.36363636363636365,0.20689655172413793,0.2909090909090909,0.02631578947368421,0.0,4,0.06060606060606061
Phillies Hitters,"Hellickson, Jeremy",2017,39,171,0.09090909090909091,0.16666666666666666,0.18181818181818182,0.3484848484848485,0.15944444444444444,0.23076923076923078,0.16901408450704225,0.2558139534883721,0.07407407407407407,0.0,2,0.05128205128205128
Phillies Hitters,"Hernández, César",2015,452,1628,0.2716049382716049,0.3392857142857143,0.34814814814814815,0.6874338624338625,0.30576062639821033,0.1902654867256637,0.2169934640522876,0.2689075630252101,0.26851851851851855,0.012345679012345678,37,0.08185840707964602
Phillies Hitters,"Hernández, César",2016,622,2427,0.2943327239488117,0.3711507293354943,0.3930530164533821,0.7642037457888764,0.33468352365415993,0.1864951768488746,0.20164233576642335,0.23648103309120258,0.2922374429223744,0.0182648401826484,42,0.06752411575562701
Phillies Hitters,"Hernández, César",2017,576,2316,0.29354207436399216,0.3715277777777778,0.4207436399217221,0.7922714176994998,0.3458836805555555,0.18055555555555555,0.20798319327731093,0.20417028670721113,0.2965686274509804,0.029411764705882353,37,0.0642361111111111
Phillies Hitters,"Hernández, César",2018,704,3009,0.2528925619834711,0.352773826458037,0.36198347107438017,0.7147572975324172,0.32030440967283075,0.22017045454545456,0.2026086956521739,0.1795727636849132,0.2841409691629956,0.04185022026431718,63,0.08948863636363637
Phillies Hitters,"Hernández, César",2019,663,2600,0.27941176470588236,0.3288084464555053,0.4084967320261438,0.7373051784816491,0.31536651583710407,0.15082956259426847,0.17154811715481172,0.2765469824293354,0.28294573643410853,0.027131782945736434,73,0.11010558069381599
Phillies Hitters,"Herrera, Odúbel",2015,537,2155,0.296969696969697,0.34398496240601506,0.41818181818181815,0.7621667805878332,0.33336090225563914,0.24022346368715083,0.25441039925719594,0.35233160621761656,0.3387096774193548,0.03225806451612903,43,0.08007448789571694
Phillies Hitters,"Herrera, Odúbel",2016,656,2643,0.2864493996569468,0.36085626911314983,0.4202401372212693,0.7810964063344191,0.33770170015455947,0.20426829268292682,0.23529411764705882,0.34405778069599474,0.3090507726269316,0.04194260485651214,55,0.08384146341463415
Phillies Hitters,"Herrera, Odúbel",2017,560,2180,0.2808349146110057,0.3196428571428571,0.45161290322580644,0.7712557603686636,0.32817142857142856,0.225,0.2656921754084265,0.38147833474936277,0.32587064676616917,0.06218905472636816,59,0.10535714285714286
Phillies Hitters,"Herrera, Odúbel",2018,594,2319,0.2545454545454545,0.30743243243243246,0.42,0.7274324324324324,0.3155050675675676,0.2053872053872054,0.2757201646090535,0.38287560581583197,0.31627906976744186,0.04883720930232558,75,0.12626262626262627
Phillies Hitters,"Herrera, Odúbel",2019,139,533,0.2222222222222222,0.28776978417266186,0.3412698412698413,0.6290396254425031,0.27243165467625896,0.23741007194244604,0.2851985559566787,0.3519163763066202,0.30851063829787234,0.0425531914893617,17,0.1223021582733813
Phillies Hitters,"Herrera, Odúbel",2021,492,1939,0.26,0.31020408163265306,0.41555555555555557,0.7257596371882087,0.3124204081632653,0.1565040650406504,0.2,0.3244047619047619,0.40105540897097625,0.047493403693931395,53,0.10772357723577236
Phillies Hitters,"Herrera, Odúbel",2022,197,737,0.23783783783783785,0.27918781725888325,0.3783783783783784,0.6575661956372616,0.28692893401015224,0.2131979695431472,0.23969072164948454,0.38461538461538464,0.375,0.04861111111111111,22,0.1116751269035533
Phillies Hitters,"Hill, Derek",2026,91,361,0.25882352941176473,0.3,0.4588235294117647,0.7588235294117647,0.32849999999999996,0.37362637362637363,0.35,0.3567567567567568,0.34615384615384615,0.11538461538461539,17,0.18681318681318682
Phillies Hitters,"Hoskins, Rhys",2017,211,985,0.25882352941176473,0.3933649289099526,0.6176470588235294,1.011011987733482,0.41727014218009484,0.21800947867298578,0.20634920634920634,0.19076305220883535,0.4523809523809524,0.1349206349206349,49,0.23222748815165878
