swing_idx,game_date,bat_speed_mu,bat_speed_p90,fast_swing_rate,swing_length_mu,attack_angle_mu,swing_path_tilt_mu,aa_fit_rate
150,2026-04-20,72.9353,80.1,0.62,7.3913,14.0448,28.8945,0.66
151,2026-04-20,72.922,79.92,0.62,7.3967,14.0526,28.9004,0.66
152,2026-04-20,72.8827,79.92,0.6133,7.4047,14.1806,28.9511,0.6533
153,2026-04-20,72.8987,79.92,0.6133,7.4053,14.155,28.9212,0.6533
154,2026-04-20,72.844,79.92,0.6133,7.412,14.2041,28.9635,0.6467
155,2026-04-20,72.86,79.92,0.62,7.41,14.2053,28.9667,0.6467
156,2026-04-20,72.882,79.92,0.62,7.4033,14.2168,28.903,0.6467
157,2026-04-21,72.87,79.92,0.6133,7.406,14.2304,28.8605,0.6467
158,2026-04-21,72.854,79.92,0.6133,7.402,14.1721,28.8694,0.6533
159,2026-04-21,72.8393,79.9,0.6133,7.3933,14.0861,28.8473,0.66
160,2026-04-21,72.8847,79.9,0.62,7.3833,14.0613,28.8322,0.6667
161,2026-04-22,72.8267,79.72,0.6133,7.3813,14.0248,28.8479,0.6667
162,2026-04-22,72.86,79.72,0.62,7.3727,13.9226,28.8638,0.6733
163,2026-04-22,72.85,79.72,0.62,7.368,13.9207,28.808,0.6733
164,2026-04-22,72.868,79.9,0.62,7.3667,13.8796,28.7784,0.6733
165,2026-04-22,72.9007,79.9,0.6267,7.376,13.9773,28.7884,0.6667
166,2026-04-22,72.92,79.9,0.6267,7.3747,14.0136,28.7054,0.6667
167,2026-04-23,72.9467,79.92,0.6267,7.3833,14.0648,28.7422,0.6667
168,2026-04-23,72.9713,79.92,0.6333,7.392,14.1398,28.7312,0.6667
169,2026-04-23,73.1107,79.92,0.64,7.3933,14.1479,28.7618,0.6667
170,2026-04-23,73.1427,80.1,0.64,7.4013,14.2178,28.7568,0.6667
171,2026-04-23,73.1553,80.1,0.6467,7.4053,14.1923,28.8186,0.6733
172,2026-04-23,73.404,80.11,0.6533,7.4207,14.253,28.8738,0.6733
173,2026-04-23,73.3973,80.11,0.6533,7.4173,14.2681,28.8207,0.6733
174,2026-04-23,73.4287,80.11,0.6533,7.426,14.239,28.881,0.6733
175,2026-04-23,73.4073,80.11,0.6533,7.4227,14.1706,28.8971,0.6733
176,2026-04-23,73.39,80.11,0.6533,7.424,14.2153,28.8965,0.6667
177,2026-04-23,73.3787,80.1,0.6533,7.4193,14.1194,28.8938,0.6733
178,2026-04-24,73.3747,80.1,0.6533,7.418,14.1461,28.8671,0.6733
179,2026-04-24,73.6447,80.1,0.66,7.424,14.1492,28.8625,0.6733
180,2026-04-24,73.6433,80.1,0.66,7.4327,14.2204,28.8617,0.6667
181,2026-04-24,73.6793,80.1,0.66,7.4453,14.2615,28.8784,0.6667
182,2026-04-24,73.6893,80.1,0.66,7.4413,14.2015,28.8851,0.6733
183,2026-04-24,73.9267,80.11,0.6667,7.4427,14.1458,28.8784,0.68
184,2026-04-24,73.8253,80.11,0.66,7.45,14.1487,28.8798,0.68
185,2026-04-24,73.82,80.11,0.66,7.448,14.0527,28.8994,0.6733
186,2026-04-24,73.69,80.11,0.6533,7.43,13.8917,28.9052,0.6667
187,2026-04-24,74.0313,80.22,0.66,7.4347,13.9316,28.9261,0.6667
188,2026-04-24,74.0987,80.4,0.6667,7.442,13.928,29.0039,0.6667
189,2026-04-24,74.198,80.4,0.6667,7.45,13.9667,28.9637,0.6667
190,2026-04-24,74.136,80.4,0.66,7.4593,14.0878,28.9052,0.6667
191,2026-04-24,74.1787,80.4,0.6667,7.456,14.0258,28.8691,0.6733
192,2026-04-24,74.144,80.4,0.66,7.458,14.0007,28.8156,0.6733
193,2026-04-24,74.1887,80.4,0.6667,7.4513,13.9913,28.8238,0.68
194,2026-04-24,74.414,80.4,0.6733,7.468,14.115,28.8731,0.6733
195,2026-04-25,74.412,80.4,0.6733,7.4713,14.1352,28.8645,0.6733
196,2026-04-25,74.4507,80.41,0.6733,7.466,14.0909,28.8583,0.68
197,2026-04-25,74.4727,80.41,0.68,7.4673,14.0922,28.8901,0.68
198,2026-04-25,74.508,80.5,0.68,7.468,14.0926,28.8216,0.68
199,2026-04-25,74.5453,80.53,0.68,7.4713,14.1108,28.794,0.68
200,2026-04-25,74.5573,80.53,0.6867,7.4847,14.2213,28.7891,0.6733
201,2026-04-25,74.504,80.53,0.68,7.4947,14.3294,28.7472,0.6667
202,2026-04-25,74.502,80.53,0.68,7.496,14.2605,28.8046,0.6733
203,2026-04-26,74.4593,80.53,0.6733,7.4893,14.1733,28.8558,0.6667
204,2026-04-26,74.4633,80.53,0.6733,7.4953,14.2578,28.8455,0.6733
205,2026-04-26,74.62,80.71,0.68,7.4973,14.2699,28.8299,0.6733
206,2026-04-26,74.5927,80.71,0.6733,7.5047,14.3419,28.8211,0.6667
207,2026-04-26,74.6653,80.71,0.68,7.5093,14.3997,28.8233,0.66
208,2026-04-26,74.6707,80.71,0.6867,7.512,14.4671,28.8122,0.66
209,2026-04-26,74.688,80.71,0.6867,7.5127,14.5172,28.8626,0.6533
210,2026-04-26,74.6647,80.71,0.68,7.5033,14.3566,28.8486,0.6467
211,2026-04-26,74.7387,80.81,0.6867,7.5153,14.4382,28.8674,0.6533
212,2026-04-26,74.7647,80.9,0.6867,7.524,14.5851,28.8792,0.6533
213,2026-04-28,74.754,80.9,0.6867,7.5253,14.635,28.8528,0.6467
214,2026-04-28,74.7767,80.9,0.6867,7.5333,14.6815,28.8602,0.64
215,2026-04-28,74.8087,80.9,0.6933,7.538,14.7628,28.8263,0.6467
216,2026-04-28,74.768,80.9,0.6867,7.54,14.7335,28.8251,0.6533
217,2026-04-28,74.8073,80.94,0.6867,7.5473,14.7909,28.8465,0.6533
218,2026-04-28,74.798,80.9,0.6867,7.5433,14.7526,28.8472,0.66
219,2026-04-30,74.806,80.9,0.6867,7.5393,14.7102,28.8662,0.66
220,2026-04-30,75.042,80.9,0.6867,7.5507,14.7846,28.9058,0.6533
221,2026-04-30,74.9913,80.9,0.68,7.5467,14.6813,28.9862,0.6467
222,2026-04-30,74.994,80.9,0.68,7.5473,14.6496,29.0188,0.6467
223,2026-04-30,75.002,80.9,0.68,7.5527,14.7728,29.0523,0.64
224,2026-04-30,75.066,80.9,0.6867,7.5587,14.8416,29.09,0.6467
225,2026-04-30,75.0413,80.9,0.6867,7.5527,14.7576,29.114,0.64
226,2026-04-30,75.0887,80.9,0.6933,7.5447,14.7155,29.0716,0.64
227,2026-04-30,75.148,80.94,0.6933,7.5513,14.7641,29.098,0.64
228,2026-04-30,75.204,80.94,0.7,7.5433,14.6722,29.1197,0.6467
229,2026-04-30,75.2013,80.94,0.7,7.544,14.7107,29.0903,0.6467
230,2026-05-01,75.2493,80.94,0.7067,7.544,14.7743,29.0646,0.6533
231,2026-05-01,75.2253,80.94,0.7067,7.5527,14.8533,29.1289,0.6533
232,2026-05-01,75.5693,80.94,0.7133,7.5553,14.7754,29.1235,0.66
233,2026-05-01,75.528,80.94,0.7133,7.558,14.8286,29.1287,0.66
234,2026-05-01,75.3933,80.94,0.7067,7.5513,14.788,29.0864,0.6667
235,2026-05-01,75.462,80.94,0.7133,7.5553,14.8501,29.1134,0.6667
236,2026-05-01,75.4433,80.94,0.7133,7.56,14.9124,29.0801,0.66
237,2026-05-01,75.4493,80.94,0.7133,7.572,15.0181,29.1268,0.6533
238,2026-05-01,75.4127,80.94,0.7067,7.5733,15.0178,29.1028,0.6533
239,2026-05-01,75.4667,80.94,0.7133,7.5707,15.0031,29.0652,0.6533
240,2026-05-01,75.4393,80.94,0.7133,7.5827,15.1092,29.0645,0.66
241,2026-05-01,75.432,80.94,0.7133,7.5987,15.2513,29.0673,0.66
242,2026-05-01,75.632,80.94,0.72,7.598,15.1808,29.0562,0.6667
243,2026-05-01,75.59,80.94,0.7133,7.5993,15.2211,29.0728,0.6667
244,2026-05-01,75.596,80.94,0.7133,7.5973,15.2393,29.07,0.6667
245,2026-05-02,75.6367,80.94,0.72,7.5987,15.302,29.0876,0.6733
246,2026-05-02,75.6093,80.94,0.72,7.5893,15.2344,29.0776,0.6733
247,2026-05-02,75.5987,80.94,0.7133,7.586,15.2009,29.1103,0.6733
248,2026-05-02,75.2887,80.94,0.7067,7.5833,15.2489,29.1049,0.6733
249,2026-05-03,75.2507,80.94,0.7,7.5887,15.3057,29.0895,0.6667
250,2026-05-03,75.252,80.94,0.7,7.584,15.3049,29.0546,0.6667
251,2026-05-03,75.2433,80.94,0.7,7.5833,15.3004,29.0172,0.6667
252,2026-05-03,75.2467,80.94,0.7,7.5807,15.2744,29.045,0.6667
253,2026-05-03,75.244,80.94,0.7,7.5813,15.2733,29.0974,0.6667
254,2026-05-03,75.27,80.94,0.7,7.5847,15.245,29.1298,0.66
255,2026-05-03,75.4113,80.94,0.7,7.58,15.1959,29.1485,0.6667
256,2026-05-04,75.436,80.94,0.7067,7.582,15.1924,29.1698,0.6667
257,2026-05-04,75.4693,81.3,0.7067,7.5827,15.217,29.2224,0.6667
258,2026-05-04,75.3387,81.3,0.7,7.5767,15.2275,29.1629,0.6667
259,2026-05-04,75.3413,81.3,0.7,7.5727,15.3017,29.1386,0.66
260,2026-05-04,75.3547,81.3,0.7,7.572,15.2884,29.1522,0.66
261,2026-05-04,75.33,81.3,0.7,7.5633,15.2736,29.1196,0.66
262,2026-05-04,75.3487,81.31,0.7,7.566,15.2931,29.1387,0.66
263,2026-05-04,75.3593,81.31,0.7,7.5627,15.2702,29.1208,0.66
264,2026-05-04,75.3433,81.31,0.7,7.5633,15.2801,29.0628,0.66
265,2026-05-05,75.436,81.31,0.7067,7.5533,15.1771,29.0634,0.6667
266,2026-05-05,75.4393,81.31,0.7067,7.5487,15.1619,29.0493,0.6667
267,2026-05-05,75.5167,81.31,0.7133,7.56,15.2764,29.0517,0.6733
268,2026-05-05,75.492,81.31,0.7067,7.5533,15.1997,29.0122,0.68
269,2026-05-05,75.854,81.4,0.7133,7.5607,15.1534,29.0305,0.6867
270,2026-05-05,75.8707,81.43,0.7133,7.5533,15.1288,29.0058,0.6933
271,2026-05-05,75.7787,81.43,0.7067,7.5473,15.0261,29.0492,0.6867
272,2026-05-05,75.7647,81.43,0.7067,7.5453,15.014,29.0924,0.6867
273,2026-05-05,75.6873,81.43,0.7,7.556,15.1264,29.1175,0.6867
274,2026-05-05,75.7,81.43,0.7,7.5527,15.1391,29.1201,0.6867
275,2026-05-05,75.864,81.7,0.7067,7.5473,15.0478,29.1364,0.6933
276,2026-05-06,75.8247,81.43,0.7067,7.538,14.9865,29.0826,0.6933
277,2026-05-06,75.7787,81.43,0.7,7.5473,15.0952,29.051,0.7
278,2026-05-06,75.8787,81.43,0.7067,7.5413,15.0508,29.0449,0.7067
279,2026-05-06,75.9733,81.43,0.7067,7.54,15.0527,29.0616,0.7067
280,2026-05-06,75.98,81.52,0.7067,7.536,15.0016,29.0936,0.7067
281,2026-05-07,76.04,81.52,0.7133,7.5313,14.9666,29.0839,0.7133
282,2026-05-07,76.058,81.52,0.72,7.53,15.0048,29.0544,0.7133
283,2026-05-07,76.0673,81.52,0.72,7.5293,14.9215,29.1395,0.72
284,2026-05-07,76.078,81.52,0.72,7.5253,14.889,29.1815,0.72
285,2026-05-07,76.0607,81.52,0.72,7.5187,14.8667,29.1521,0.72
286,2026-05-07,76.0807,81.52,0.72,7.518,14.8994,29.1459,0.72
287,2026-05-07,76.082,81.52,0.72,7.5173,14.9247,29.1484,0.72
288,2026-05-08,76.1133,81.52,0.7267,7.5193,14.9476,29.1521,0.72
289,2026-05-08,76.1053,81.52,0.7267,7.5147,14.8825,29.1881,0.7133
290,2026-05-08,76.0673,81.52,0.72,7.502,14.7022,29.2389,0.7133
291,2026-05-08,76.1613,81.52,0.7267,7.4873,14.6266,29.2013,0.72
292,2026-05-08,76.1847,81.52,0.7267,7.4913,14.6443,29.2499,0.72
293,2026-05-08,76.182,81.52,0.7267,7.492,14.6331,29.2923,0.72
294,2026-05-08,76.2493,81.7,0.7267,7.4887,14.7003,29.2485,0.7133
295,2026-05-08,76.0087,81.52,0.72,7.488,14.7204,29.2083,0.7133
296,2026-05-08,75.9533,81.41,0.7133,7.488,14.7081,29.2081,0.7133
297,2026-05-08,75.7027,81.41,0.7067,7.4927,14.8015,29.2329,0.7067
298,2026-05-08,75.7107,81.41,0.7133,7.4967,14.8535,29.2766,0.7
299,2026-05-08,75.576,81.41,0.7133,7.4793,14.777,29.232,0.7
300,2026-05-09,75.5827,81.41,0.7133,7.4753,14.7172,29.2718,0.7067
301,2026-05-09,75.584,81.41,0.7133,7.47,14.7217,29.278,0.7067
302,2026-05-09,75.626,81.41,0.72,7.4667,14.6471,29.2269,0.7133
303,2026-05-09,75.5193,81.41,0.7133,7.4727,14.7267,29.2464,0.7067
304,2026-05-09,75.6293,81.41,0.72,7.468,14.6741,29.2263,0.7133
305,2026-05-09,75.5713,81.41,0.7133,7.4553,14.581,29.2522,0.7067
306,2026-05-09,75.594,81.41,0.72,7.4627,14.5865,29.3122,0.7067
307,2026-05-09,75.6133,81.41,0.7267,7.4707,14.6764,29.3003,0.7
308,2026-05-09,75.654,81.52,0.7267,7.47,14.6432,29.2933,0.7
309,2026-05-09,75.664,81.52,0.7267,7.4793,14.7065,29.3329,0.7
310,2026-05-09,75.6547,81.52,0.7267,7.4787,14.646,29.3598,0.7
311,2026-05-09,75.6633,81.52,0.7267,7.4827,14.7183,29.3602,0.6933
312,2026-05-10,75.6767,81.52,0.7267,7.4847,14.7644,29.3623,0.6933
313,2026-05-10,75.6813,81.52,0.7267,7.492,14.814,29.4346,0.6933
314,2026-05-10,75.3473,81.52,0.72,7.4867,14.8585,29.4374,0.6933
315,2026-05-10,75.3807,81.7,0.72,7.4893,14.8484,29.4791,0.7
316,2026-05-10,75.4073,81.71,0.72,7.4913,14.8464,29.5363,0.7
317,2026-05-10,75.402,81.71,0.72,7.492,14.8704,29.4885,0.6933
318,2026-05-10,75.4233,81.8,0.72,7.4893,14.8954,29.4944,0.6867
319,2026-05-10,75.3993,81.8,0.7133,7.4793,14.7855,29.4962,0.6933
320,2026-05-10,75.3753,81.71,0.7133,7.4727,14.7428,29.471,0.6933
321,2026-05-12,75.4413,81.81,0.7133,7.4713,14.7275,29.4562,0.6933
322,2026-05-12,75.404,81.81,0.7133,7.4707,14.6701,29.4791,0.6933
323,2026-05-12,75.4167,81.81,0.7133,7.4807,14.7698,29.4813,0.6867
324,2026-05-12,75.45,81.81,0.72,7.4793,14.7959,29.4785,0.6867
325,2026-05-12,75.4753,81.81,0.72,7.4847,14.9269,29.4826,0.68
326,2026-05-13,75.4307,81.81,0.7133,7.48,14.8459,29.5129,0.6867
327,2026-05-13,75.446,81.9,0.7133,7.4873,14.9406,29.4567,0.68
328,2026-05-13,75.3873,81.9,0.7067,7.494,14.9859,29.4484,0.6733
329,2026-05-13,75.3693,81.9,0.7067,7.498,15.0317,29.5119,0.6667
330,2026-05-13,75.366,81.9,0.7067,7.4993,15.059,29.5621,0.6667
331,2026-05-13,75.388,81.9,0.7133,7.4873,15.0131,29.5418,0.6667
332,2026-05-14,75.386,81.9,0.7133,7.486,14.9555,29.5695,0.66
333,2026-05-14,75.264,81.9,0.7067,7.4873,14.9745,29.5465,0.66
334,2026-05-14,75.3887,81.9,0.7133,7.478,14.8833,29.5835,0.66
335,2026-05-14,75.3887,81.9,0.7133,7.4753,14.89,29.5548,0.66
336,2026-05-14,75.5187,81.9,0.72,7.4853,14.9961,29.5637,0.6667
337,2026-05-14,75.496,81.9,0.72,7.4833,14.9647,29.5488,0.6667
338,2026-05-14,75.4113,81.81,0.7133,7.4847,14.988,29.5132,0.6667
339,2026-05-14,75.522,81.81,0.72,7.4807,14.9648,29.5387,0.6667
340,2026-05-14,75.212,81.81,0.72,7.4553,14.7955,29.5608,0.6667
341,2026-05-14,75.2207,81.81,0.72,7.4607,14.8372,29.604,0.6667
342,2026-05-14,75.202,81.81,0.72,7.466,14.9148,29.6781,0.66
343,2026-05-15,75.1647,81.81,0.7133,7.464,14.8784,29.6775,0.66
344,2026-05-15,74.962,81.81,0.7067,7.4467,14.7382,29.6367,0.66
345,2026-05-15,74.9713,81.81,0.7067,7.4507,14.7819,29.6685,0.66
346,2026-05-15,74.9627,81.71,0.7067,7.454,14.8117,29.6989,0.66
347,2026-05-15,74.9973,81.81,0.7067,7.46,14.8975,29.6814,0.66
348,2026-05-15,74.9653,81.71,0.7067,7.4553,14.8539,29.7184,0.66
349,2026-05-15,74.6813,81.7,0.7,7.4347,14.7059,29.7334,0.6533
350,2026-05-15,74.6367,81.7,0.6933,7.4213,14.6128,29.6969,0.66
351,2026-05-15,74.68,81.7,0.7,7.4107,14.5096,29.7151,0.6667
352,2026-05-16,74.6847,81.7,0.7,7.4007,14.4564,29.6556,0.66
353,2026-05-16,74.682,81.7,0.7,7.4053,14.521,29.6058,0.6667
354,2026-05-16,74.722,81.7,0.7067,7.408,14.5885,29.58,0.6667
355,2026-05-16,74.6933,81.7,0.7067,7.4067,14.5504,29.5882,0.6667
356,2026-05-16,74.708,81.7,0.7133,7.3967,14.4395,29.601,0.6733
357,2026-05-16,74.6793,81.7,0.7067,7.4,14.4373,29.5818,0.6733
358,2026-05-16,74.43,81.7,0.7,7.4007,14.5093,29.5782,0.6667
359,2026-05-16,74.15,81.52,0.6933,7.3973,14.4621,29.5504,0.6733
360,2026-05-16,74.152,81.52,0.6933,7.4007,14.5442,29.5076,0.6733
361,2026-05-16,74.0973,81.41,0.6867,7.398,14.5362,29.4992,0.6733
362,2026-05-17,74.0673,81.41,0.6867,7.3993,14.5639,29.4925,0.6733
363,2026-05-17,74.0653,81.41,0.6867,7.3973,14.5096,29.481,0.68
364,2026-05-17,73.9953,81.41,0.68,7.3973,14.5457,29.4757,0.68
365,2026-05-17,73.984,81.41,0.68,7.3967,14.5748,29.4717,0.68
366,2026-05-17,74.0053,81.41,0.6867,7.3853,14.5182,29.4574,0.68
367,2026-05-17,73.9487,81.31,0.68,7.376,14.3668,29.4828,0.6733
368,2026-05-17,73.952,81.31,0.68,7.3813,14.3708,29.5346,0.6733
369,2026-05-17,73.9467,81.31,0.68,7.3907,14.4595,29.5135,0.6667
370,2026-05-17,73.9687,81.31,0.6867,7.378,14.3488,29.4431,0.6733
371,2026-05-17,74.002,81.31,0.6933,7.3947,14.5881,29.4265,0.6733
372,2026-05-17,73.762,81.31,0.6867,7.398,14.7565,29.4329,0.6667
373,2026-05-22,73.762,81.31,0.6867,7.4033,14.7468,29.4066,0.6667
374,2026-05-22,73.754,81.31,0.6867,7.408,14.8057,29.3539,0.6667
375,2026-05-22,73.7747,81.31,0.6867,7.4047,14.8431,29.3164,0.6733
376,2026-05-22,73.7687,81.31,0.6867,7.4127,14.9249,29.328,0.6667
377,2026-05-22,73.716,81.12,0.6867,7.402,14.82,29.3084,0.66
378,2026-05-23,73.6947,81.12,0.6867,7.4027,14.8553,29.3224,0.66
379,2026-05-23,73.6713,81.12,0.6867,7.3967,14.8437,29.2863,0.66
380,2026-05-23,73.6247,81.12,0.68,7.3947,14.7859,29.3887,0.6533
381,2026-05-23,73.6993,81.12,0.6867,7.3907,14.7535,29.3473,0.6533
382,2026-05-23,73.6987,81.12,0.6867,7.3927,14.7639,29.3459,0.6533
383,2026-05-23,73.772,81.12,0.6933,7.3967,14.7593,29.3194,0.6533
384,2026-05-23,73.844,81.12,0.6933,7.3907,14.7249,29.3434,0.6533
385,2026-05-23,73.8093,81.12,0.6867,7.3807,14.6553,29.2972,0.6533
386,2026-05-23,73.8227,81.12,0.6867,7.37,14.465,29.3359,0.6533
387,2026-05-23,73.8087,81.12,0.6867,7.3667,14.4539,29.2817,0.6533
388,2026-05-24,73.7567,81.12,0.6867,7.3627,14.4502,29.2802,0.6533
389,2026-05-24,73.744,81.12,0.6867,7.368,14.4955,29.313,0.6533
390,2026-05-24,73.7907,81.12,0.6933,7.3647,14.518,29.2975,0.6533
391,2026-05-24,73.86,81.12,0.7,7.3587,14.4377,29.3532,0.66
392,2026-05-24,73.8667,81.12,0.7,7.3593,14.4553,29.3656,0.66
393,2026-05-24,73.9173,81.12,0.7067,7.3627,14.4942,29.323,0.6533
394,2026-05-24,73.9873,81.3,0.7133,7.3727,14.5923,29.3204,0.66
395,2026-05-24,73.9707,81.3,0.7067,7.378,14.5888,29.3096,0.66
396,2026-05-24,73.9127,81.3,0.7,7.3913,14.7398,29.3476,0.6533
397,2026-05-24,73.742,81.3,0.7,7.398,14.8188,29.3491,0.6467
398,2026-05-25,74.0713,81.31,0.7067,7.4013,14.7991,29.365,0.6467
399,2026-05-25,74.0773,81.31,0.7067,7.4007,14.7723,29.3618,0.6533
400,2026-05-25,74.126,81.41,0.7067,7.41,14.7897,29.4044,0.6533
401,2026-05-25,74.1313,81.41,0.7067,7.412,14.7742,29.3939,0.6533
402,2026-05-25,74.1227,81.41,0.7067,7.4113,14.7553,29.3665,0.6467
403,2026-05-25,74.124,81.41,0.7067,7.4047,14.7166,29.3373,0.6467
404,2026-05-25,74.1327,81.41,0.7067,7.4047,14.7283,29.305,0.6533
405,2026-05-25,74.2007,81.41,0.7133,7.4053,14.7187,29.316,0.6533
406,2026-05-25,74.1953,81.41,0.7133,7.404,14.7352,29.3084,0.6533
407,2026-05-26,74.194,81.41,0.7133,7.4007,14.751,29.2744,0.6533
408,2026-05-26,74.3207,81.41,0.72,7.4087,14.7571,29.3839,0.6533
409,2026-05-26,74.3087,81.41,0.72,7.4127,14.727,29.3934,0.66
410,2026-05-26,74.3067,81.41,0.72,7.4227,14.8033,29.393,0.6533
411,2026-05-26,74.3227,81.41,0.72,7.4267,14.7886,29.4004,0.66
412,2026-05-26,74.3313,81.52,0.72,7.4213,14.7396,29.3971,0.6667
413,2026-05-26,74.3047,81.52,0.72,7.424,14.7693,29.4257,0.66
414,2026-05-26,74.2873,81.52,0.72,7.4153,14.6255,29.4577,0.6533
415,2026-05-27,74.2753,81.52,0.72,7.4213,14.6838,29.4476,0.6533
416,2026-05-27,74.236,81.52,0.7133,7.4247,14.7614,29.4114,0.6467
417,2026-05-27,74.2107,81.52,0.7133,7.4233,14.7729,29.3865,0.6467
418,2026-05-27,74.2,81.52,0.7133,7.4267,14.8256,29.4342,0.6467
419,2026-05-27,74.1433,81.32,0.7067,7.4213,14.7305,29.4083,0.6467
420,2026-05-27,74.108,81.3,0.7067,7.4207,14.6911,29.3938,0.6467
421,2026-05-27,74.2387,81.32,0.7133,7.4293,14.8334,29.3567,0.6533
422,2026-05-27,74.224,81.32,0.7133,7.4247,14.7853,29.2956,0.66
423,2026-05-29,74.292,81.32,0.7133,7.4113,14.7148,29.2384,0.6667
424,2026-05-29,74.3,81.32,0.7133,7.414,14.7231,29.294,0.6667
425,2026-05-29,74.292,81.32,0.7133,7.412,14.7466,29.3011,0.6667
426,2026-05-29,74.164,81.32,0.7067,7.42,14.8208,29.2783,0.6667
427,2026-05-30,74.2207,81.32,0.7133,7.4273,14.8737,29.2963,0.66
428,2026-05-30,74.2307,81.32,0.7133,7.4273,14.8753,29.2878,0.66
429,2026-05-30,74.2867,81.32,0.72,7.4227,14.7513,29.3596,0.6667
430,2026-05-30,74.2827,81.3,0.72,7.4253,14.8164,29.3444,0.66
431,2026-05-30,74.2887,81.3,0.72,7.424,14.7426,29.3132,0.6533
432,2026-05-30,74.2893,81.3,0.72,7.4353,14.7734,29.3306,0.6467
433,2026-05-30,74.2987,81.3,0.72,7.4347,14.8152,29.2643,0.6467
434,2026-05-30,74.262,81.3,0.7133,7.43,14.7576,29.231,0.6467
435,2026-05-30,74.2473,81.3,0.7133,7.438,14.7935,29.2065,0.64
436,2026-05-30,73.9047,81.3,0.7067,7.4287,14.7723,29.1563,0.64
437,2026-05-30,73.642,81.3,0.7,7.432,14.8071,29.1758,0.6333
438,2026-05-30,73.6767,81.34,0.7,7.4347,14.8135,29.1775,0.6333
439,2026-05-31,73.5267,81.34,0.6933,7.4347,14.8308,29.1648,0.6333
440,2026-05-31,73.54,81.34,0.7,7.436,14.9326,29.1054,0.64
441,2026-05-31,73.5333,81.34,0.7,7.4407,14.9673,29.1436,0.64
442,2026-05-31,73.5073,81.34,0.7,7.4453,15.0113,29.1239,0.6333
443,2026-05-31,73.4873,81.34,0.7,7.4393,14.9702,29.0801,0.6333
444,2026-05-31,73.4487,81.3,0.7,7.4373,14.8841,29.1369,0.64
445,2026-05-31,73.7133,81.34,0.7067,7.4333,14.8058,29.1452,0.64
446,2026-05-31,73.738,81.34,0.7133,7.4287,14.7661,29.1226,0.6467
447,2026-05-31,73.8847,81.34,0.7133,7.4187,14.6862,29.0322,0.6533
448,2026-05-31,73.9053,81.34,0.7133,7.4093,14.6291,28.9831,0.66
449,2026-05-31,74.0673,81.34,0.72,7.418,14.6536,29.0635,0.66
450,2026-05-31,74.0753,81.34,0.72,7.4113,14.5835,29.088,0.6533
451,2026-05-31,74.038,81.34,0.7133,7.404,14.4704,29.1008,0.6467
452,2026-06-02,74.0167,81.34,0.7133,7.41,14.5662,29.1372,0.64
453,2026-06-02,74.13,81.34,0.72,7.406,14.5248,29.1408,0.6467
454,2026-06-02,74.1213,81.34,0.72,7.414,14.6078,29.1764,0.64
455,2026-06-02,74.198,81.34,0.7267,7.422,14.6574,29.1814,0.6467
456,2026-06-02,74.1973,81.34,0.7267,7.4173,14.6048,29.1608,0.6467
457,2026-06-02,74.2007,81.34,0.7267,7.4127,14.5768,29.1649,0.6533
458,2026-06-03,74.1747,81.3,0.7267,7.416,14.6327,29.1542,0.6533
459,2026-06-03,74.1487,81.3,0.7267,7.4093,14.5652,29.1634,0.6533
460,2026-06-03,74.0993,81.3,0.72,7.4167,14.6301,29.1737,0.6533
461,2026-06-03,74.1327,81.3,0.7267,7.41,14.5536,29.093,0.66
462,2026-06-03,74.1467,81.32,0.7267,7.4133,14.5798,29.0863,0.66
463,2026-06-04,73.852,81.32,0.72,7.406,14.5404,29.0446,0.66
464,2026-06-04,74.1607,81.32,0.7267,7.414,14.5416,29.0981,0.66
465,2026-06-04,74.116,81.3,0.7267,7.41,14.5604,29.0796,0.6533
466,2026-06-04,73.8273,81.03,0.72,7.398,14.5159,29.0396,0.6533
467,2026-06-04,73.804,81.03,0.72,7.388,14.4185,29.0549,0.66
468,2026-06-04,73.7773,80.91,0.72,7.3947,14.448,29.0534,0.66
469,2026-06-04,73.7993,80.91,0.7267,7.398,14.4416,29.0469,0.6533
470,2026-06-04,73.794,80.91,0.7267,7.3987,14.4219,29.0674,0.6533
471,2026-06-04,73.6913,80.9,0.72,7.3913,14.3431,29.0014,0.6467
472,2026-06-04,73.696,80.9,0.72,7.3933,14.4909,28.9499,0.64
473,2026-06-04,73.7413,80.91,0.72,7.3853,14.4476,29.0209,0.6467
474,2026-06-04,73.716,80.91,0.72,7.3793,14.4151,28.9925,0.6467
475,2026-06-05,73.7207,80.91,0.72,7.3827,14.4171,28.9886,0.6467
476,2026-06-05,73.7527,80.91,0.7267,7.382,14.3857,29.0166,0.6467
477,2026-06-05,73.724,80.9,0.7267,7.3773,14.3769,29.0608,0.6467
478,2026-06-05,73.762,80.9,0.7333,7.3747,14.3261,29.0727,0.6533
479,2026-06-05,73.7193,80.9,0.7267,7.3673,14.2519,28.9901,0.66
480,2026-06-05,73.6353,80.9,0.72,7.3627,14.2241,28.8932,0.66
481,2026-06-05,73.3827,80.9,0.7133,7.3653,14.3009,28.8649,0.6533
482,2026-06-05,73.3707,80.9,0.7133,7.3713,14.3665,28.8321,0.66
483,2026-06-05,73.4613,80.9,0.72,7.372,14.3998,28.8355,0.6533
484,2026-06-05,73.4673,80.9,0.72,7.372,14.423,28.7928,0.6533
