swing_idx,game_date,bat_speed_mu,bat_speed_p90,fast_swing_rate,swing_length_mu,attack_angle_mu,swing_path_tilt_mu,aa_fit_rate
883,2026-08-05,74.2767,81.4,0.6267,7.43,15.6896,29.4068,0.62
884,2026-08-05,74.2647,81.4,0.6267,7.4327,15.8179,29.3745,0.6133
885,2026-08-05,74.256,81.4,0.6267,7.434,15.8473,29.3854,0.6133
886,2026-08-05,74.216,81.4,0.62,7.434,15.9105,29.3194,0.6067
887,2026-08-05,74.232,81.4,0.6267,7.4407,15.8586,29.3898,0.6
888,2026-08-05,74.2493,81.4,0.6267,7.4427,15.8462,29.4184,0.6
889,2026-08-05,74.32,81.4,0.6333,7.4293,15.7334,29.396,0.6067
890,2026-08-05,74.3173,81.4,0.6333,7.4247,15.7202,29.4101,0.6067
891,2026-08-05,74.3373,81.4,0.6333,7.4193,15.7067,29.3122,0.6067
892,2026-08-05,74.3253,81.4,0.6333,7.404,15.5838,29.2191,0.6133
893,2026-08-06,74.3533,81.4,0.64,7.3987,15.5398,29.1756,0.62
894,2026-08-06,74.3147,81.4,0.6333,7.392,15.4323,29.1575,0.6267
895,2026-08-06,74.2987,81.4,0.6267,7.3927,15.4219,29.1779,0.6267
896,2026-08-06,74.3333,81.4,0.6267,7.3987,15.54,29.1399,0.62
897,2026-08-06,74.3933,81.4,0.6333,7.3933,15.4094,29.1496,0.6267
898,2026-08-06,74.372,81.4,0.6333,7.39,15.368,29.1763,0.6267
899,2026-08-06,74.336,81.4,0.6267,7.38,15.3178,29.1122,0.6267
900,2026-08-06,74.6807,81.4,0.6333,7.3873,15.3247,29.1292,0.6267
901,2026-08-06,74.6373,81.4,0.6267,7.396,15.3735,29.1121,0.6267
902,2026-08-06,74.584,81.31,0.6267,7.4033,15.4524,29.1082,0.62
903,2026-08-07,74.57,81.31,0.62,7.4067,15.3696,29.187,0.6133
904,2026-08-07,74.5853,81.31,0.62,7.4093,15.4599,29.1476,0.6133
905,2026-08-07,74.5647,81.31,0.6133,7.4187,15.4972,29.1742,0.6067
906,2026-08-07,74.5213,81.3,0.6133,7.422,15.5245,29.2765,0.6067
907,2026-08-07,74.4947,81.3,0.6067,7.412,15.396,29.3161,0.6
908,2026-08-07,74.4727,81.3,0.6067,7.414,15.4319,29.2931,0.5933
909,2026-08-07,74.282,81.21,0.6,7.4007,15.3725,29.2298,0.5933
910,2026-08-07,74.22,81.21,0.5933,7.4113,15.4805,29.2433,0.5867
911,2026-08-07,74.246,81.21,0.5933,7.4267,15.6814,29.2505,0.5867
912,2026-08-07,74.3093,81.21,0.6,7.4413,15.8226,29.2428,0.5933
913,2026-08-07,74.3233,81.21,0.6067,7.4307,15.7322,29.2763,0.5867
