game_date,stand,pitch_type,pitch_name,plate_x,plate_z,release_speed,pfx_x,pfx_z,description,zone,balls,strikes
2026-08-05,L,FF,4-Seam Fastball,0.217710792029716,2.663139007421618,95.9,-0.12,1.12,hit_into_play,5.0,1,2
2026-08-05,L,SL,Slider,0.4313036121412122,1.2429279217467937,87.0,0.7,0.29,foul,14.0,1,1
2026-08-05,L,FF,4-Seam Fastball,-0.5042638035636089,4.377530984573425,95.5,-0.55,1.14,ball,11.0,0,1
2026-08-05,L,FF,4-Seam Fastball,0.3171303890384188,3.592664845544604,96.2,-0.39,1.26,swinging_strike,12.0,0,0
2026-08-05,L,ST,Sweeper,2.1488007438042853,1.3038157332620175,81.3,1.8,0.08,hit_by_pitch,14.0,0,1
2026-08-05,L,FF,4-Seam Fastball,0.5920253230301774,3.285858157354297,96.6,-0.08,1.39,foul,3.0,0,0
2026-08-10,L,FF,4-Seam Fastball,-0.1815533644101045,2.371660616294671,95.8,-0.09,1.05,hit_into_play,5.0,0,1
2026-08-10,L,SL,Slider,0.240236887246877,1.3621827048131578,87.5,0.54,0.34,foul,14.0,0,0
2026-08-10,R,SL,Slider,0.4830594414570937,2.2327625628944565,85.0,0.62,0.04,hit_into_play,6.0,1,0
2026-08-10,R,CH,Changeup,-1.1088453793771624,3.331186248149319,88.2,-1.09,0.37,ball,11.0,0,0
2026-08-10,L,SL,Slider,0.0442082285524323,3.3630325193031907,85.6,0.59,0.22,ball,12.0,3,1
2026-08-10,L,SL,Slider,0.9994478079342396,1.866446542622828,86.0,0.65,0.15,ball,14.0,2,1
2026-08-10,L,SI,Sinker,-0.5279071839025387,2.763188179308137,93.3,-1.02,0.64,foul_tip,1.0,2,0
2026-08-10,L,FF,4-Seam Fastball,-1.4406139696898226,3.629496204676266,95.5,-0.06,1.17,ball,11.0,1,0
2026-08-10,L,ST,Sweeper,-0.5474273126254123,3.708236891430116,82.4,1.44,0.06,ball,11.0,0,0
2026-08-10,L,CH,Changeup,-0.999967578182844,2.862061580689607,88.7,-1.06,0.3,hit_into_play,11.0,1,0
2026-08-10,L,CH,Changeup,-0.9646287396172636,0.2583567734413619,89.9,-1.14,0.41,ball,13.0,0,0
2026-08-10,L,CH,Changeup,-0.6643821560500849,1.79702829670922,88.6,-1.07,0.24,swinging_strike,7.0,2,2
2026-08-10,L,SL,Slider,-0.0340240960518147,2.819866220478197,85.8,0.47,0.13,foul,2.0,2,2
